sample,analysis_type_uid,PC1,PC2,PC3,PC4
C3,1160361,-0.49303163417830337,0.1554784452155476,0.0,-0.0
C3-C115d-C1,1158218,-0.4930316341783029,-0.15547844521554777,-1.132077515549945e-16,-0.0
C15-C15vd-C15ev,1158998,0.49303163417830326,9.512078247103286e-17,-0.059208815823683744,-0.0
C15-C15vd-C15ev-C15ww,1159159,0.49303163417830315,-2.1002363542997948e-16,0.05920881582368364,-0.0
proportion_explained,0,0.9461325480395337,0.04704492647550305,0.006822525484963035,0.0
