sample,analysis_type_uid,PC1,PC2,PC3,PC4
C3,1160361,-0.775503798413203,0.002445526888012567,1.531008141721993e-05,-0.0
C3-C115d-C1,1158218,-0.8943165850335617,-0.0022776164371534,1.3282527767352887e-05,-0.0
C15-C15vd-C15ev,1158998,0.8123689819359579,-7.941650351214814e-05,-0.001070674209709102,-0.0
C15-C15vd-C15ev-C15ww,1159159,0.857451401510807,-8.849394738313874e-05,0.0010420816005649617,-0.0
proportion_explained,0,0.9999952027526927,3.998828716586784e-06,7.984185907669416e-07,0.0
