sample,analysis_type_uid,PC1,PC2,PC3,PC4
C3,1160361,-0.4989905986208359,0.05350446495535029,0.0,-0.0
C3-C115d-C1,1158218,-0.49899059862083606,-0.05350446495535087,-2.4994742193327865e-18,-0.0
C15-C15vd-C15ev,1158998,0.49899059862083606,-3.0890194638184395e-16,-0.03421698674519888,-0.0
C15-C15vd-C15ev-C15ww,1159159,0.49899059862083606,-3.1310229422845926e-16,0.03421698674519887,-0.0
proportion_explained,0,0.9919653481049143,0.0057024545192130615,0.002332197375872488,0.0
