Chamber	Time/hh:mm:ss	Logtime/min	Oxy/% air sat.	Phase/°	Amp	Temp/°C	% air-sat.	% oxygen	pO2 (hPa)	pO2 (Torr)	cO2 [mg/L]	cO2 [µmol/L]	Salinity	chlorinity	SalCorcO2 [mg/L]	SalCorcO2 [µmol/L]
6	12:09:08 PM	0.00	83.140	28.240	16723.000	29.000	81.792886	17.1356097	166.702093	125.037198	6.27991104	196.247220	35	19.3739612	5.08784466	158.995146
6	12:09:23 PM	0.25	84.050	28.130	16752.000	29.000	82.629877	17.3109593	168.407964	126.316710	6.34417370	198.255428	35	19.3739612	5.13990884	160.622151
6	12:09:38 PM	0.50	84.510	28.070	16709.000	29.000	83.090837	17.4075305	169.347447	127.021382	6.37956539	199.361418	35	19.3739612	5.16858241	161.518200
6	12:09:53 PM	0.75	84.800	28.030	16773.000	29.000	83.399895	17.4722781	169.977338	127.493840	6.40329430	200.102947	35	19.3739612	5.18780704	162.118970
6	12:10:08 PM	1.00	84.190	28.110	16738.000	29.000	82.783182	17.3430766	168.720414	126.551067	6.35594414	198.623254	35	19.3739612	5.14944500	160.920156
6	12:10:23 PM	1.25	85.380	27.960	16726.000	29.000	83.944146	17.5862985	171.086574	128.325838	6.44508086	201.408777	35	19.3739612	5.22166159	163.176925
6	12:10:38 PM	1.50	84.550	28.060	16702.000	29.000	83.167970	17.4236897	169.504651	127.139295	6.38548750	199.546484	35	19.3739612	5.17338037	161.668136
6	12:10:53 PM	1.75	84.500	28.070	16666.000	29.000	83.090837	17.4075305	169.347447	127.021382	6.37956539	199.361418	35	19.3739612	5.16858241	161.518200
6	12:11:08 PM	2.00	86.290	27.840	16705.000	29.000	84.887325	17.7838947	173.008869	129.767682	6.51749651	203.671766	35	19.3739612	5.28033114	165.010348
6	12:11:23 PM	2.25	86.490	27.820	16604.000	29.000	85.045785	17.8170920	173.331826	130.009920	6.52966276	204.051961	35	19.3739612	5.29018797	165.318374
6	12:11:38 PM	2.50	86.100	27.870	16602.000	29.000	84.650316	17.7342411	172.525819	129.405364	6.49929931	203.103104	35	19.3739612	5.26558818	164.549631
6	12:11:53 PM	2.75	86.870	27.770	16624.000	29.000	85.443528	17.9004191	174.142465	130.617952	6.56020073	205.006273	35	19.3739612	5.31492916	166.091536
6	12:12:08 PM	3.00	86.560	27.810	16560.000	29.000	85.125151	17.8337192	173.493582	130.131248	6.53575635	204.242386	35	19.3739612	5.29512486	165.472652
6	12:12:23 PM	3.25	87.020	27.750	16623.000	29.000	85.603265	17.9338841	174.468026	130.862143	6.57246509	205.389534	35	19.3739612	5.32486546	166.402046
6	12:12:38 PM	3.50	86.130	27.860	16592.000	29.000	84.729228	17.7507733	172.686652	129.525998	6.50535810	203.292441	35	19.3739612	5.27049687	164.703027
6	12:12:53 PM	3.75	84.640	28.050	16474.000	29.000	83.245191	17.4398674	169.662034	127.257342	6.39141634	199.731761	35	19.3739612	5.17818379	161.818243
6	12:13:08 PM	4.00	87.440	27.700	16488.000	29.000	86.004219	18.0178839	175.285210	131.475083	6.60324959	206.351550	35	19.3739612	5.34980639	167.181450
6	12:13:23 PM	4.25	86.720	27.790	16576.000	29.000	85.284157	17.8670309	173.817651	130.374320	6.54796452	204.623891	35	19.3739612	5.30501565	165.781739
6	12:13:38 PM	4.50	87.710	27.670	16552.000	29.000	86.245901	18.0685162	175.777782	131.844543	6.62180548	206.931421	35	19.3739612	5.36483996	167.651249
6	12:13:53 PM	4.75	85.770	27.910	16507.000	29.000	84.335565	17.6683009	171.884327	128.924204	6.47513336	202.347918	35	19.3739612	5.24600946	163.937796
6	12:14:08 PM	5.00	87.760	27.660	16535.000	29.000	86.326647	18.0854326	175.942351	131.967980	6.62800504	207.125158	35	19.3739612	5.36986271	167.808210
6	12:14:23 PM	5.25	87.700	27.670	16521.000	29.000	86.245901	18.0685162	175.777782	131.844543	6.62180548	206.931421	35	19.3739612	5.36483996	167.651249
6	12:14:38 PM	5.50	84.730	28.040	16475.000	29.000	83.322499	17.4560635	169.819596	127.375524	6.39735194	199.917248	35	19.3739612	5.18299268	161.968521
6	12:14:53 PM	5.75	86.670	27.800	16401.000	29.000	85.204608	17.8503655	173.655524	130.252714	6.54185693	204.433029	35	19.3739612	5.30006742	165.627107
6	12:15:08 PM	6.00	87.020	27.750	16390.000	29.000	85.603265	17.9338841	174.468026	130.862143	6.57246509	205.389534	35	19.3739612	5.32486546	166.402046
6	12:15:23 PM	6.25	86.200	27.860	16444.000	29.000	84.729228	17.7507733	172.686652	129.525998	6.50535810	203.292441	35	19.3739612	5.27049687	164.703027
6	12:15:38 PM	6.50	88.800	27.540	16470.000	29.000	87.302905	18.2899587	177.932063	133.460391	6.70296039	209.467512	35	19.3739612	5.43058987	169.705933
6	12:15:53 PM	6.75	87.320	27.720	16439.000	29.000	85.843561	17.9842260	174.957773	131.229484	6.59091454	205.966079	35	19.3739612	5.33981280	166.869150
6	12:16:08 PM	7.00	88.900	27.530	16400.000	29.000	87.384873	18.3071309	178.099121	133.585695	6.70925372	209.664179	35	19.3739612	5.43568858	169.865268
6	12:16:23 PM	7.25	87.840	27.650	16347.000	29.000	86.407487	18.1023684	176.107110	132.091560	6.63421175	207.319117	35	19.3739612	5.37489124	167.965351
6	12:16:38 PM	7.50	88.500	27.570	16364.000	29.000	87.057571	18.2385611	177.432046	133.085347	6.68412404	208.878876	35	19.3739612	5.41532908	169.229034
6	12:16:53 PM	7.75	89.460	27.460	16359.000	29.000	87.961311	18.4278947	179.273960	134.466900	6.75351163	211.047239	35	19.3739612	5.47154536	170.985793
6	12:17:08 PM	8.00	88.030	27.630	16297.000	29.000	86.569445	18.1362988	176.437198	132.339147	6.64664666	207.707708	35	19.3739612	5.38496573	168.280179
6	12:17:23 PM	8.25	89.420	27.470	16386.000	29.000	87.878676	18.4105827	179.105542	134.340575	6.74716707	210.848971	35	19.3739612	5.46640514	170.825161
6	12:17:38 PM	8.50	88.950	27.520	16245.000	29.000	87.466935	18.3243229	178.266372	133.711145	6.71555433	209.861073	35	19.3739612	5.44079319	170.024787
6	12:17:53 PM	8.75	90.220	27.370	16297.000	29.000	88.709359	18.5846107	180.798556	135.610444	6.81094539	212.842044	35	19.3739612	5.51807692	172.439904
6	12:18:08 PM	9.00	87.890	27.650	16254.000	29.000	86.407487	18.1023684	176.107110	132.091560	6.63421175	207.319117	35	19.3739612	5.37489124	167.965351
6	12:18:23 PM	9.25	90.290	27.360	16248.000	29.000	88.792960	18.6021250	180.968943	135.738245	6.81736409	213.042628	35	19.3739612	5.52327720	172.602413
6	12:18:38 PM	9.50	87.740	27.670	16323.000	29.000	86.245901	18.0685162	175.777782	131.844543	6.62180548	206.931421	35	19.3739612	5.36483996	167.651249
