Date	Time_HH:MM:SS	Time_sec	Ch1_O2_09|T1_29.5A	Ch2_O2_13|T1_29.5A	Ch3_O2_14|T1_29.5A	Ch4_O2_15|T1_29.5A	Ch1_Temp	Ch2_Temp	Ch3_Temp	Ch4_Temp
1/27/2019	22:22:00	900.91	3.7773	3.8119	3.9648	3.9516	29.500	29.500	29.500	29.500
1/27/2019	22:22:02	902.33	3.7773	3.8119	3.9657	3.9525	29.500	29.500	29.500	29.500
1/27/2019	22:22:03	903.72	3.7760	3.8106	3.9666	3.9530	29.500	29.500	29.500	29.500
1/27/2019	22:22:04	905.02	3.7763	3.8113	3.9667	3.9516	29.500	29.500	29.500	29.500
1/27/2019	22:22:06	906.23	3.7745	3.8106	3.9666	3.9524	29.500	29.500	29.500	29.500
1/27/2019	22:22:07	907.62	3.7759	3.8094	3.9652	3.9521	29.500	29.500	29.500	29.500
1/27/2019	22:22:09	909.23	3.7741	3.8084	3.9644	3.9541	29.500	29.500	29.500	29.500
1/27/2019	22:22:10	910.50	3.7745	3.8080	3.9647	3.9530	29.500	29.500	29.500	29.500
1/27/2019	22:22:11	912.02	3.7736	3.8082	3.9632	3.9538	29.500	29.500	29.500	29.500
1/27/2019	22:22:13	913.37	3.7746	3.8078	3.9644	3.9528	29.500	29.500	29.500	29.500
1/27/2019	22:22:14	914.77	3.7719	3.8072	3.9640	3.9536	29.500	29.500	29.500	29.500
1/27/2019	22:22:16	916.14	3.7719	3.8068	3.9651	3.9530	29.500	29.500	29.500	29.500
1/27/2019	22:22:17	917.62	3.7703	3.8056	3.9644	3.9519	29.500	29.500	29.500	29.500
1/27/2019	22:22:18	918.97	3.7717	3.8064	3.9640	3.9517	29.500	29.500	29.500	29.500
1/27/2019	22:22:20	920.44	3.7718	3.8051	3.9660	3.9519	29.500	29.500	29.500	29.500
1/27/2019	22:22:21	921.91	3.7730	3.8060	3.9655	3.9504	29.500	29.500	29.500	29.500
1/27/2019	22:22:23	923.39	3.7724	3.8053	3.9652	3.9485	29.500	29.500	29.500	29.500
1/27/2019	22:22:24	924.66	3.7711	3.8073	3.9615	3.9473	29.500	29.500	29.500	29.500
1/27/2019	22:22:25	925.98	3.7696	3.8067	3.9610	3.9481	29.500	29.500	29.500	29.500
1/27/2019	22:22:27	927.39	3.7698	3.8069	3.9610	3.9502	29.500	29.500	29.500	29.500
1/27/2019	22:22:28	929.11	3.7694	3.8067	3.9618	3.9523	29.500	29.500	29.500	29.500
1/27/2019	22:22:30	930.44	3.7694	3.8047	3.9621	3.9536	29.500	29.500	29.500	29.500
1/27/2019	22:22:31	931.73	3.7667	3.8011	3.9604	3.9506	29.500	29.500	29.500	29.500
1/27/2019	22:22:32	933.08	3.7655	3.7970	3.9613	3.9492	29.500	29.500	29.500	29.500
1/27/2019	22:22:34	934.67	3.7633	3.7974	3.9605	3.9477	29.500	29.500	29.500	29.500
1/27/2019	22:22:35	935.92	3.7634	3.7994	3.9616	3.9477	29.500	29.500	29.500	29.500
1/27/2019	22:22:37	937.28	3.7645	3.7983	3.9620	3.9458	29.500	29.500	29.500	29.500
1/27/2019	22:22:38	938.67	3.7675	3.7976	3.9626	3.9442	29.500	29.500	29.500	29.500
1/27/2019	22:22:40	940.17	3.7699	3.7942	3.9613	3.9433	29.500	29.500	29.500	29.500
1/27/2019	22:22:41	941.47	3.7694	3.7936	3.9596	3.9432	29.500	29.500	29.500	29.500
1/27/2019	22:22:42	942.84	3.7678	3.7924	3.9600	3.9450	29.500	29.500	29.500	29.500
1/27/2019	22:22:44	944.12	3.7683	3.7924	3.9625	3.9449	29.500	29.500	29.500	29.500
1/27/2019	22:22:45	945.39	3.7691	3.7942	3.9625	3.9446	29.500	29.500	29.500	29.500
1/27/2019	22:22:46	946.73	3.7698	3.7919	3.9620	3.9433	29.500	29.500	29.500	29.500
1/27/2019	22:22:47	948.03	3.7680	3.7932	3.9598	3.9442	29.500	29.500	29.500	29.500
1/27/2019	22:22:49	949.61	3.7671	3.7906	3.9586	3.9448	29.500	29.500	29.500	29.500
1/27/2019	22:22:50	950.86	3.7658	3.7892	3.9581	3.9449	29.500	29.500	29.500	29.500
1/27/2019	22:22:52	952.25	3.7663	3.7866	3.9590	3.9445	29.500	29.500	29.500	29.500
1/27/2019	22:22:53	953.64	3.7678	3.7880	3.9596	3.9444	29.500	29.500	29.500	29.500
1/27/2019	22:22:54	954.98	3.7675	3.7871	3.9591	3.9452	29.500	29.500	29.500	29.500
1/27/2019	22:22:56	956.50	3.7667	3.7882	3.9581	3.9464	29.500	29.500	29.500	29.500
1/27/2019	22:22:57	957.84	3.7643	3.7881	3.9583	3.9455	29.500	29.500	29.500	29.500
1/27/2019	22:22:59	959.17	3.7631	3.7879	3.9580	3.9454	29.500	29.500	29.500	29.500
1/27/2019	22:23:00	960.67	3.7612	3.7865	3.9598	3.9433	29.500	29.500	29.500	29.500
1/27/2019	22:23:01	962.03	3.7605	3.7843	3.9583	3.9450	29.500	29.500	29.500	29.500
1/27/2019	22:23:03	963.47	3.7616	3.7882	3.9590	3.9427	29.500	29.500	29.500	29.500
1/27/2019	22:23:04	965.00	3.7628	3.7909	3.9573	3.9430	29.500	29.500	29.500	29.500
1/27/2019	22:23:06	966.47	3.7629	3.7907	3.9592	3.9428	29.500	29.500	29.500	29.500
1/27/2019	22:23:07	967.70	3.7625	3.7876	3.9592	3.9423	29.500	29.500	29.500	29.500
1/27/2019	22:23:08	969.05	3.7631	3.7844	3.9612	3.9415	29.500	29.500	29.500	29.500
1/27/2019	22:23:10	970.58	3.7651	3.7862	3.9587	3.9413	29.500	29.500	29.500	29.500
1/27/2019	22:23:11	971.84	3.7655	3.7857	3.9605	3.9428	29.500	29.500	29.500	29.500
1/27/2019	22:23:12	973.06	3.7646	3.7850	3.9573	3.9430	29.500	29.500	29.500	29.500
1/27/2019	22:23:14	974.33	3.7620	3.7832	3.9597	3.9421	29.500	29.500	29.500	29.500
1/27/2019	22:23:15	975.66	3.7620	3.7845	3.9572	3.9424	29.500	29.500	29.500	29.500
1/27/2019	22:23:17	977.16	3.7621	3.7832	3.9588	3.9422	29.500	29.500	29.500	29.500
1/27/2019	22:23:18	978.42	3.7620	3.7812	3.9588	3.9414	29.500	29.500	29.500	29.500
1/27/2019	22:23:19	979.64	3.7605	3.7792	3.9587	3.9400	29.500	29.500	29.500	29.500
1/27/2019	22:23:20	980.95	3.7592	3.7785	3.9579	3.9399	29.500	29.500	29.500	29.500
1/27/2019	22:23:22	982.20	3.7592	3.7802	3.9568	3.9406	29.500	29.500	29.500	29.500
1/27/2019	22:23:24	984.19	3.7601	3.7808	3.9578	3.9410	29.500	29.500	29.500	29.500
1/27/2019	22:23:25	985.66	3.7615	3.7827	3.9582	3.9404	29.500	29.500	29.500	29.500
1/27/2019	22:23:27	987.16	3.7604	3.7815	3.9583	3.9400	29.500	29.500	29.500	29.500
1/27/2019	22:23:28	988.59	3.7604	3.7806	3.9574	3.9395	29.500	29.500	29.500	29.500
1/27/2019	22:23:29	989.91	3.7594	3.7816	3.9560	3.9396	29.500	29.500	29.500	29.500
1/27/2019	22:23:31	991.19	3.7599	3.7811	3.9554	3.9386	29.500	29.500	29.500	29.500
1/27/2019	22:23:32	992.47	3.7596	3.7830	3.9550	3.9384	29.500	29.500	29.500	29.500
1/27/2019	22:23:33	993.84	3.7595	3.7805	3.9563	3.9378	29.500	29.500	29.500	29.500
1/27/2019	22:23:35	995.28	3.7581	3.7821	3.9571	3.9387	29.500	29.500	29.500	29.500
1/27/2019	22:23:36	996.73	3.7570	3.7801	3.9591	3.9399	29.500	29.500	29.500	29.500
1/27/2019	22:23:37	998.05	3.7574	3.7818	3.9595	3.9421	29.500	29.500	29.500	29.500
1/27/2019	22:23:39	999.56	3.7587	3.7817	3.9586	3.9418	29.500	29.500	29.500	29.500
1/27/2019	22:23:41	1001.17	3.7588	3.7807	3.9574	3.9421	29.500	29.500	29.500	29.500
1/27/2019	22:23:42	1002.52	3.7584	3.7811	3.9572	3.9434	29.500	29.500	29.500	29.500
1/27/2019	22:23:43	1003.78	3.7576	3.7817	3.9583	3.9454	29.500	29.500	29.500	29.500
1/27/2019	22:23:45	1005.14	3.7556	3.7837	3.9572	3.9463	29.500	29.500	29.500	29.500
1/27/2019	22:23:46	1006.67	3.7553	3.7832	3.9557	3.9462	29.500	29.500	29.500	29.500
1/27/2019	22:23:48	1008.23	3.7550	3.7812	3.9571	3.9445	29.500	29.500	29.500	29.500
1/27/2019	22:23:49	1009.64	3.7572	3.7795	3.9576	3.9445	29.500	29.500	29.500	29.500
1/27/2019	22:23:51	1011.33	3.7573	3.7800	3.9580	3.9441	29.500	29.500	29.500	29.500
1/27/2019	22:23:52	1012.97	3.7584	3.7795	3.9559	3.9435	29.500	29.500	29.500	29.500
1/27/2019	22:23:54	1014.44	3.7560	3.7803	3.9559	3.9408	29.500	29.500	29.500	29.500
1/27/2019	22:23:55	1016.09	3.7548	3.7796	3.9557	3.9389	29.500	29.500	29.500	29.500
1/27/2019	22:23:57	1017.59	3.7535	3.7798	3.9546	3.9406	29.500	29.500	29.500	29.500
1/27/2019	22:23:58	1018.97	3.7548	3.7785	3.9533	3.9428	29.500	29.500	29.500	29.500
1/27/2019	22:24:00	1020.22	3.7549	3.7762	3.9521	3.9448	29.500	29.500	29.500	29.500
1/27/2019	22:24:01	1021.56	3.7556	3.7767	3.9527	3.9435	29.500	29.500	29.500	29.500
1/27/2019	22:24:03	1023.17	3.7546	3.7774	3.9525	3.9404	29.500	29.500	29.500	29.500
1/27/2019	22:24:04	1024.37	3.7534	3.7776	3.9531	3.9391	29.500	29.500	29.500	29.500
1/27/2019	22:24:05	1025.91	3.7514	3.7760	3.9529	3.9388	29.500	29.500	29.500	29.500
1/27/2019	22:24:07	1027.25	3.7496	3.7759	3.9555	3.9394	29.500	29.500	29.500	29.500
1/27/2019	22:24:08	1028.78	3.7511	3.7765	3.9545	3.9386	29.500	29.500	29.500	29.500
1/27/2019	22:24:10	1030.48	3.7511	3.7765	3.9541	3.9391	29.500	29.500	29.500	29.500
1/27/2019	22:24:11	1031.86	3.7515	3.7759	3.9544	3.9395	29.500	29.500	29.500	29.500
1/27/2019	22:24:12	1033.09	3.7499	3.7774	3.9545	3.9401	29.500	29.500	29.500	29.500
1/27/2019	22:24:14	1034.69	3.7518	3.7775	3.9542	3.9403	29.500	29.500	29.500	29.500
1/27/2019	22:24:16	1036.12	3.7531	3.7770	3.9527	3.9399	29.500	29.500	29.500	29.500
1/27/2019	22:24:17	1037.67	3.7523	3.7761	3.9522	3.9392	29.500	29.500	29.500	29.500
1/27/2019	22:24:18	1039.11	3.7515	3.7783	3.9507	3.9378	29.500	29.500	29.500	29.500
1/27/2019	22:24:20	1040.48	3.7503	3.7796	3.9495	3.9365	29.500	29.500	29.500	29.500
1/27/2019	22:24:22	1042.12	3.7506	3.7805	3.9510	3.9351	29.500	29.500	29.500	29.500
1/27/2019	22:24:23	1043.41	3.7500	3.7779	3.9534	3.9331	29.500	29.500	29.500	29.500
1/27/2019	22:24:24	1044.77	3.7494	3.7775	3.9557	3.9339	29.500	29.500	29.500	29.500
1/27/2019	22:24:26	1046.42	3.7491	3.7765	3.9563	3.9338	29.500	29.500	29.500	29.500
1/27/2019	22:24:27	1047.87	3.7503	3.7784	3.9551	3.9329	29.500	29.500	29.500	29.500
1/27/2019	22:24:28	1049.06	3.7505	3.7780	3.9525	3.9328	29.500	29.500	29.500	29.500
1/27/2019	22:24:30	1050.45	3.7499	3.7769	3.9510	3.9333	29.500	29.500	29.500	29.500
1/27/2019	22:24:31	1051.80	3.7491	3.7750	3.9513	3.9339	29.500	29.500	29.500	29.500
1/27/2019	22:24:33	1053.47	3.7495	3.7751	3.9510	3.9338	29.500	29.500	29.500	29.500
1/27/2019	22:24:34	1054.92	3.7519	3.7752	3.9503	3.9334	29.500	29.500	29.500	29.500
1/27/2019	22:24:36	1056.19	3.7490	3.7744	3.9498	3.9336	29.500	29.500	29.500	29.500
1/27/2019	22:24:37	1057.72	3.7503	3.7721	3.9511	3.9330	29.500	29.500	29.500	29.500
1/27/2019	22:24:39	1059.39	3.7478	3.7694	3.9538	3.9326	29.500	29.500	29.500	29.500
1/27/2019	22:24:40	1060.95	3.7499	3.7686	3.9544	3.9334	29.500	29.500	29.500	29.500
1/27/2019	22:24:42	1062.36	3.7490	3.7689	3.9545	3.9342	29.500	29.500	29.500	29.500
1/27/2019	22:24:43	1063.83	3.7509	3.7701	3.9529	3.9324	29.500	29.500	29.500	29.500
1/27/2019	22:24:44	1065.06	3.7514	3.7699	3.9529	3.9317	29.500	29.500	29.500	29.500
1/27/2019	22:24:46	1066.56	3.7507	3.7712	3.9529	3.9306	29.500	29.500	29.500	29.500
1/27/2019	22:24:47	1067.87	3.7496	3.7699	3.9517	3.9328	29.500	29.500	29.500	29.500
1/27/2019	22:24:49	1069.23	3.7462	3.7700	3.9527	3.9330	29.500	29.500	29.500	29.500
1/27/2019	22:24:50	1070.69	3.7451	3.7689	3.9503	3.9328	29.500	29.500	29.500	29.500
1/27/2019	22:24:52	1072.12	3.7447	3.7704	3.9518	3.9326	29.500	29.500	29.500	29.500
1/27/2019	22:24:53	1073.53	3.7459	3.7719	3.9506	3.9333	29.500	29.500	29.500	29.500
1/27/2019	22:24:54	1075.03	3.7470	3.7719	3.9522	3.9330	29.500	29.500	29.500	29.500
1/27/2019	22:24:56	1076.67	3.7464	3.7728	3.9487	3.9324	29.500	29.500	29.500	29.500
1/27/2019	22:24:57	1078.03	3.7463	3.7726	3.9483	3.9303	29.500	29.500	29.500	29.500
1/27/2019	22:24:59	1079.44	3.7470	3.7726	3.9494	3.9295	29.500	29.500	29.500	29.500
1/27/2019	22:25:00	1080.75	3.7467	3.7726	3.9531	3.9297	29.500	29.500	29.500	29.500
1/27/2019	22:25:02	1082.23	3.7476	3.7721	3.9518	3.9304	29.500	29.500	29.500	29.500
1/27/2019	22:25:03	1083.62	3.7468	3.7726	3.9512	3.9328	29.500	29.500	29.500	29.500
1/27/2019	22:25:05	1085.45	3.7483	3.7720	3.9502	3.9317	29.500	29.500	29.500	29.500
1/27/2019	22:25:06	1086.84	3.7487	3.7724	3.9528	3.9320	29.500	29.500	29.500	29.500
1/27/2019	22:25:08	1088.20	3.7501	3.7706	3.9519	3.9310	29.500	29.500	29.500	29.500
1/27/2019	22:25:09	1089.53	3.7487	3.7710	3.9510	3.9313	29.500	29.500	29.500	29.500
1/27/2019	22:25:10	1090.81	3.7507	3.7708	3.9499	3.9313	29.500	29.500	29.500	29.500
1/27/2019	22:25:12	1092.28	3.7491	3.7726	3.9495	3.9311	29.500	29.500	29.500	29.500
1/27/2019	22:25:13	1093.59	3.7481	3.7723	3.9489	3.9315	29.500	29.500	29.500	29.500
1/27/2019	22:25:14	1094.87	3.7456	3.7729	3.9481	3.9316	29.500	29.500	29.500	29.500
1/27/2019	22:25:16	1096.20	3.7460	3.7719	3.9489	3.9319	29.500	29.500	29.500	29.500
1/27/2019	22:25:17	1097.58	3.7472	3.7717	3.9481	3.9304	29.500	29.500	29.500	29.500
1/27/2019	22:25:18	1099.03	3.7463	3.7698	3.9495	3.9298	29.500	29.500	29.500	29.500
