utc_timestamp,latitude,longitude,sensor_position,data_type,units,value
2023-07-24T22:35:21.000Z,-14.3662833,-170.76435,1,sofar_temperature,°C,28.18
2023-07-24T22:35:21.000Z,-14.3662833,-170.76435,2,sofar_temperature,°C,28.18
2023-07-24T22:35:21.000Z,-14.3662833,-170.76435,3,sofar_temperature,°C,28.060000000000002
2023-07-24T22:15:21.000Z,-14.3662833,-170.76435,1,sofar_temperature,°C,28.160000000000004
2023-07-24T22:15:21.000Z,-14.3662833,-170.76435,2,sofar_temperature,°C,28.18
2023-07-24T22:15:21.000Z,-14.3662833,-170.76435,3,sofar_temperature,°C,28.060000000000002
2023-07-24T21:55:21.000Z,-14.3662833,-170.76435,1,sofar_temperature,°C,28.160000000000004
2023-07-24T21:55:21.000Z,-14.3662833,-170.76435,2,sofar_temperature,°C,28.18
2023-07-24T21:55:21.000Z,-14.3662833,-170.76435,3,sofar_temperature,°C,28.060000000000002
2023-07-24T21:35:21.000Z,-14.3662833,-170.76435,1,sofar_temperature,°C,28.18
2023-07-24T21:35:21.000Z,-14.3662833,-170.76435,2,sofar_temperature,°C,28.18
2023-07-24T21:35:21.000Z,-14.3662833,-170.76435,3,sofar_temperature,°C,28.060000000000002
2023-07-24T21:15:21.000Z,-14.3662833,-170.76435,1,sofar_temperature,°C,28.160000000000004
2023-07-24T21:15:21.000Z,-14.3662833,-170.76435,2,sofar_temperature,°C,28.18
2023-07-24T21:15:21.000Z,-14.3662833,-170.76435,3,sofar_temperature,°C,28.060000000000002
2023-07-24T20:55:21.000Z,-14.3662833,-170.76435,1,sofar_temperature,°C,28.14
2023-07-24T20:55:21.000Z,-14.3662833,-170.76435,2,sofar_temperature,°C,28.160000000000004
2023-07-24T20:55:21.000Z,-14.3662833,-170.76435,3,sofar_temperature,°C,28.060000000000002
2023-07-24T20:35:21.000Z,-14.36625,-170.7643167,1,sofar_temperature,°C,28.14
2023-07-24T20:35:21.000Z,-14.36625,-170.7643167,2,sofar_temperature,°C,28.160000000000004
