utc_timestamp,latitude,longitude,sensor_position,data_type,units,value
2023-02-19T02:50:30.000Z,-14.3661833,-170.7643833,1,sofar_temperature,°C,29.840000000000003
2023-02-19T02:50:30.000Z,-14.3661833,-170.7643833,2,sofar_temperature,°C,29.620000000000005
2023-02-19T02:50:30.000Z,-14.3661833,-170.7643833,3,sofar_temperature,°C,29.300000000000004
2023-02-19T02:40:30.000Z,-14.3661833,-170.7643833,1,sofar_temperature,°C,29.82
2023-02-19T02:40:30.000Z,-14.3661833,-170.7643833,2,sofar_temperature,°C,29.64
2023-02-19T02:40:30.000Z,-14.3661833,-170.7643833,3,sofar_temperature,°C,29.32
2023-02-19T02:30:30.000Z,-14.3661833,-170.7643833,1,sofar_temperature,°C,29.82
2023-02-19T02:30:30.000Z,-14.3661833,-170.7643833,2,sofar_temperature,°C,29.660000000000004
2023-02-19T02:30:30.000Z,-14.3661833,-170.7643833,3,sofar_temperature,°C,29.300000000000004
2023-02-19T02:20:30.000Z,-14.3661833,-170.7643833,1,sofar_temperature,°C,29.82
2023-02-19T02:20:30.000Z,-14.3661833,-170.7643833,2,sofar_temperature,°C,29.68
2023-02-19T02:20:30.000Z,-14.3661833,-170.7643833,3,sofar_temperature,°C,29.28
2023-02-19T02:10:30.000Z,-14.3661833,-170.7643833,1,sofar_temperature,°C,29.800000000000004
2023-02-19T02:10:30.000Z,-14.3661833,-170.7643833,2,sofar_temperature,°C,29.660000000000004
2023-02-19T02:10:30.000Z,-14.3661833,-170.7643833,3,sofar_temperature,°C,29.240000000000002
2023-02-19T02:00:30.000Z,-14.3661833,-170.7643833,1,sofar_temperature,°C,29.78
2023-02-19T02:00:30.000Z,-14.3661833,-170.7643833,2,sofar_temperature,°C,29.64
2023-02-19T02:00:30.000Z,-14.3661833,-170.7643833,3,sofar_temperature,°C,29.300000000000004
2023-02-19T01:50:30.000Z,-14.3662,-170.7642833,1,sofar_temperature,°C,29.78
2023-02-19T01:50:30.000Z,-14.3662,-170.7642833,2,sofar_temperature,°C,29.72
2023-02-19T01:50:30.000Z,-14.3662,-170.7642833,3,sofar_temperature,°C,29.340000000000003
2023-02-19T01:40:30.000Z,-14.3662,-170.7642833,1,sofar_temperature,°C,29.78
2023-02-19T01:40:30.000Z,-14.3662,-170.7642833,2,sofar_temperature,°C,29.72
2023-02-19T01:40:30.000Z,-14.3662,-170.7642833,3,sofar_temperature,°C,29.340000000000003
2023-02-19T01:30:30.000Z,-14.3662,-170.7642833,1,sofar_temperature,°C,29.759999999999998
2023-02-19T01:30:30.000Z,-14.3662,-170.7642833,2,sofar_temperature,°C,29.58
2023-02-19T01:30:30.000Z,-14.3662,-170.7642833,3,sofar_temperature,°C,29.340000000000003
2023-02-19T01:20:30.000Z,-14.3662,-170.7642833,1,sofar_temperature,°C,29.759999999999998
2023-02-19T01:20:30.000Z,-14.3662,-170.7642833,2,sofar_temperature,°C,29.54
2023-02-19T01:20:30.000Z,-14.3662,-170.7642833,3,sofar_temperature,°C,29.32
2023-02-19T01:10:30.000Z,-14.3662,-170.7642833,1,sofar_temperature,°C,29.72
2023-02-19T01:10:30.000Z,-14.3662,-170.7642833,2,sofar_temperature,°C,29.520000000000003
2023-02-19T01:10:30.000Z,-14.3662,-170.7642833,3,sofar_temperature,°C,29.28
2023-02-19T01:00:30.000Z,-14.3662,-170.7642833,1,sofar_temperature,°C,29.700000000000003
2023-02-19T01:00:30.000Z,-14.3662,-170.7642833,2,sofar_temperature,°C,29.5
2023-02-19T01:00:30.000Z,-14.3662,-170.7642833,3,sofar_temperature,°C,29.240000000000002
2023-02-19T00:50:30.000Z,-14.36615,-170.76435,1,sofar_temperature,°C,29.660000000000004
2023-02-19T00:50:30.000Z,-14.36615,-170.76435,2,sofar_temperature,°C,29.340000000000003
2023-02-19T00:50:30.000Z,-14.36615,-170.76435,3,sofar_temperature,°C,29.240000000000002
2023-02-19T00:40:30.000Z,-14.36615,-170.76435,1,sofar_temperature,°C,29.439999999999998
2023-02-19T00:40:30.000Z,-14.36615,-170.76435,2,sofar_temperature,°C,29.300000000000004
2023-02-19T00:40:30.000Z,-14.36615,-170.76435,3,sofar_temperature,°C,29.18
2023-02-19T00:30:30.000Z,-14.36615,-170.76435,1,sofar_temperature,°C,29.36
2023-02-19T00:30:30.000Z,-14.36615,-170.76435,2,sofar_temperature,°C,29.300000000000004
2023-02-19T00:30:30.000Z,-14.36615,-170.76435,3,sofar_temperature,°C,28.96
2023-02-19T00:20:30.000Z,-14.36615,-170.76435,1,sofar_temperature,°C,29.380000000000003
2023-02-19T00:20:30.000Z,-14.36615,-170.76435,2,sofar_temperature,°C,29.300000000000004
2023-02-19T00:20:30.000Z,-14.36615,-170.76435,3,sofar_temperature,°C,28.96
2023-02-19T00:10:30.000Z,-14.36615,-170.76435,1,sofar_temperature,°C,29.32
2023-02-19T00:10:30.000Z,-14.36615,-170.76435,2,sofar_temperature,°C,29.28
2023-02-19T00:10:30.000Z,-14.36615,-170.76435,3,sofar_temperature,°C,28.96
