utc_timestamp,latitude,longitude,sensor_position,bristlemouth_node_id,data_type,units,value
2024-04-19T21:42:58.000Z,-14.3662167,-170.7645333,1,,sofar_temperature,°C,29.72
2024-04-19T21:42:58.000Z,-14.3662167,-170.7645333,2,,sofar_temperature,°C,29.759999999999998
2024-04-19T21:22:58.000Z,-14.3662167,-170.7645333,1,,sofar_temperature,°C,29.759999999999998
2024-04-19T21:22:58.000Z,-14.3662167,-170.7645333,2,,sofar_temperature,°C,29.800000000000004
2024-04-19T21:02:58.000Z,-14.3662167,-170.7645333,1,,sofar_temperature,°C,29.759999999999998
2024-04-19T21:02:58.000Z,-14.3662167,-170.7645333,2,,sofar_temperature,°C,29.78
2024-04-19T20:42:58.000Z,-14.3662167,-170.7645333,1,,sofar_temperature,°C,29.72
2024-04-19T20:42:58.000Z,-14.3662167,-170.7645333,2,,sofar_temperature,°C,29.759999999999998
2024-04-19T20:22:58.000Z,-14.3662167,-170.7645333,1,,sofar_temperature,°C,29.700000000000003
2024-04-19T20:22:58.000Z,-14.3662167,-170.7645333,2,,sofar_temperature,°C,29.740000000000002
2024-04-19T20:02:58.000Z,-14.3662167,-170.7645333,1,,sofar_temperature,°C,29.660000000000004
2024-04-19T20:02:58.000Z,-14.3662167,-170.7645333,2,,sofar_temperature,°C,29.72
2024-04-19T19:42:58.000Z,-14.3661833,-170.76455,1,,sofar_temperature,°C,29.64
2024-04-19T19:42:58.000Z,-14.3661833,-170.76455,2,,sofar_temperature,°C,29.700000000000003
2024-04-19T19:22:58.000Z,-14.3661833,-170.76455,1,,sofar_temperature,°C,29.660000000000004
2024-04-19T19:22:58.000Z,-14.3661833,-170.76455,2,,sofar_temperature,°C,29.72
2024-04-19T19:02:58.000Z,-14.3661833,-170.76455,1,,sofar_temperature,°C,29.68
2024-04-19T19:02:58.000Z,-14.3661833,-170.76455,2,,sofar_temperature,°C,29.68
2024-04-19T18:42:58.000Z,-14.3661833,-170.76455,1,,sofar_temperature,°C,29.660000000000004
2024-04-19T18:42:58.000Z,-14.3661833,-170.76455,2,,sofar_temperature,°C,29.68
2024-04-19T18:22:58.000Z,-14.3661833,-170.76455,1,,sofar_temperature,°C,29.64
2024-04-19T18:22:58.000Z,-14.3661833,-170.76455,2,,sofar_temperature,°C,29.68
2024-04-19T18:02:58.000Z,-14.3661833,-170.76455,1,,sofar_temperature,°C,29.64
2024-04-19T18:02:58.000Z,-14.3661833,-170.76455,2,,sofar_temperature,°C,29.700000000000003
2024-04-19T17:42:58.000Z,-14.3663,-170.7643333,1,,sofar_temperature,°C,29.700000000000003
2024-04-19T17:42:58.000Z,-14.3663,-170.7643333,2,,sofar_temperature,°C,29.759999999999998
2024-04-19T17:22:58.000Z,-14.3663,-170.7643333,1,,sofar_temperature,°C,29.740000000000002
2024-04-19T17:22:58.000Z,-14.3663,-170.7643333,2,,sofar_temperature,°C,29.78
2024-04-19T17:02:58.000Z,-14.3663,-170.7643333,1,,sofar_temperature,°C,29.700000000000003
2024-04-19T17:02:58.000Z,-14.3663,-170.7643333,2,,sofar_temperature,°C,29.660000000000004
2024-04-19T16:42:58.000Z,-14.3663,-170.7643333,1,,sofar_temperature,°C,29.740000000000002
2024-04-19T16:42:58.000Z,-14.3663,-170.7643333,2,,sofar_temperature,°C,29.72
2024-04-19T16:22:58.000Z,-14.3663,-170.7643333,1,,sofar_temperature,°C,29.78
2024-04-19T16:22:58.000Z,-14.3663,-170.7643333,2,,sofar_temperature,°C,29.759999999999998
2024-04-19T16:02:58.000Z,-14.3663,-170.7643333,1,,sofar_temperature,°C,29.78
2024-04-19T16:02:58.000Z,-14.3663,-170.7643333,2,,sofar_temperature,°C,29.700000000000003
2024-04-19T15:42:58.000Z,-14.3665167,-170.7642833,1,,sofar_temperature,°C,29.78
