utc_timestamp,latitude,longitude,sensor_position,bristlemouth_node_id,data_type,units,value
2024-05-04T11:42:58.000Z,-14.3662667,-170.7643167,1,,sofar_temperature,°C,29.96
2024-05-04T11:42:58.000Z,-14.3662667,-170.7643167,2,,sofar_temperature,°C,30.020000000000003
2024-05-04T11:22:58.000Z,-14.3662667,-170.7643167,1,,sofar_temperature,°C,29.96
2024-05-04T11:22:58.000Z,-14.3662667,-170.7643167,2,,sofar_temperature,°C,30.020000000000003
2024-05-04T11:02:58.000Z,-14.3662667,-170.7643167,1,,sofar_temperature,°C,29.96
2024-05-04T11:02:58.000Z,-14.3662667,-170.7643167,2,,sofar_temperature,°C,30.020000000000003
2024-05-04T10:42:58.000Z,-14.3662667,-170.7643167,1,,sofar_temperature,°C,29.939999999999998
2024-05-04T10:42:58.000Z,-14.3662667,-170.7643167,2,,sofar_temperature,°C,30
2024-05-04T10:22:58.000Z,-14.3662667,-170.7643167,1,,sofar_temperature,°C,29.92
2024-05-04T10:22:58.000Z,-14.3662667,-170.7643167,2,,sofar_temperature,°C,29.980000000000004
2024-05-04T10:02:58.000Z,-14.3662667,-170.7643167,1,,sofar_temperature,°C,29.939999999999998
2024-05-04T10:02:58.000Z,-14.3662667,-170.7643167,2,,sofar_temperature,°C,30
2024-05-04T09:42:58.000Z,-14.3664833,-170.7645,1,,sofar_temperature,°C,29.96
2024-05-04T09:42:58.000Z,-14.3664833,-170.7645,2,,sofar_temperature,°C,30
2024-05-04T09:22:58.000Z,-14.3664833,-170.7645,1,,sofar_temperature,°C,29.96
2024-05-04T09:22:58.000Z,-14.3664833,-170.7645,2,,sofar_temperature,°C,30
2024-05-04T09:02:58.000Z,-14.3664833,-170.7645,1,,sofar_temperature,°C,29.96
2024-05-04T09:02:58.000Z,-14.3664833,-170.7645,2,,sofar_temperature,°C,30.020000000000003
2024-05-04T08:42:58.000Z,-14.3664833,-170.7645,1,,sofar_temperature,°C,29.96
2024-05-04T08:42:58.000Z,-14.3664833,-170.7645,2,,sofar_temperature,°C,30.020000000000003
2024-05-04T08:22:58.000Z,-14.3664833,-170.7645,1,,sofar_temperature,°C,29.96
2024-05-04T08:22:58.000Z,-14.3664833,-170.7645,2,,sofar_temperature,°C,30.020000000000003
2024-05-04T08:02:58.000Z,-14.3664833,-170.7645,1,,sofar_temperature,°C,29.980000000000004
2024-05-04T08:02:58.000Z,-14.3664833,-170.7645,2,,sofar_temperature,°C,30.020000000000003
2024-05-04T07:42:58.000Z,-14.3665333,-170.7645833,1,,sofar_temperature,°C,29.96
2024-05-04T07:42:58.000Z,-14.3665333,-170.7645833,2,,sofar_temperature,°C,30.020000000000003
2024-05-04T07:22:58.000Z,-14.3665333,-170.7645833,1,,sofar_temperature,°C,29.96
2024-05-04T07:22:58.000Z,-14.3665333,-170.7645833,2,,sofar_temperature,°C,30
2024-05-04T07:02:58.000Z,-14.3665333,-170.7645833,1,,sofar_temperature,°C,29.96
2024-05-04T07:02:58.000Z,-14.3665333,-170.7645833,2,,sofar_temperature,°C,30.020000000000003
2024-05-04T06:42:58.000Z,-14.3665333,-170.7645833,1,,sofar_temperature,°C,29.96
2024-05-04T06:42:58.000Z,-14.3665333,-170.7645833,2,,sofar_temperature,°C,29.980000000000004
2024-05-04T06:22:58.000Z,-14.3665333,-170.7645833,1,,sofar_temperature,°C,29.96
2024-05-04T06:22:58.000Z,-14.3665333,-170.7645833,2,,sofar_temperature,°C,29.92
2024-05-04T06:02:58.000Z,-14.3665333,-170.7645833,1,,sofar_temperature,°C,29.96
2024-05-04T06:02:58.000Z,-14.3665333,-170.7645833,2,,sofar_temperature,°C,29.939999999999998
2024-05-04T05:42:58.000Z,-14.3661333,-170.7645333,1,,sofar_temperature,°C,29.96
2024-05-04T05:42:58.000Z,-14.3661333,-170.7645333,2,,sofar_temperature,°C,29.96
2024-05-04T05:22:58.000Z,-14.3661333,-170.7645333,1,,sofar_temperature,°C,30.04
2024-05-04T05:22:58.000Z,-14.3661333,-170.7645333,2,,sofar_temperature,°C,30.020000000000003
2024-05-04T05:02:58.000Z,-14.3661333,-170.7645333,1,,sofar_temperature,°C,30
2024-05-04T05:02:58.000Z,-14.3661333,-170.7645333,2,,sofar_temperature,°C,30.04
2024-05-04T04:42:58.000Z,-14.3661333,-170.7645333,1,,sofar_temperature,°C,30
2024-05-04T04:42:58.000Z,-14.3661333,-170.7645333,2,,sofar_temperature,°C,30.04
2024-05-04T04:22:58.000Z,-14.3661333,-170.7645333,1,,sofar_temperature,°C,29.980000000000004
2024-05-04T04:22:58.000Z,-14.3661333,-170.7645333,2,,sofar_temperature,°C,30.020000000000003
2024-05-04T04:02:58.000Z,-14.3661333,-170.7645333,1,,sofar_temperature,°C,29.980000000000004
2024-05-04T04:02:58.000Z,-14.3661333,-170.7645333,2,,sofar_temperature,°C,30.020000000000003
2024-05-04T03:42:58.000Z,-14.36635,-170.7645333,1,,sofar_temperature,°C,29.980000000000004
2024-05-04T03:42:58.000Z,-14.36635,-170.7645333,2,,sofar_temperature,°C,30.020000000000003
2024-05-04T03:22:58.000Z,-14.36635,-170.7645333,1,,sofar_temperature,°C,30
2024-05-04T03:22:58.000Z,-14.36635,-170.7645333,2,,sofar_temperature,°C,30.04
2024-05-04T03:02:58.000Z,-14.36635,-170.7645333,1,,sofar_temperature,°C,30.020000000000003
2024-05-04T03:02:58.000Z,-14.36635,-170.7645333,2,,sofar_temperature,°C,30.04
2024-05-04T02:42:58.000Z,-14.36635,-170.7645333,1,,sofar_temperature,°C,30.020000000000003
2024-05-04T02:42:58.000Z,-14.36635,-170.7645333,2,,sofar_temperature,°C,30.060000000000002
2024-05-04T02:22:58.000Z,-14.36635,-170.7645333,1,,sofar_temperature,°C,30.020000000000003
2024-05-04T02:22:58.000Z,-14.36635,-170.7645333,2,,sofar_temperature,°C,30.060000000000002
2024-05-04T02:02:58.000Z,-14.36635,-170.7645333,1,,sofar_temperature,°C,30
2024-05-04T02:02:58.000Z,-14.36635,-170.7645333,2,,sofar_temperature,°C,30.04
2024-05-04T01:42:58.000Z,-14.3662167,-170.7645333,1,,sofar_temperature,°C,30
2024-05-04T01:42:58.000Z,-14.3662167,-170.7645333,2,,sofar_temperature,°C,30.060000000000002
2024-05-04T01:22:58.000Z,-14.3662167,-170.7645333,1,,sofar_temperature,°C,30
2024-05-04T01:22:58.000Z,-14.3662167,-170.7645333,2,,sofar_temperature,°C,30.060000000000002
2024-05-04T01:02:58.000Z,-14.3662167,-170.7645333,1,,sofar_temperature,°C,29.980000000000004
2024-05-04T01:02:58.000Z,-14.3662167,-170.7645333,2,,sofar_temperature,°C,30.04
2024-05-04T00:42:58.000Z,-14.3662167,-170.7645333,1,,sofar_temperature,°C,29.980000000000004
2024-05-04T00:42:58.000Z,-14.3662167,-170.7645333,2,,sofar_temperature,°C,30.04
2024-05-04T00:22:58.000Z,-14.3662167,-170.7645333,1,,sofar_temperature,°C,29.980000000000004
2024-05-04T00:22:58.000Z,-14.3662167,-170.7645333,2,,sofar_temperature,°C,30.04
2024-05-04T00:02:58.000Z,-14.3662167,-170.7645333,1,,sofar_temperature,°C,29.96
2024-05-04T00:02:58.000Z,-14.3662167,-170.7645333,2,,sofar_temperature,°C,30.020000000000003
2024-05-03T23:42:58.000Z,-14.3665833,-170.76445,1,,sofar_temperature,°C,29.96
2024-05-03T23:42:58.000Z,-14.3665833,-170.76445,2,,sofar_temperature,°C,30.020000000000003
2024-05-03T23:22:58.000Z,-14.3665833,-170.76445,1,,sofar_temperature,°C,29.96
2024-05-03T23:22:58.000Z,-14.3665833,-170.76445,2,,sofar_temperature,°C,30.020000000000003
2024-05-03T23:02:58.000Z,-14.3665833,-170.76445,1,,sofar_temperature,°C,29.96
2024-05-03T23:02:58.000Z,-14.3665833,-170.76445,2,,sofar_temperature,°C,30.020000000000003
2024-05-03T22:42:58.000Z,-14.3665833,-170.76445,1,,sofar_temperature,°C,29.96
2024-05-03T22:42:58.000Z,-14.3665833,-170.76445,2,,sofar_temperature,°C,30.020000000000003
2024-05-03T22:22:58.000Z,-14.3665833,-170.76445,1,,sofar_temperature,°C,29.96
2024-05-03T22:22:58.000Z,-14.3665833,-170.76445,2,,sofar_temperature,°C,30.020000000000003
2024-05-03T22:02:58.000Z,-14.3665833,-170.76445,1,,sofar_temperature,°C,29.96
2024-05-03T22:02:58.000Z,-14.3665833,-170.76445,2,,sofar_temperature,°C,30.020000000000003
2024-05-03T21:42:58.000Z,-14.3664333,-170.7644667,1,,sofar_temperature,°C,29.96
2024-05-03T21:42:58.000Z,-14.3664333,-170.7644667,2,,sofar_temperature,°C,30.020000000000003
2024-05-03T21:22:58.000Z,-14.3664333,-170.7644667,1,,sofar_temperature,°C,29.96
2024-05-03T21:22:58.000Z,-14.3664333,-170.7644667,2,,sofar_temperature,°C,30.020000000000003
2024-05-03T21:02:58.000Z,-14.3664333,-170.7644667,1,,sofar_temperature,°C,29.96
2024-05-03T21:02:58.000Z,-14.3664333,-170.7644667,2,,sofar_temperature,°C,30.020000000000003
2024-05-03T20:42:58.000Z,-14.3664333,-170.7644667,1,,sofar_temperature,°C,29.939999999999998
2024-05-03T20:42:58.000Z,-14.3664333,-170.7644667,2,,sofar_temperature,°C,30
2024-05-03T20:22:58.000Z,-14.3664333,-170.7644667,1,,sofar_temperature,°C,29.96
2024-05-03T20:22:58.000Z,-14.3664333,-170.7644667,2,,sofar_temperature,°C,30
2024-05-03T20:02:58.000Z,-14.3664333,-170.7644667,1,,sofar_temperature,°C,29.96
2024-05-03T20:02:58.000Z,-14.3664333,-170.7644667,2,,sofar_temperature,°C,30
2024-05-03T19:42:58.000Z,-14.3663333,-170.7645,1,,sofar_temperature,°C,29.96
2024-05-03T19:42:58.000Z,-14.3663333,-170.7645,2,,sofar_temperature,°C,30.020000000000003
