7530-213548
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1661345040, +3.50, +27.441,    -0.2,  +896.0, -2048.0,  -328.0
1661345640, +3.50, +27.474,    -0.0,  +892.0, -2048.0,  -328.0
1661346240, +3.50, +27.466,    -0.2,  +896.0, -2048.0,  -328.0
1661346840, +3.50, +27.441,    -0.1,  +911.0, -2048.0,  -334.0
1661347440, +3.50, +27.466,    -0.2,  +913.0, -2048.0,  -336.0
1661348040, +3.50, +27.457,    -0.3,  +862.0, -2048.0,  -312.0
1661348640, +3.50, +27.424,    +0.0,  +903.0, -2048.0,  -330.0
1661349240, +3.50, +27.424,    -0.2,  +897.0, -2048.0,  -328.0
1661349840, +3.50, +27.424,    +0.0,  +892.0, -2048.0,  -328.0
1661350440, +3.50, +27.424,    -0.0,  +912.0, -2048.0,  -321.0
1661351040, +3.50, +27.433,    +0.1,  +886.0, -2048.0,  -328.0
1661351640, +3.50, +27.416,    -0.1,  +907.0, -2048.0,  -332.0
1661352240, +3.50, +27.416,    -0.0,  +888.0, -2048.0,  -328.0
1661352840, +3.50, +27.400,    +0.1,  +900.0, -2048.0,  -328.0
1661353440, +3.50, +27.416,    -0.3,  +904.0, -2048.0,  -328.0
1661354040, +3.50, +27.375,    +0.1,  +902.0, -2048.0,  -328.0
1661354640, +3.50, +27.408,    +0.0,  +908.0, -2048.0,  -336.0
1661355240, +3.50, +27.416,    +0.0,  +904.0, -2048.0,  -328.0
1661355840, +3.50, +27.400,    -0.1,  +897.0, -2048.0,  -328.0
1661356440, +3.50, +27.400,    -0.1,  +892.0, -2048.0,  -328.0
1661357040, +3.50, +27.391,    -0.2,  +899.0, -2048.0,  -330.0
1661357640, +3.50, +27.391,    -0.2,  +824.0, -2048.0,  -301.0
1661358240, +3.50, +27.408,    -0.2,  +884.0, -2048.0,  -328.0
1661358840, +3.50, +27.400,    +0.2,  +905.0, -2048.0,  -330.0
1661359440, +3.50, +27.408,    -0.2,  +908.0, -2048.0,  -324.0
1661360040, +3.50, +27.408,    -0.2,  +903.0, -2048.0,  -328.0
1661360640, +3.50, +27.375,    -0.3,  +902.0, -2048.0,  -332.0
1661361240, +3.50, +27.383,    -0.2,  +881.0, -2048.0,  -324.0
1661361840, +3.50, +27.400,    +0.4,  +907.0, -2048.0,  -333.0
1661362440, +3.50, +27.391,    +2.7,  +903.0, -2048.0,  -333.0
1661363040, +3.50, +27.391,    +7.6,  +908.0, -2048.0,  -332.0
1661363640, +3.50, +27.391,   +13.7,  +910.0, -2048.0,  -317.0
1661364240, +3.50, +27.391,   +19.1,  +908.0, -2048.0,  -333.0
1661364840, +3.50, +27.391,   +28.0,  +910.0, -2048.0,  -336.0
1661365440, +3.50, +27.391,   +31.4,  +912.0, -2048.0,  -313.0
1661366040, +3.50, +27.383,   +43.3,  +892.0, -2048.0,  -332.0
1661366640, +3.50, +27.383,   +86.2,  +904.0, -2048.0,  -336.0
1661367240, +3.50, +27.383,   +86.1,  +903.0, -2048.0,  -330.0
1661367840, +3.50, +27.375,   +45.6,  +903.0, -2048.0,  -328.0
1661368440, +3.50, +27.391,   +47.6,  +904.0, -2048.0,  -336.0
1661369040, +3.50, +27.375,   +82.0,  +903.0, -2048.0,  -332.0
1661369640, +3.50, +27.367,  +190.8,  +896.0, -2048.0,  -330.0
1661370240, +3.50, +27.383,  +198.6,  +888.0, -2048.0,  -328.0
1661370840, +3.50, +27.383,  +223.0,  +903.0, -2048.0,  -329.0
1661371440, +3.50, +27.391,  +184.0,  +899.0, -2048.0,  -332.0
1661372040, +3.50, +27.400,  +272.0,  +888.0, -2048.0,  -328.0
1661372640, +3.50, +27.424,  +345.3,  +889.0, -2048.0,  -328.0
1661373240, +3.50, +27.433,  +383.8, +1134.0,  -482.0,  +504.0
1661373840, +3.50, +27.424,  +118.7,  +932.0, -2048.0,  -336.0
1661374440, +3.50, +27.433,  +308.6,  +928.0, -2048.0,  -336.0
1661375040, +3.50, +27.424,  +497.0,  +929.0, -2048.0,  -336.0
1661375640, +3.50, +27.466,  +435.3,  +931.0, -2048.0,  -336.0
1661376240, +3.50, +27.474,  +458.4,  +923.0, -2048.0,  -334.0
1661376840, +3.50, +27.474,  +473.7,  +924.0, -2048.0,  -335.0
1661377440, +3.50, +27.482,  +493.5,  +910.0, -2048.0,  -328.0
1661378040, +3.50, +27.490,  +427.7,  +918.0, -2048.0,  -334.0
1661378640, +3.50, +27.499,  +262.4,  +912.0, -2048.0,  -332.0
1661379240, +3.50, +27.482,  +333.3,  +910.0, -2048.0,  -328.0
1661379840, +3.50, +27.449,  +598.3,  +851.0, -2048.0,  -305.0
1661380440, +3.50, +27.466,  +639.7,  +924.0, -2048.0,  -336.0
1661381040, +3.50, +27.474,  +615.4,  +910.0, -2048.0,  -335.0
1661381640, +3.50, +27.490,  +616.8,  +899.0, -2048.0,  -328.0
1661382240, +3.50, +27.499,  +619.4,  +902.0, -2048.0,  -328.0
1661382840, +3.50, +27.490,  +639.1,  +904.0, -2048.0,  -328.0
1661383440, +3.50, +27.466,  +690.5,  +902.0, -2048.0,  -328.0
1661384040, +3.50, +27.490,  +640.1,  +903.0, -2048.0,  -328.0
1661384640, +3.50, +27.474,  +665.9,  +905.0, -2048.0,  -332.0
1661385240, +3.50, +27.474,  +628.0,  +915.0, -2048.0,  -336.0
1661385840, +3.50, +27.466,  +148.1,  +912.0, -2048.0,  -333.0
1661386440, +3.50, +27.466,  +657.9,  +908.0, -2048.0,  -333.0
1661387040, +3.50, +27.466,  +749.4,  +915.0, -2048.0,  -336.0
1661387640, +3.50, +27.466,   +96.6,  +920.0, -2048.0,  -324.0
1661388240, +3.50, +27.449,  +531.3,  +924.0, -2048.0,  -317.0
1661388840, +3.50, +27.457,  +231.1,  +880.0, -2048.0,  -320.0
1661389440, +3.50, +27.449,  +601.5,  +915.0, -2048.0,  -334.0
1661390040, +3.50, +27.449,  +585.9,  +912.0, -2048.0,  -336.0
1661390640, +3.50, +27.466,  +550.0,  +920.0, -2048.0,  -321.0
1661391240, +3.50, +27.457,  +547.2,  +880.0, -2048.0,  -320.0
