7530-213548
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1654385040, +3.52, +28.885,  +498.5, +1095.0,  -488.0,  +518.0
1654385640, +3.52, +28.885,  +525.3, +1104.0,  -488.0,  +515.0
1654386240, +3.51, +28.868,  +538.8, +1160.0,  -477.0,  +446.0
1654386840, +3.52, +28.901,  +539.8, +1095.0,  -488.0,  +518.0
1654387440, +3.51, +28.893,  +504.6, +1161.0,  -474.0,  +440.0
1654388040, +3.52, +28.917,  +539.2, +1161.0,  -480.0,  +447.0
1654388640, +3.52, +28.926,  +524.1, +1159.0,  -476.0,  +435.0
1654389240, +3.52, +28.926,  +528.7, +1088.0,  -490.0,  +518.0
1654389840, +3.52, +28.901,  +538.0, +1081.0,  -488.0,  +518.0
1654390440, +3.52, +28.893,  +501.6, +1100.0,  -488.0,  +516.0
1654391040, +3.52, +28.901,  +467.3, +1091.0,  -488.0,  +519.0
1654391640, +3.52, +28.893,  +482.5, +1164.0,  -464.0,  +447.0
1654392240, +3.52, +28.917,  +323.9, +1100.0,  -488.0,  +513.0
1654392840, +3.52, +28.917,  +412.0, +1159.0,  -476.0,  +432.0
1654393440, +3.52, +28.909,  +421.3, +1158.0,  -473.0,  +440.0
1654394040, +3.52, +28.917,   +59.4, +1159.0,  -474.0,  +434.0
1654394640, +3.52, +28.909,  +351.9, +1159.0,  -476.0,  +440.0
1654395240, +3.52, +28.901,  +326.6, +1166.0,  -457.0,  +439.0
1654395840, +3.52, +28.926,  +307.4, +1159.0,  -474.0,  +432.0
1654396440, +3.52, +28.926,   +60.4, +1094.0,  -488.0,  +520.0
1654397040, +3.52, +28.917,   +50.3, +1159.0,  -480.0,  +449.0
1654397640, +3.52, +28.917,  +241.2, +1091.0,  -488.0,  +520.0
1654398240, +3.52, +28.901,  +202.2, +1159.0,  -477.0,  +435.0
1654398840, +3.52, +28.893,  +185.8, +1159.0,  -476.0,  +435.0
1654399440, +3.52, +28.917,  +154.0, +1091.0,  -488.0,  +520.0
1654400040, +3.52, +28.893,   +59.0, +1097.0,  -488.0,  +516.0
1654400640, +3.52, +28.901,  +117.0, +1103.0,  -490.0,  +515.0
1654401240, +3.52, +28.901,   +91.0, +1088.0,  -488.0,  +519.0
1654401840, +3.52, +28.901,   +70.5, +1095.0,  -488.0,  +519.0
1654402440, +3.52, +28.901,   +37.9, +1163.0,  -480.0,  +447.0
1654403040, +3.52, +28.885,   +25.8, +1103.0,  -488.0,  +512.0
1654403640, +3.52, +28.893,   +19.5, +1159.0,  -474.0,  +432.0
1654404240, +3.52, +28.885,   +12.9, +1084.0,  -488.0,  +520.0
1654404840, +3.52, +28.877,    +6.8, +1155.0,  -474.0,  +444.0
1654405440, +3.52, +28.860,    +1.6, +1102.0,  -488.0,  +512.0
1654406040, +3.52, +28.885,    +0.1, +1088.0,  -488.0,  +519.0
1654406640, +3.52, +28.868,    +0.1, +1159.0,  -458.0,  +439.0
1654407240, +3.52, +28.852,    -0.3, +1160.0,  -488.0,  +449.0
1654407840, +3.52, +28.860,    -0.2, +1100.0,  -488.0,  +518.0
1654408440, +3.52, +28.852,    -0.4, +1159.0,  -476.0,  +444.0
1654409040, +3.52, +28.860,    -0.2, +1100.0,  -488.0,  +519.0
1654409640, +3.52, +28.860,    -0.1, +1096.0,  -488.0,  +516.0
1654410240, +3.52, +28.860,    +0.0, +1159.0,  -473.0,  +447.0
1654410840, +3.52, +28.844,    -0.1, +1095.0,  -490.0,  +518.0
1654411440, +3.52, +28.844,    -0.2, +1089.0,  -490.0,  +524.0
1654412040, +3.52, +28.852,    -0.1, +1103.0,  -488.0,  +515.0
1654412640, +3.52, +28.852,    +0.0, +1084.0,  -488.0,  +519.0
1654413240, +3.52, +28.844,    +0.1, +1095.0,  -488.0,  +520.0
1654413840, +3.52, +28.836,    -0.1, +1095.0,  -488.0,  +518.0
1654414440, +3.52, +28.860,    -0.1, +1087.0,  -490.0,  +519.0
1654415040, +3.52, +28.852,    -0.1, +1102.0,  -488.0,  +518.0
1654415640, +3.52, +28.852,    -0.2, +1159.0,  -474.0,  +441.0
1654416240, +3.52, +28.860,    -0.2, +1095.0,  -488.0,  +518.0
1654416840, +3.52, +28.852,    +0.1, +1102.0,  -488.0,  +512.0
1654417440, +3.52, +28.836,    -0.3, +1087.0,  -488.0,  +519.0
1654418040, +3.52, +28.836,    +0.0, +1095.0,  -488.0,  +520.0
1654418640, +3.52, +28.844,    +0.1, +1089.0,  -488.0,  +519.0
1654419240, +3.52, +28.836,    -0.0, +1091.0,  -488.0,  +519.0
1654419840, +3.52, +28.852,    +0.0, +1094.0,  -488.0,  +520.0
1654420440, +3.52, +28.860,    -0.2, +1096.0,  -493.0,  +519.0
1654421040, +3.52, +28.836,    +0.1, +1108.0,  -488.0,  +505.0
1654421640, +3.52, +28.836,    -0.1, +1097.0,  -488.0,  +519.0
1654422240, +3.52, +28.819,    +0.1, +1110.0,  -488.0,  +508.0
1654422840, +3.52, +28.819,    -0.1, +1100.0,  -488.0,  +516.0
1654423440, +3.52, +28.811,    +0.1, +1094.0,  -490.0,  +519.0
1654424040, +3.52, +28.828,    -0.3, +1107.0,  -488.0,  +512.0
1654424640, +3.52, +28.811,    +0.0, +1097.0,  -488.0,  +518.0
1654425240, +3.52, +28.828,    -0.0, +1095.0,  -488.0,  +520.0
1654425840, +3.52, +28.819,    -0.4, +1084.0,  -492.0,  +519.0
1654426440, +3.52, +28.803,    +0.1, +1158.0,  -474.0,  +440.0
1654427040, +3.52, +28.803,    -0.0, +1105.0,  -488.0,  +512.0
1654427640, +3.52, +28.819,    +0.1, +1100.0,  -488.0,  +518.0
1654428240, +3.52, +28.811,    -0.2, +1103.0,  -488.0,  +515.0
1654428840, +3.52, +28.803,    +0.1, +1105.0,  -488.0,  +510.0
1654429440, +3.52, +28.811,    -0.2, +1087.0,  -490.0,  +519.0
1654430040, +3.52, +28.811,    -0.3, +1111.0,  -488.0,  +508.0
1654430640, +3.52, +28.811,    -0.2, +1103.0,  -488.0,  +515.0
1654431240, +3.52, +28.811,    -0.2, +1116.0,  -488.0,  +500.0
1654431840, +3.52, +28.811,    -0.1, +1107.0,  -488.0,  +512.0
1654432440, +3.52, +28.811,    -0.0, +1107.0,  -484.0,  +510.0
1654433040, +3.52, +28.803,    +0.0, +1100.0,  -488.0,  +515.0
1654433640, +3.52, +28.811,    -0.3, +1103.0,  -488.0,  +515.0
1654434240, +3.52, +28.803,    +0.1, +1097.0,  -488.0,  +519.0
1654434840, +3.52, +28.795,    -0.2, +1104.0,  -488.0,  +512.0
1654435440, +3.52, +28.787,    -0.2, +1103.0,  -488.0,  +512.0
1654436040, +3.52, +28.779,    -0.1, +1112.0,  -488.0,  +508.0
1654436640, +3.52, +28.787,    -0.0, +1160.0,  -465.0,  +447.0
1654437240, +3.52, +28.795,    +0.1, +1103.0,  -488.0,  +515.0
1654437840, +3.52, +28.787,    -0.3, +1105.0,  -488.0,  +512.0
1654438440, +3.52, +28.770,    -0.4, +1095.0,  -488.0,  +519.0
1654439040, +3.52, +28.770,    -0.1, +1103.0,  -488.0,  +512.0
1654439640, +3.52, +28.787,    -0.1, +1102.0,  -488.0,  +515.0
1654440240, +3.52, +28.795,    -0.1, +1091.0,  -488.0,  +520.0
1654440840, +3.52, +28.787,    +0.0, +1091.0,  -490.0,  +518.0
1654441440, +3.52, +28.787,    +0.1, +1102.0,  -488.0,  +513.0
1654442040, +3.52, +28.787,    -0.1, +1113.0,  -484.0,  +504.0
1654442640, +3.52, +28.787,    -0.0, +1113.0,  -488.0,  +504.0
1654443240, +3.52, +28.779,    -0.1, +1108.0,  -488.0,  +508.0
1654443840, +3.52, +28.779,    -0.4, +1112.0,  -488.0,  +508.0
1654444440, +3.52, +28.779,    -0.1, +1108.0,  -484.0,  +508.0
1654445040, +3.52, +28.779,    -0.0, +1096.0,  -488.0,  +519.0
1654445640, +3.52, +28.779,    -0.6, +1100.0,  -490.0,  +515.0
1654446240, +3.52, +28.770,    +0.2, +1095.0,  -488.0,  +518.0
1654446840, +3.52, +28.762,    -0.1, +1096.0,  -488.0,  +518.0
1654447440, +3.52, +28.770,    -0.1, +1095.0,  -488.0,  +519.0
1654448040, +3.52, +28.779,    -0.1, +1095.0,  -488.0,  +519.0
1654448640, +3.52, +28.779,    -0.1, +1088.0,  -488.0,  +519.0
1654449240, +3.52, +28.770,    -0.3, +1104.0,  -488.0,  +513.0
