7530-213548
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1642273740, +3.07, +23.119,    +0.9,  +712.0,  +168.0,  -628.0
1642274340, +3.54, +20.934,    +0.3,  +673.0,  +156.0,  -544.0
1642274940, +3.54, +20.816,    +0.4,  +691.0,  +163.0,  -570.0
1642275540, +3.54, +20.724,    +0.4,  +707.0,  +176.0,  -624.0
1642276140, +3.54, +20.674,    +0.4,  +710.0,  +172.0,  -624.0
1642276740, +3.54, +20.623,    +0.6,  +711.0,  +169.0,  -626.0
1642277340, +3.54, +20.531,    +0.0,  +720.0,  +168.0,  -640.0
1642277940, +3.54, +20.455,    +0.2,  +716.0,  +172.0,  -640.0
1642278540, +3.53, +20.405,    +0.2,  +716.0,  +168.0,  -640.0
1642279140, +3.53, +20.405,    -0.0,  +720.0,  +168.0,  -640.0
1642279740, +3.53, +20.422,    +0.2,  +716.0,  +172.0,  -637.0
1642280340, +3.53, +20.439,    +0.0,  +716.0,  +172.0,  -640.0
1642280940, +3.53, +20.464,    +0.2,  +720.0,  +163.0,  -648.0
1642281540, +3.53, +20.439,    +0.1,  +680.0,  +160.0,  -557.0
1642282140, +3.53, +20.413,    -0.2,  +726.0,  +164.0,  -648.0
1642282740, +3.53, +20.380,    -0.2,  +728.0,  +163.0,  -660.0
1642283340, +3.53, +20.388,    +1.0,  +728.0,  +163.0,  -652.0
1642283940, +3.53, +20.380,    +1.0,  +720.0,  +167.0,  -640.0
1642284540, +3.53, +20.413,    +0.6,  +726.0,  +161.0,  -656.0
1642285140, +3.53, +20.472,    +1.2,  +720.0,  +166.0,  -648.0
1642285740, +3.53, +20.531,    +0.9,  +712.0,  +172.0,  -636.0
1642286340, +3.52, +20.581,    +1.0,  +700.0,  +168.0,  -600.0
1642286940, +3.52, +20.657,    +0.7,  +711.0,  +172.0,  -628.0
1642287540, +3.52, +20.690,    +1.2,  +696.0,  +172.0,  -596.0
1642288140, +3.52, +20.674,    +1.0,  +680.0,  +158.0,  -560.0
1642288740, +3.52, +20.674,    +0.6,  +705.0,  +172.0,  -616.0
1642289340, +3.52, +20.657,    +0.8,  +707.0,  +176.0,  -626.0
1642289940, +3.52, +20.665,    +1.0,  +704.0,  +172.0,  -620.0
1642290540, +3.52, +20.707,    +0.9,  +707.0,  +176.0,  -624.0
1642291140, +3.52, +20.758,    +0.8,  +671.0,  +152.0,  -538.0
1642291740, +3.52, +20.842,    +0.9,  +668.0,  +152.0,  -532.0
1642292340, +3.52, +20.833,    +0.8,  +664.0,  +147.0,  -528.0
1642292940, +3.52, +20.850,    +1.0,  +672.0,  +156.0,  -544.0
1642293540, +3.52, +20.858,    +1.0,  +665.0,  +152.0,  -532.0
1642294140, +3.52, +20.858,    +0.8,  +664.0,  +152.0,  -528.0
1642294740, +3.52, +20.850,    -0.1,  +680.0,  +163.0,  -560.0
1642295340, +3.51, +20.867,    -0.2,  +664.0,  +152.0,  -528.0
1642295940, +3.51, +20.867,    -0.1,  +670.0,  +152.0,  -538.0
1642296540, +3.51, +20.850,    -0.1,  +679.0,  +160.0,  -552.0
1642297140, +3.51, +20.808,    -0.1,  +679.0,  +160.0,  -552.0
1642297740, +3.51, +20.749,    -0.3,  +696.0,  +176.0,  -600.0
1642298340, +3.51, +20.732,    +0.0,  +691.0,  +172.0,  -586.0
1642298940, +3.51, +20.732,    -0.0,  +697.0,  +172.0,  -600.0
1642299540, +3.51, +20.732,    -0.3,  +704.0,  +172.0,  -608.0
1642300140, +3.51, +20.749,    +0.1,  +673.0,  +158.0,  -544.0
1642300740, +3.51, +20.800,    -0.2,  +668.0,  +152.0,  -532.0
1642301340, +3.51, +20.791,    +0.0,  +678.0,  +158.0,  -544.0
1642301940, +3.51, +20.791,    +0.1,  +684.0,  +167.0,  -568.0
1642302540, +3.51, +20.732,    -0.0,  +707.0,  +176.0,  -620.0
1642303140, +3.51, +20.707,    -0.1,  +704.0,  +176.0,  -616.0
1642303740, +3.51, +20.699,    -0.1,  +696.0,  +172.0,  -592.0
1642304340, +3.51, +20.690,    -0.0,  +688.0,  +167.0,  -576.0
1642304940, +3.51, +20.749,    -0.2,  +688.0,  +166.0,  -570.0
1642305540, +3.51, +20.825,    -0.2,  +671.0,  +152.0,  -536.0
1642306140, +3.51, +20.800,    -0.0,  +664.0,  +153.0,  -530.0
1642306740, +3.51, +20.808,    -0.1,  +688.0,  +167.0,  -576.0
1642307340, +3.51, +20.749,    -0.2,  +686.0,  +167.0,  -570.0
1642307940, +3.51, +20.724,    -0.1,  +697.0,  +176.0,  -608.0
1642308540, +3.51, +20.690,    -0.0,  +707.0,  +176.0,  -628.0
1642309140, +3.51, +20.699,    +0.0,  +696.0,  +174.0,  -601.0
1642309740, +3.51, +20.741,    -0.2,  +700.0,  +172.0,  -604.0
1642310340, +3.51, +20.791,    -0.2,  +675.0,  +160.0,  -544.0
1642310940, +3.51, +20.808,    -0.2,  +679.0,  +160.0,  -548.0
1642311540, +3.51, +20.816,    -0.1,  +671.0,  +156.0,  -538.0
1642312140, +3.51, +20.783,    -0.2,  +678.0,  +156.0,  -544.0
1642312740, +3.51, +20.749,    +0.0,  +704.0,  +176.0,  -616.0
1642313340, +3.51, +20.724,    +0.2,  +707.0,  +176.0,  -626.0
1642313940, +3.50, +20.724,    -0.2,  +688.0,  +168.0,  -576.0
1642314540, +3.51, +20.758,    -0.1,  +707.0,  +176.0,  -624.0
1642315140, +3.50, +20.800,    -0.1,  +670.0,  +156.0,  -536.0
1642315740, +3.50, +20.833,    -0.1,  +696.0,  +174.0,  -601.0
1642316340, +3.50, +20.842,    -0.1,  +664.0,  +156.0,  -532.0
1642316940, +3.50, +20.816,    -0.3,  +675.0,  +158.0,  -544.0
1642317540, +3.50, +20.808,    -0.2,  +684.0,  +163.0,  -562.0
1642318140, +3.50, +20.758,    -0.2,  +680.0,  +161.0,  -552.0
1642318740, +3.50, +20.732,    -0.1,  +679.0,  +160.0,  -548.0
