7530-213548
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1655429040, +3.51, +28.705,  +548.7, +1155.0,  -478.0,  +448.0
1655429640, +3.51, +28.721,  +368.4, +1159.0,  -477.0,  +440.0
1655430240, +3.51, +28.713,  +455.8, +1158.0,  -476.0,  +440.0
1655430840, +3.51, +28.713,  +460.0, +1097.0,  -492.0,  +519.0
1655431440, +3.51, +28.721,  +399.1, +1095.0,  -490.0,  +520.0
1655432040, +3.51, +28.705,  +197.3, +1160.0,  -479.0,  +451.0
1655432640, +3.51, +28.713,  +345.6, +1161.0,  -476.0,  +448.0
1655433240, +3.51, +28.721,  +307.3, +1159.0,  -478.0,  +444.0
1655433840, +3.51, +28.730,  +129.0, +1164.0,  -464.0,  +447.0
1655434440, +3.51, +28.754,  +254.0, +1095.0,  -490.0,  +519.0
1655435040, +3.51, +28.762,   +71.8, +1160.0,  -480.0,  +440.0
1655435640, +3.51, +28.762,  +208.0, +1159.0,  -479.0,  +440.0
1655436240, +3.51, +28.779,   +80.2, +1158.0,  -479.0,  +448.0
1655436840, +3.51, +28.762,   +48.2, +1158.0,  -480.0,  +448.0
1655437440, +3.51, +28.762,  +121.7, +1160.0,  -474.0,  +444.0
1655438040, +3.51, +28.746,  +113.4, +1151.0,  -477.0,  +448.0
1655438640, +3.51, +28.730,   +53.3, +1155.0,  -477.0,  +448.0
1655439240, +3.51, +28.738,   +43.8, +1153.0,  -476.0,  +448.0
1655439840, +3.51, +28.738,   +24.6, +1088.0,  -490.0,  +524.0
1655440440, +3.51, +28.746,   +14.9, +1159.0,  -480.0,  +449.0
1655441040, +3.51, +28.730,   +11.7, +1159.0,  -477.0,  +440.0
1655441640, +3.51, +28.721,    +5.6, +1145.0,  -474.0,  +456.0
1655442240, +3.51, +28.713,    +1.8, +1159.0,  -477.0,  +444.0
1655442840, +3.51, +28.713,    -0.1, +1159.0,  -480.0,  +440.0
1655443440, +3.51, +28.705,    -0.2, +1153.0,  -477.0,  +448.0
1655444040, +3.51, +28.721,    -0.2, +1158.0,  -477.0,  +448.0
1655444640, +3.51, +28.730,    -0.2, +1159.0,  -477.0,  +436.0
1655445240, +3.51, +28.730,    -0.2, +1153.0,  -477.0,  +451.0
1655445840, +3.51, +28.721,    -0.4, +1159.0,  -468.0,  +444.0
