7530-213548
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1650296040, +3.52, +29.227,    +0.1, +1164.0,  -465.0,  +423.0
1650296640, +3.53, +29.243,    -0.3, +1161.0,  -480.0,  +419.0
1650297240, +3.52, +29.235,    -0.1, +1100.0,  -492.0,  +494.0
1650297840, +3.53, +29.227,    -0.2, +1107.0,  -488.0,  +488.0
1650298440, +3.53, +29.227,    -0.1, +1103.0,  -492.0,  +494.0
1650299040, +3.52, +29.235,    -0.0, +1096.0,  -493.0,  +496.0
1650299640, +3.53, +29.219,    -0.0, +1158.0,  -484.0,  +429.0
1650300240, +3.53, +29.243,    +0.0, +1103.0,  -490.0,  +492.0
1650300840, +3.53, +29.243,    +0.0, +1105.0,  -492.0,  +492.0
1650301440, +3.53, +29.235,    -0.2, +1097.0,  -492.0,  +492.0
1650302040, +3.53, +29.235,    -0.2, +1100.0,  -492.0,  +494.0
1650302640, +3.53, +29.235,    +1.0, +1113.0,  -488.0,  +480.0
1650303240, +3.53, +29.203,    +3.9, +1088.0,  -496.0,  +496.0
1650303840, +3.53, +29.227,    +9.2, +1135.0,  -482.0,  +454.0
1650304440, +3.53, +29.194,   +18.2, +1100.0,  -492.0,  +492.0
1650305040, +3.53, +29.178,   +28.3, +1128.0,  -484.0,  +464.0
1650305640, +3.53, +29.162,   +36.1, +1102.0,  -492.0,  +494.0
1650306240, +3.53, +29.154,   +67.0, +1110.0,  -488.0,  +487.0
1650306840, +3.53, +29.154,   +68.5, +1112.0,  -488.0,  +481.0
1650307440, +3.53, +29.154,   +84.9, +1110.0,  -493.0,  +487.0
1650308040, +3.53, +29.146,   +91.2, +1112.0,  -488.0,  +483.0
1650308640, +3.53, +29.162,  +134.0, +1103.0,  -490.0,  +488.0
1650309240, +3.53, +29.170,  +188.3, +1116.0,  -488.0,  +480.0
1650309840, +3.53, +29.178,  +110.5, +1107.0,  -488.0,  +487.0
1650310440, +3.53, +29.186,  +115.9, +1103.0,  -490.0,  +488.0
1650311040, +3.53, +29.186,  +227.0, +1102.0,  -492.0,  +492.0
1650311640, +3.53, +29.178,  +221.3, +1097.0,  -490.0,  +494.0
1650312240, +3.53, +29.186,  +204.3, +1087.0,  -493.0,  +496.0
1650312840, +3.53, +29.203,  +274.8, +1103.0,  -492.0,  +487.0
1650313440, +3.53, +29.211,  +288.1, +1102.0,  -493.0,  +492.0
1650314040, +3.53, +29.227,  +333.1, +1158.0,  -480.0,  +416.0
1650314640, +3.53, +29.243,  +156.2, +1100.0,  -492.0,  +492.0
1650315240, +3.53, +29.251,  +413.2, +1092.0,  -492.0,  +496.0
1650315840, +3.53, +29.251,  +156.3, +1097.0,  -492.0,  +492.0
1650316440, +3.53, +29.251,  +411.0, +1095.0,  -493.0,  +496.0
1650317040, +3.53, +29.276,  +209.2, +1097.0,  -493.0,  +494.0
1650317640, +3.53, +29.268,  +478.4, +1160.0,  -482.0,  +422.0
1650318240, +3.53, +29.260,  +244.8, +1097.0,  -493.0,  +492.0
1650318840, +3.53, +29.260,  +432.2, +1160.0,  -480.0,  +423.0
1650319440, +3.53, +29.268,  +337.9, +1095.0,  -490.0,  +496.0
1650320040, +3.53, +29.276,  +552.7, +1084.0,  -493.0,  +499.0
1650320640, +3.53, +29.268,  +331.7, +1159.0,  -480.0,  +416.0
1650321240, +3.53, +29.276,  +578.3, +1159.0,  -480.0,  +412.0
1650321840, +3.53, +29.276,  +602.2, +1096.0,  -493.0,  +496.0
1650322440, +3.53, +29.292,  +619.7, +1084.0,  -493.0,  +496.0
1650323040, +3.53, +29.284,  +615.7, +1159.0,  -473.0,  +419.0
1650323640, +3.53, +29.292,  +641.4, +1103.0,  -492.0,  +488.0
