7530-213548
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1660736040, +3.50, +27.499,    -0.2, +1152.0,  -474.0,  +467.0
1660736640, +3.50, +27.482,    -0.0,  +871.0, -2048.0,  -336.0
1660737240, +3.50, +27.482,    +0.0,  +872.0, -2048.0,  -321.0
1660737840, +3.50, +27.474,    -0.0,  +793.0, -2048.0,  -302.0
1660738440, +3.50, +27.515,    -0.0,  +867.0, -2048.0,  -333.0
1660739040, +3.50, +27.499,    -0.3,  +796.0, -2048.0,  -304.0
1660739640, +3.50, +27.490,    -0.2,  +796.0, -2048.0,  -301.0
1660740240, +3.50, +27.490,    +0.2,  +800.0, -2048.0,  -306.0
1660740840, +3.50, +27.490,    -0.0,  +796.0, -2048.0,  -304.0
1660741440, +3.50, +27.474,    -0.1, +1153.0,  -474.0,  +467.0
1660742040, +3.50, +27.457,    -0.1,  +867.0, -2048.0,  -320.0
1660742640, +3.50, +27.457,    -0.2,  +870.0, -2048.0,  -328.0
1660743240, +3.50, +27.482,    +0.1,  +889.0, -2048.0,  -313.0
1660743840, +3.50, +27.474,    -0.2,  +883.0, -2048.0,  -336.0
1660744440, +3.50, +27.482,    -0.0,  +807.0, -2048.0,  -301.0
1660745040, +3.50, +27.449,    -0.2,  +808.0, -2048.0,  -301.0
1660745640, +3.50, +27.466,    -0.2,  +888.0, -2048.0,  -305.0
1660746240, +3.50, +27.466,    -0.0,  +812.0, -2048.0,  -304.0
1660746840, +3.50, +27.474,    -0.2, +1155.0,  -476.0,  +467.0
1660747440, +3.50, +27.474,    -0.1,  +807.0, -2048.0,  -304.0
1660748040, +3.50, +27.474,    -0.2,  +800.0, -2048.0,  -303.0
1660748640, +3.50, +27.490,    -0.0, +1152.0,  -474.0,  +467.0
1660749240, +3.50, +27.499,    -0.1,  +883.0, -2048.0,  -336.0
1660749840, +3.50, +27.482,    +0.0,  +880.0, -2048.0,  -332.0
1660750440, +3.50, +27.490,    -0.0,  +880.0, -2048.0,  -335.0
1660751040, +3.50, +27.482,    +0.0,  +886.0, -2048.0,  -321.0
1660751640, +3.50, +27.474,    +0.0, +1155.0,  -480.0,  +464.0
1660752240, +3.50, +27.449,    +0.2,  +819.0, -2048.0,  -304.0
1660752840, +3.50, +27.474,    -0.2,  +883.0, -2048.0,  -336.0
1660753440, +3.50, +27.466,    +0.0,  +819.0, -2048.0,  -304.0
1660754040, +3.50, +27.457,    -0.2,  +862.0, -2048.0,  -320.0
1660754640, +3.50, +27.457,    -0.1,  +865.0, -2048.0,  -328.0
1660755240, +3.50, +27.457,    -0.1,  +860.0, -2048.0,  -320.0
1660755840, +3.50, +27.449,    -0.1,  +807.0, -2048.0,  -301.0
1660756440, +3.50, +27.449,    -0.2,  +886.0, -2048.0,  -330.0
1660757040, +3.50, +27.449,    -0.2,  +884.0, -2048.0,  -321.0
1660757640, +3.50, +27.466,    +1.7,  +822.0, -2048.0,  -308.0
1660758240, +3.50, +27.457,    +5.6,  +864.0, -2048.0,  -328.0
1660758840, +3.50, +27.449,   +10.9,  +883.0, -2048.0,  -313.0
1660759440, +3.50, +27.457,   +19.7,  +864.0, -2048.0,  -324.0
1660760040, +3.50, +27.466,   +23.0,  +812.0, -2048.0,  -304.0
1660760640, +3.50, +27.441,   +39.5,  +824.0, -2048.0,  -308.0
1660761240, +3.50, +27.449,   +38.6,  +820.0, -2048.0,  -304.0
1660761840, +3.50, +27.441,   +38.4,  +825.0, -2048.0,  -308.0
1660762440, +3.50, +27.441,   +56.7,  +840.0, -2048.0,  -320.0
1660763040, +3.50, +27.449,  +124.6,  +878.0, -2048.0,  -336.0
1660763640, +3.50, +27.449,   +75.8,  +809.0, -2048.0,  -304.0
1660764240, +3.50, +27.441,  +184.0,  +840.0, -2048.0,  -314.0
1660764840, +3.50, +27.441,  +186.9,  +814.0, -2048.0,  -304.0
1660765440, +3.50, +27.433,  +158.4,  +883.0, -2048.0,  -313.0
1660766040, +3.50, +27.449,  +185.9,  +809.0, -2048.0,  -304.0
1660766640, +3.50, +27.449,  +254.0,  +880.0, -2048.0,  -321.0
1660767240, +3.50, +27.449,  +223.4,  +880.0, -2048.0,  -336.0
1660767840, +3.50, +27.449,  +100.8,  +816.0, -2048.0,  -304.0
1660768440, +3.50, +27.449,   +93.8,  +809.0, -2048.0,  -304.0
1660769040, +3.50, +27.441,  +301.5,  +872.0, -2048.0,  -332.0
1660769640, +3.50, +27.449,  +290.0,  +807.0, -2048.0,  -304.0
1660770240, +3.50, +27.441,  +233.9,  +876.0, -2048.0,  -336.0
1660770840, +3.50, +27.449,  +392.2, +1153.0,  -474.0,  +467.0
1660771440, +3.50, +27.449,  +363.9,  +806.0, -2048.0,  -304.0
1660772040, +3.50, +27.474,  +366.0,  +880.0, -2048.0,  -321.0
1660772640, +3.50, +27.457,  +394.9,  +848.0, -2048.0,  -320.0
1660773240, +3.50, +27.449,  +402.6,  +876.0, -2048.0,  -313.0
1660773840, +3.50, +27.449,  +422.3,  +870.0, -2048.0,  -336.0
1660774440, +3.50, +27.457,  +463.1,  +841.0, -2048.0,  -320.0
1660775040, +3.50, +27.466,  +470.1,  +792.0, -2048.0,  -301.0
1660775640, +3.50, +27.457,  +493.1,  +836.0, -2048.0,  -320.0
1660776240, +3.50, +27.457,  +500.3,  +841.0, -2048.0,  -320.0
