7530-213548
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1652906040, +3.52, +28.975,  +177.7, +1116.0,  -488.0,  +494.0
1652906640, +3.52, +28.983,  +176.9, +1139.0,  -476.0,  +454.0
1652907240, +3.52, +28.999,  +370.2, +1120.0,  -484.0,  +488.0
1652907840, +3.52, +28.983,  +233.1, +1107.0,  -490.0,  +499.0
1652908440, +3.52, +28.975,  +319.4, +1129.0,  -482.0,  +480.0
1652909040, +3.52, +28.975,  +282.5, +1116.0,  -488.0,  +496.0
1652909640, +3.52, +28.991,  +400.3, +1110.0,  -488.0,  +502.0
1652910240, +3.52, +28.999,  +316.3, +1100.0,  -488.0,  +505.0
1652910840, +3.52, +28.991,  +250.8, +1113.0,  -488.0,  +497.0
1652911440, +3.52, +29.007,  +355.9, +1112.0,  -488.0,  +496.0
1652912040, +3.52, +29.007,  +526.5, +1120.0,  -488.0,  +492.0
1652912640, +3.52, +28.999,  +541.4, +1123.0,  -484.0,  +486.0
1652913240, +3.52, +28.983,  +342.6, +1118.0,  -488.0,  +489.0
1652913840, +3.52, +29.015,  +472.7, +1136.0,  -480.0,  +467.0
1652914440, +3.52, +28.991,  +361.8, +1118.0,  -488.0,  +492.0
1652915040, +3.52, +29.007,   +93.8, +1123.0,  -484.0,  +488.0
1652915640, +3.52, +29.023,  +583.8, +1120.0,  -488.0,  +494.0
1652916240, +3.52, +29.032,  +471.4, +1132.0,  -482.0,  +476.0
1652916840, +3.52, +29.015,  +296.0, +1116.0,  -484.0,  +496.0
1652917440, +3.52, +29.032,  +512.0, +1127.0,  -480.0,  +478.0
1652918040, +3.52, +29.040,  +601.6, +1120.0,  -488.0,  +492.0
1652918640, +3.52, +29.040,  +588.6, +1113.0,  -488.0,  +496.0
1652919240, +3.52, +29.048,  +564.4, +1104.0,  -488.0,  +504.0
1652919840, +3.52, +29.032,  +589.3, +1123.0,  -484.0,  +486.0
1652920440, +3.52, +29.048,  +598.7, +1108.0,  -488.0,  +500.0
1652921040, +3.52, +29.032,  +562.0, +1113.0,  -488.0,  +496.0
1652921640, +3.52, +29.015,  +323.0, +1112.0,  -488.0,  +500.0
1652922240, +3.52, +29.032,  +473.4, +1112.0,  -488.0,  +499.0
1652922840, +3.52, +29.040,  +417.2, +1110.0,  -492.0,  +500.0
1652923440, +3.52, +29.032,  +422.8, +1113.0,  -488.0,  +496.0
1652924040, +3.52, +29.032,  +235.3, +1112.0,  -488.0,  +499.0
1652924640, +3.52, +29.032,  +497.3, +1103.0,  -490.0,  +504.0
1652925240, +3.52, +29.056,  +452.6, +1123.0,  -484.0,  +484.0
1652925840, +3.52, +29.048,  +152.1, +1116.0,  -488.0,  +494.0
1652926440, +3.52, +29.040,  +406.8, +1127.0,  -482.0,  +483.0
1652927040, +3.52, +29.023,  +269.2, +1087.0,  -492.0,  +512.0
1652927640, +3.52, +29.032,  +115.8, +1118.0,  -488.0,  +494.0
1652928240, +3.52, +29.023,  +314.5, +1113.0,  -488.0,  +496.0
1652928840, +3.52, +29.040,   +93.5, +1120.0,  -484.0,  +488.0
1652929440, +3.52, +29.023,  +276.1, +1112.0,  -488.0,  +502.0
1652930040, +3.52, +29.023,   +92.8, +1116.0,  -488.0,  +496.0
1652930640, +3.52, +29.023,   +68.1, +1120.0,  -488.0,  +492.0
1652931240, +3.52, +29.015,   +51.7, +1112.0,  -484.0,  +496.0
1652931840, +3.52, +29.032,   +61.2, +1112.0,  -488.0,  +496.0
1652932440, +3.52, +29.040,  +115.7, +1102.0,  -488.0,  +504.0
1652933040, +3.52, +29.007,   +96.1, +1111.0,  -488.0,  +499.0
1652933640, +3.52, +29.023,   +26.9, +1123.0,  -484.0,  +483.0
1652934240, +3.52, +29.023,   +17.5, +1127.0,  -484.0,  +480.0
1652934840, +3.52, +29.007,   +15.0, +1116.0,  -488.0,  +494.0
1652935440, +3.52, +29.015,   +10.3, +1132.0,  -482.0,  +472.0
1652936040, +3.52, +29.040,    +6.1, +1119.0,  -484.0,  +492.0
1652936640, +3.52, +29.032,    +1.6, +1112.0,  -488.0,  +499.0
1652937240, +3.52, +29.032,    +0.0, +1112.0,  -488.0,  +496.0
1652937840, +3.52, +29.007,    +0.0, +1120.0,  -488.0,  +488.0
1652938440, +3.52, +28.991,    -0.2, +1113.0,  -488.0,  +496.0
1652939040, +3.52, +28.983,    -0.3, +1128.0,  -484.0,  +476.0
1652939640, +3.52, +28.975,    +0.0, +1123.0,  -484.0,  +486.0
1652940240, +3.52, +28.966,    -0.2, +1128.0,  -480.0,  +480.0
1652940840, +3.52, +28.983,    -0.1, +1104.0,  -492.0,  +504.0
1652941440, +3.52, +28.966,    -0.1, +1118.0,  -488.0,  +496.0
1652942040, +3.52, +28.966,    -0.1, +1112.0,  -488.0,  +499.0
1652942640, +3.52, +28.966,    -0.2, +1115.0,  -488.0,  +496.0
1652943240, +3.52, +28.966,    +0.0, +1120.0,  -488.0,  +492.0
1652943840, +3.52, +28.983,    -0.3, +1110.0,  -488.0,  +502.0
1652944440, +3.52, +28.983,    -0.4, +1129.0,  -480.0,  +472.0
1652945040, +3.52, +28.966,    -0.0, +1136.0,  -479.0,  +463.0
1652945640, +3.52, +28.975,    -0.2, +1116.0,  -488.0,  +496.0
1652946240, +3.52, +28.966,    -0.2, +1112.0,  -488.0,  +496.0
1652946840, +3.52, +28.950,    +0.0, +1136.0,  -480.0,  +464.0
1652947440, +3.52, +28.975,    -0.4, +1136.0,  -480.0,  +464.0
1652948040, +3.52, +28.958,    -0.1, +1128.0,  -484.0,  +478.0
1652948640, +3.52, +28.966,    -0.3, +1129.0,  -484.0,  +480.0
1652949240, +3.52, +28.975,    -0.2, +1120.0,  -484.0,  +494.0
1652949840, +3.52, +28.966,    +0.2, +1136.0,  -480.0,  +470.0
1652950440, +3.52, +28.975,    -0.1, +1103.0,  -492.0,  +504.0
1652951040, +3.52, +28.966,    -0.3, +1127.0,  -480.0,  +476.0
1652951640, +3.52, +28.975,    -0.2, +1128.0,  -480.0,  +478.0
1652952240, +3.52, +28.950,    -0.1, +1132.0,  -480.0,  +472.0
1652952840, +3.52, +28.958,    -0.2, +1127.0,  -484.0,  +480.0
1652953440, +3.52, +28.950,    -0.1, +1118.0,  -488.0,  +488.0
1652954040, +3.52, +28.950,    -0.4, +1127.0,  -484.0,  +480.0
1652954640, +3.52, +28.950,    -0.0, +1134.0,  -482.0,  +472.0
1652955240, +3.52, +28.966,    -0.1, +1136.0,  -480.0,  +462.0
1652955840, +3.52, +28.950,    -0.2, +1132.0,  -480.0,  +472.0
1652956440, +3.52, +28.942,    -0.3, +1155.0,  -474.0,  +440.0
1652957040, +3.52, +28.942,    -0.2, +1107.0,  -488.0,  +504.0
1652957640, +3.52, +28.958,    -0.3, +1127.0,  -484.0,  +480.0
1652958240, +3.52, +28.950,    -0.1, +1134.0,  -480.0,  +467.0
1652958840, +3.52, +28.950,    -0.0, +1139.0,  -480.0,  +456.0
1652959440, +3.52, +28.934,    +0.0, +1135.0,  -480.0,  +470.0
1652960040, +3.52, +28.942,    -0.0, +1132.0,  -480.0,  +472.0
1652960640, +3.52, +28.950,    -0.1, +1134.0,  -480.0,  +472.0
1652961240, +3.52, +28.958,    -0.2, +1132.0,  -480.0,  +472.0
1652961840, +3.52, +28.975,    -0.2, +1118.0,  -488.0,  +496.0
1652962440, +3.52, +28.975,    +0.1, +1127.0,  -482.0,  +480.0
1652963040, +3.52, +28.975,    +0.0, +1116.0,  -488.0,  +496.0
1652963640, +3.52, +28.991,    -0.1, +1128.0,  -480.0,  +476.0
1652964240, +3.52, +28.999,    -0.1, +1112.0,  -488.0,  +496.0
1652964840, +3.52, +28.983,    -0.2, +1121.0,  -488.0,  +486.0
1652965440, +3.52, +28.983,    -0.1, +1118.0,  -488.0,  +494.0
1652966040, +3.52, +28.983,    +0.1, +1105.0,  -488.0,  +504.0
1652966640, +3.52, +28.999,    -0.1, +1123.0,  -484.0,  +483.0
1652967240, +3.52, +28.999,    -0.2, +1123.0,  -484.0,  +488.0
1652967840, +3.52, +28.991,    -0.1, +1127.0,  -480.0,  +480.0
1652968440, +3.52, +28.991,    -0.1, +1107.0,  -488.0,  +502.0
1652969040, +3.52, +28.991,    -0.1, +1127.0,  -484.0,  +480.0
1652969640, +3.52, +28.983,    -0.2, +1120.0,  -488.0,  +488.0
1652970240, +3.52, +28.991,    -0.1, +1120.0,  -484.0,  +492.0
