7530-213548
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1654472040, +3.52, +28.844,  +529.5, +1104.0,  -484.0,  +513.0
1654472640, +3.52, +28.844,  +572.3, +1160.0,  -472.0,  +443.0
1654473240, +3.52, +28.844,  +568.1, +1164.0,  -465.0,  +446.0
1654473840, +3.51, +28.852,  +593.0, +1094.0,  -488.0,  +519.0
1654474440, +3.52, +28.836,  +398.2, +1094.0,  -488.0,  +519.0
1654475040, +3.52, +28.828,   +92.5, +1164.0,  -465.0,  +441.0
1654475640, +3.52, +28.828,   +99.4, +1107.0,  -488.0,  +512.0
1654476240, +3.52, +28.811,  +197.2, +1096.0,  -488.0,  +518.0
1654476840, +3.52, +28.828,  +592.2, +1089.0,  -488.0,  +520.0
1654477440, +3.52, +28.828,  +436.9, +1160.0,  -477.0,  +447.0
1654478040, +3.52, +28.819,  +520.7, +1160.0,  -473.0,  +446.0
1654478640, +3.51, +28.819,  +591.5, +1159.0,  -477.0,  +448.0
1654479240, +3.52, +28.852,  +522.9, +1102.0,  -488.0,  +515.0
1654479840, +3.52, +28.860,  +167.5, +1161.0,  -465.0,  +446.0
1654480440, +3.52, +28.828,   +82.9, +1103.0,  -488.0,  +515.0
1654481040, +3.52, +28.828,   +75.3, +1088.0,  -488.0,  +520.0
1654481640, +3.52, +28.819,   +86.4, +1159.0,  -476.0,  +440.0
1654482240, +3.52, +28.811,   +72.1, +1084.0,  -488.0,  +520.0
1654482840, +3.52, +28.836,   +69.8, +1100.0,  -488.0,  +516.0
1654483440, +3.52, +28.852,   +82.9, +1100.0,  -488.0,  +515.0
1654484040, +3.51, +28.852,  +235.1, +1096.0,  -488.0,  +515.0
1654484640, +3.52, +28.844,  +232.7, +1159.0,  -474.0,  +440.0
1654485240, +3.52, +28.868,  +220.6, +1164.0,  -465.0,  +445.0
1654485840, +3.52, +28.868,  +196.1, +1159.0,  -472.0,  +440.0
1654486440, +3.52, +28.860,  +126.1, +1158.0,  -476.0,  +444.0
1654487040, +3.52, +28.844,  +118.5, +1159.0,  -477.0,  +434.0
1654487640, +3.52, +28.860,   +89.7, +1097.0,  -488.0,  +516.0
1654488240, +3.52, +28.828,   +58.0, +1105.0,  -488.0,  +512.0
1654488840, +3.52, +28.828,   +51.9, +1097.0,  -488.0,  +516.0
1654489440, +3.51, +28.828,   +47.8, +1087.0,  -488.0,  +520.0
1654490040, +3.52, +28.852,   +45.0, +1095.0,  -488.0,  +518.0
1654490640, +3.52, +28.860,   +21.1, +1086.0,  -488.0,  +521.0
1654491240, +3.52, +28.828,    +4.8, +1163.0,  -465.0,  +447.0
1654491840, +3.52, +28.803,    +1.1, +1096.0,  -488.0,  +519.0
1654492440, +3.52, +28.795,    +0.1, +1096.0,  -490.0,  +519.0
1654493040, +3.52, +28.803,    -0.1, +1100.0,  -488.0,  +518.0
1654493640, +3.52, +28.819,    +0.2, +1103.0,  -488.0,  +512.0
1654494240, +3.52, +28.819,    -0.1, +1160.0,  -488.0,  +451.0
1654494840, +3.52, +28.811,    -0.1, +1160.0,  -480.0,  +447.0
1654495440, +3.52, +28.811,    -0.0, +1103.0,  -488.0,  +515.0
1654496040, +3.52, +28.803,    -0.1, +1118.0,  -484.0,  +504.0
1654496640, +3.52, +28.803,    -0.1, +1089.0,  -488.0,  +519.0
1654497240, +3.52, +28.795,    -0.0, +1100.0,  -488.0,  +518.0
1654497840, +3.52, +28.795,    +0.0, +1100.0,  -488.0,  +519.0
1654498440, +3.52, +28.787,    -0.1, +1107.0,  -488.0,  +512.0
1654499040, +3.52, +28.787,    -0.1, +1159.0,  -472.0,  +443.0
1654499640, +3.52, +28.795,    +0.1, +1095.0,  -488.0,  +518.0
1654500240, +3.52, +28.779,    -0.0, +1096.0,  -488.0,  +518.0
1654500840, +3.52, +28.779,    -0.2, +1103.0,  -488.0,  +516.0
1654501440, +3.52, +28.779,    -0.2, +1091.0,  -488.0,  +520.0
1654502040, +3.52, +28.795,    +0.0, +1087.0,  -490.0,  +524.0
1654502640, +3.52, +28.795,    +0.1, +1100.0,  -488.0,  +518.0
1654503240, +3.52, +28.828,    +0.0, +1161.0,  -465.0,  +447.0
1654503840, +3.52, +28.828,    +0.1, +1095.0,  -490.0,  +518.0
1654504440, +3.52, +28.828,    -0.1, +1160.0,  -473.0,  +449.0
1654505040, +3.52, +28.844,    +0.0, +1083.0,  -490.0,  +521.0
1654505640, +3.52, +28.844,    -0.1, +1100.0,  -490.0,  +515.0
1654506240, +3.52, +28.836,    +0.3, +1160.0,  -477.0,  +443.0
1654506840, +3.52, +28.836,    -0.2, +1103.0,  -488.0,  +515.0
1654507440, +3.52, +28.819,    +0.1, +1096.0,  -488.0,  +515.0
1654508040, +3.52, +28.844,    -0.0, +1100.0,  -488.0,  +518.0
1654508640, +3.52, +28.828,    -0.1, +1088.0,  -488.0,  +520.0
1654509240, +3.52, +28.828,    -0.3, +1091.0,  -488.0,  +520.0
1654509840, +3.52, +28.828,    -0.1, +1159.0,  -474.0,  +440.0
1654510440, +3.52, +28.819,    -0.1, +1096.0,  -488.0,  +518.0
1654511040, +3.52, +28.803,    -0.1, +1091.0,  -488.0,  +520.0
1654511640, +3.52, +28.828,    -0.3, +1102.0,  -488.0,  +518.0
1654512240, +3.52, +28.803,    -0.2, +1100.0,  -488.0,  +515.0
1654512840, +3.52, +28.811,    -0.3, +1100.0,  -488.0,  +515.0
1654513440, +3.52, +28.811,    -0.3, +1161.0,  -469.0,  +444.0
1654514040, +3.52, +28.819,    -0.1, +1104.0,  -488.0,  +512.0
1654514640, +3.52, +28.811,    -0.1, +1088.0,  -488.0,  +520.0
1654515240, +3.52, +28.811,    +0.1, +1091.0,  -488.0,  +520.0
1654515840, +3.52, +28.811,    +0.0, +1095.0,  -488.0,  +516.0
1654516440, +3.52, +28.819,    -0.2, +1097.0,  -488.0,  +519.0
1654517040, +3.52, +28.795,    -0.2, +1100.0,  -488.0,  +516.0
1654517640, +3.52, +28.787,    +0.0, +1095.0,  -492.0,  +519.0
1654518240, +3.52, +28.811,    -0.1, +1136.0,  -480.0,  +478.0
1654518840, +3.52, +28.803,    -0.1, +1103.0,  -488.0,  +513.0
1654519440, +3.52, +28.787,    -0.0, +1160.0,  -479.0,  +451.0
1654520040, +3.52, +28.795,    +0.1, +1091.0,  -488.0,  +519.0
1654520640, +3.52, +28.803,    -0.1, +1091.0,  -488.0,  +519.0
1654521240, +3.52, +28.795,    -0.5, +1163.0,  -471.0,  +444.0
1654521840, +3.52, +28.803,    +0.1, +1091.0,  -488.0,  +519.0
1654522440, +3.52, +28.795,    -0.3, +1097.0,  -488.0,  +519.0
1654523040, +3.52, +28.787,    -0.2, +1088.0,  -488.0,  +519.0
1654523640, +3.52, +28.770,    -0.2, +1103.0,  -488.0,  +512.0
1654524240, +3.52, +28.795,    -0.1, +1158.0,  -476.0,  +449.0
1654524840, +3.52, +28.787,    -0.2, +1107.0,  -488.0,  +512.0
1654525440, +3.52, +28.787,    -0.1, +1104.0,  -488.0,  +512.0
1654526040, +3.52, +28.803,    -0.0, +1104.0,  -488.0,  +515.0
1654526640, +3.52, +28.787,    -0.2, +1096.0,  -490.0,  +519.0
1654527240, +3.52, +28.795,    +0.0, +1107.0,  -488.0,  +512.0
1654527840, +3.52, +28.795,    +0.2, +1091.0,  -488.0,  +519.0
1654528440, +3.52, +28.779,    -0.1, +1103.0,  -488.0,  +516.0
1654529040, +3.52, +28.787,    -0.1, +1104.0,  -488.0,  +510.0
1654529640, +3.52, +28.787,    -0.2, +1096.0,  -488.0,  +519.0
1654530240, +3.52, +28.787,    +0.0, +1084.0,  -488.0,  +520.0
