7530-213548
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1667609040, +3.50, +28.304,  +223.7,  +884.0, -2048.0,  -336.0
1667609640, +3.50, +28.320,  +235.2,  +876.0, -2048.0,  -328.0
1667610240, +3.50, +28.320,  +177.6,  +880.0, -2048.0,  -336.0
1667610840, +3.50, +28.312,   +40.4,  +873.0, -2048.0,  -332.0
1667611440, +3.50, +28.312,  +194.2,  +871.0, -2048.0,  -328.0
1667612040, +3.50, +28.320,  +194.9,  +870.0, -2048.0,  -328.0
1667612640, +3.50, +28.329,  +209.3,  +872.0, -2048.0,  -332.0
1667613240, +3.50, +28.320,   +71.9,  +856.0, -2048.0,  -324.0
1667613840, +3.50, +28.312,   +41.3,  +872.0, -2048.0,  -332.0
1667614440, +3.50, +28.312,   +36.1,  +884.0, -2048.0,  -336.0
1667615040, +3.50, +28.312,   +30.8,  +876.0, -2048.0,  -336.0
1667615640, +3.50, +28.312,   +22.9,  +872.0, -2048.0,  -336.0
1667616240, +3.50, +28.296,   +22.1,  +870.0, -2048.0,  -330.0
1667616840, +3.50, +28.288,   +34.2,  +888.0, -2048.0,  -336.0
1667617440, +3.50, +28.279,   +58.1,  +876.0, -2048.0,  -336.0
1667618040, +3.50, +28.271,   +41.5,  +880.0, -2048.0,  -336.0
1667618640, +3.50, +28.288,   +40.0,  +880.0, -2048.0,  -336.0
1667619240, +3.50, +28.271,   +20.8,  +876.0, -2048.0,  -336.0
1667619840, +3.50, +28.279,   +22.6,  +880.0, -2048.0,  -336.0
1667620440, +3.50, +28.279,   +26.5,  +884.0, -2048.0,  -336.0
1667621040, +3.50, +28.271,   +15.6, +1167.0,  -472.0,  +496.0
1667621640, +3.50, +28.238,   +15.7,  +924.0, -2048.0,  -344.0
1667622240, +3.50, +28.222,    +9.9,  +920.0, -2048.0,  -340.0
1667622840, +3.50, +28.222,    +8.0,  +921.0, -2048.0,  -326.0
1667623440, +3.50, +28.238,    +6.8, +1166.0,  -472.0,  +499.0
1667624040, +3.50, +28.222,    +5.9,  +912.0, -2048.0,  -334.0
1667624640, +3.50, +28.247,    +5.0,  +929.0, -2048.0,  -344.0
1667625240, +3.50, +28.238,    +2.8,  +910.0, -2048.0,  -333.0
1667625840, +3.50, +28.206,    +0.7,  +920.0, -2048.0,  -336.0
1667626440, +3.50, +28.255,    +0.3,  +920.0, -2048.0,  -336.0
1667627040, +3.50, +28.247,    -0.1,  +924.0, -2048.0,  -336.0
1667627640, +3.50, +28.279,    -0.2,  +920.0, -2048.0,  -340.0
1667628240, +3.50, +28.247,    -0.1,  +924.0, -2048.0,  -336.0
1667628840, +3.50, +28.222,    -0.0,  +911.0, -2048.0,  -336.0
1667629440, +3.50, +28.230,    -0.2,  +926.0, -2048.0,  -336.0
1667630040, +3.50, +28.230,    -0.1,  +924.0, -2048.0,  -336.0
1667630640, +3.50, +28.206,    +0.1,  +908.0, -2048.0,  -332.0
1667631240, +3.50, +28.222,    -0.1,  +918.0, -2048.0,  -336.0
1667631840, +3.50, +28.206,    -0.1, +1176.0,  -474.0,  +492.0
1667632440, +3.50, +28.140,    +0.0,  +839.0, -2048.0,  -304.0
1667633040, +3.50, +28.165,    +0.0,  +832.0, -2048.0,  -301.0
1667633640, +3.50, +28.156,    -0.1,  +928.0, -2048.0,  -328.0
1667634240, +3.50, +28.148,    -0.2,  +830.0, -2048.0,  -301.0
1667634840, +3.50, +28.156,    -0.3,  +832.0, -2048.0,  -304.0
1667635440, +3.50, +28.156,    -0.1,  +927.0, -2048.0,  -328.0
1667636040, +3.50, +28.197,    -0.1,  +928.0, -2048.0,  -327.0
1667636640, +3.50, +28.197,    -0.1,  +924.0, -2048.0,  -329.0
1667637240, +3.50, +28.189,    -0.1,  +928.0, -2048.0,  -321.0
