7530-213548
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1655951040, +3.51, +28.640,  +146.8, +1152.0,  -477.0,  +452.0
1655951640, +3.51, +28.640,   +94.7, +1152.0,  -480.0,  +451.0
1655952240, +3.51, +28.648,  +100.3, +1158.0,  -476.0,  +451.0
1655952840, +3.51, +28.656,   +73.1, +1150.0,  -476.0,  +454.0
1655953440, +3.51, +28.640,   +74.5, +1116.0,  -488.0,  +508.0
1655954040, +3.51, +28.648,   +61.8, +1153.0,  -477.0,  +451.0
1655954640, +3.51, +28.615,   +51.7, +1158.0,  -477.0,  +448.0
1655955240, +3.51, +28.640,   +82.7, +1159.0,  -480.0,  +448.0
1655955840, +3.51, +28.656,   +48.7, +1150.0,  -474.0,  +452.0
1655956440, +3.51, +28.623,   +48.1, +1145.0,  -477.0,  +460.0
1655957040, +3.51, +28.648,   +33.3, +1153.0,  -476.0,  +451.0
1655957640, +3.51, +28.640,   +29.3, +1151.0,  -476.0,  +452.0
1655958240, +3.51, +28.632,   +23.8, +1148.0,  -476.0,  +460.0
1655958840, +3.51, +28.632,   +18.4, +1148.0,  -476.0,  +455.0
1655959440, +3.51, +28.640,   +12.8, +1152.0,  -476.0,  +448.0
1655960040, +3.51, +28.632,    +7.5, +1150.0,  -476.0,  +452.0
1655960640, +3.51, +28.640,    +2.5, +1158.0,  -477.0,  +448.0
1655961240, +3.51, +28.615,    +0.5, +1152.0,  -476.0,  +448.0
1655961840, +3.51, +28.623,    -0.1, +1153.0,  -480.0,  +448.0
1655962440, +3.51, +28.632,    -0.3, +1148.0,  -476.0,  +455.0
1655963040, +3.51, +28.648,    -0.4, +1148.0,  -474.0,  +454.0
1655963640, +3.51, +28.640,    -0.2, +1159.0,  -480.0,  +441.0
1655964240, +3.51, +28.648,    -0.1, +1152.0,  -479.0,  +448.0
1655964840, +3.51, +28.607,    +0.0, +1150.0,  -477.0,  +451.0
1655965440, +3.51, +28.623,    -0.3, +1159.0,  -477.0,  +448.0
1655966040, +3.51, +28.640,    +0.2, +1159.0,  -477.0,  +440.0
1655966640, +3.51, +28.640,    +0.1, +1158.0,  -477.0,  +448.0
1655967240, +3.51, +28.623,    +0.1, +1158.0,  -476.0,  +448.0
1655967840, +3.51, +28.623,    -0.1, +1155.0,  -476.0,  +451.0
1655968440, +3.51, +28.640,    -0.2, +1156.0,  -478.0,  +448.0
1655969040, +3.51, +28.632,    -0.0, +1152.0,  -474.0,  +454.0
1655969640, +3.51, +28.632,    +0.1, +1160.0,  -478.0,  +448.0
1655970240, +3.51, +28.615,    -0.2, +1159.0,  -477.0,  +440.0
1655970840, +3.51, +28.615,    -0.0, +1156.0,  -477.0,  +448.0
1655971440, +3.51, +28.623,    -0.0, +1159.0,  -480.0,  +448.0
1655972040, +3.51, +28.607,    +0.3, +1151.0,  -477.0,  +456.0
1655972640, +3.51, +28.599,    -0.1, +1159.0,  -476.0,  +441.0
1655973240, +3.51, +28.607,    -0.2, +1153.0,  -476.0,  +451.0
1655973840, +3.51, +28.615,    +0.1, +1151.0,  -477.0,  +451.0
1655974440, +3.51, +28.623,    -0.3, +1151.0,  -477.0,  +451.0
1655975040, +3.51, +28.607,    +0.0, +1159.0,  -476.0,  +442.0
1655975640, +3.51, +28.599,    -0.3, +1152.0,  -476.0,  +451.0
1655976240, +3.51, +28.591,    -0.2, +1155.0,  -480.0,  +448.0
1655976840, +3.51, +28.599,    -0.1, +1159.0,  -476.0,  +448.0
1655977440, +3.51, +28.591,    +0.0, +1160.0,  -480.0,  +440.0
1655978040, +3.51, +28.591,    -0.0, +1156.0,  -477.0,  +448.0
1655978640, +3.51, +28.599,    -0.0, +1151.0,  -476.0,  +451.0
1655979240, +3.51, +28.591,    -0.2, +1159.0,  -476.0,  +448.0
1655979840, +3.51, +28.591,    +0.0, +1159.0,  -478.0,  +440.0
1655980440, +3.51, +28.582,    +0.0, +1155.0,  -477.0,  +452.0
1655981040, +3.51, +28.591,    +0.0, +1153.0,  -477.0,  +451.0
1655981640, +3.51, +28.582,    -0.1, +1160.0,  -480.0,  +448.0
1655982240, +3.51, +28.582,    -0.0, +1159.0,  -476.0,  +444.0
1655982840, +3.51, +28.582,    -0.2, +1159.0,  -480.0,  +448.0
1655983440, +3.51, +28.574,    -0.1, +1159.0,  -476.0,  +440.0
1655984040, +3.51, +28.558,    -0.2, +1160.0,  -479.0,  +448.0
1655984640, +3.51, +28.591,    -0.1, +1160.0,  -480.0,  +448.0
1655985240, +3.51, +28.574,    -0.1, +1151.0,  -480.0,  +450.0
