7530-213548
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1654820040, +3.51, +28.762,  +145.5, +1160.0,  -474.0,  +447.0
1654820640, +3.51, +28.754,  +282.6, +1160.0,  -480.0,  +447.0
1654821240, +3.51, +28.754,  +294.4, +1091.0,  -504.0,  +480.0
1654821840, +3.52, +28.746,  +211.7, +1091.0,  -488.0,  +519.0
1654822440, +3.51, +28.713,  +202.2, +1158.0,  -477.0,  +444.0
1654823040, +3.51, +28.738,  +136.6, +1159.0,  -480.0,  +440.0
1654823640, +3.51, +28.730,  +508.4, +1123.0,  -482.0,  +496.0
1654824240, +3.51, +28.746,  +191.5, +1164.0,  -465.0,  +447.0
1654824840, +3.51, +28.746,  +207.8, +1159.0,  -477.0,  +446.0
1654825440, +3.51, +28.746,  +169.3, +1160.0,  -472.0,  +446.0
1654826040, +3.51, +28.746,  +366.1, +1095.0,  -488.0,  +520.0
1654826640, +3.51, +28.762,  +232.3, +1094.0,  -490.0,  +519.0
1654827240, +3.52, +28.754,  +237.8, +1156.0,  -474.0,  +438.0
1654827840, +3.52, +28.754,  +280.9, +1159.0,  -468.0,  +447.0
1654828440, +3.51, +28.730,  +280.3, +1086.0,  -488.0,  +524.0
1654829040, +3.51, +28.770,  +263.9, +1156.0,  -474.0,  +433.0
1654829640, +3.52, +28.770,  +239.4, +1083.0,  -488.0,  +519.0
1654830240, +3.51, +28.770,  +107.4, +1095.0,  -488.0,  +518.0
1654830840, +3.51, +28.746,  +188.4, +1159.0,  -471.0,  +447.0
1654831440, +3.51, +28.770,   +71.5, +1095.0,  -488.0,  +518.0
1654832040, +3.51, +28.779,  +121.7, +1087.0,  -490.0,  +520.0
1654832640, +3.51, +28.762,  +111.9, +1095.0,  -488.0,  +518.0
1654833240, +3.51, +28.754,   +92.3, +1159.0,  -476.0,  +439.0
1654833840, +3.51, +28.738,   +65.3, +1100.0,  -488.0,  +515.0
1654834440, +3.51, +28.738,   +40.3, +1097.0,  -488.0,  +518.0
1654835040, +3.51, +28.730,   +22.9, +1167.0,  -461.0,  +443.0
1654835640, +3.52, +28.738,   +17.5, +1095.0,  -488.0,  +519.0
1654836240, +3.52, +28.738,   +10.5, +1102.0,  -488.0,  +516.0
1654836840, +3.52, +28.713,    +5.6, +1107.0,  -488.0,  +512.0
1654837440, +3.52, +28.713,    +1.5, +1091.0,  -488.0,  +520.0
1654838040, +3.52, +28.697,    +0.1, +1110.0,  -488.0,  +512.0
1654838640, +3.52, +28.697,    -0.0, +1102.0,  -488.0,  +518.0
1654839240, +3.52, +28.689,    -0.0, +1100.0,  -488.0,  +518.0
1654839840, +3.52, +28.697,    -0.4, +1158.0,  -477.0,  +441.0
1654840440, +3.51, +28.689,    +0.0, +1159.0,  -482.0,  +447.0
1654841040, +3.52, +28.681,    -0.1, +1100.0,  -488.0,  +516.0
1654841640, +3.51, +28.689,    -0.1, +1160.0,  -463.0,  +441.0
1654842240, +3.51, +28.681,    -0.4, +1102.0,  -488.0,  +515.0
1654842840, +3.52, +28.681,    +0.1, +1103.0,  -488.0,  +518.0
1654843440, +3.51, +28.664,    -0.1, +1107.0,  -488.0,  +512.0
1654844040, +3.52, +28.664,    -0.1, +1100.0,  -488.0,  +515.0
1654844640, +3.51, +28.672,    -0.2, +1103.0,  -488.0,  +519.0
1654845240, +3.52, +28.672,    -0.1, +1107.0,  -488.0,  +510.0
1654845840, +3.51, +28.664,    -0.3, +1159.0,  -471.0,  +446.0
1654846440, +3.51, +28.656,    -0.3, +1112.0,  -488.0,  +508.0
1654847040, +3.52, +28.648,    -0.3, +1089.0,  -488.0,  +520.0
1654847640, +3.51, +28.623,    -0.2, +1104.0,  -488.0,  +513.0
1654848240, +3.51, +28.632,    -0.1, +1118.0,  -488.0,  +508.0
1654848840, +3.51, +28.648,    -0.5, +1099.0,  -488.0,  +519.0
1654849440, +3.52, +28.640,    -0.2, +1127.0,  -482.0,  +488.0
1654850040, +3.52, +28.640,    -0.2, +1111.0,  -488.0,  +508.0
1654850640, +3.51, +28.640,    -0.1, +1110.0,  -488.0,  +510.0
