7530-213548
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1658648040, +3.50, +27.869,    -0.3, +1159.0,  -476.0,  +452.0
1658648640, +3.50, +27.869,    -0.0, +1160.0,  -465.0,  +455.0
1658649240, +3.50, +27.861,    -0.1, +1158.0,  -480.0,  +455.0
1658649840, +3.50, +27.844,    -0.1, +1155.0,  -477.0,  +456.0
1658650440, +3.50, +27.861,    -0.1, +1159.0,  -476.0,  +448.0
1658651040, +3.50, +27.869,    -0.2, +1163.0,  -484.0,  +460.0
1658651640, +3.51, +27.836,    -0.1, +1153.0,  -477.0,  +460.0
1658652240, +3.50, +27.861,    -0.2, +1159.0,  -480.0,  +455.0
1658652840, +3.50, +27.861,    -0.2, +1160.0,  -480.0,  +455.0
1658653440, +3.50, +27.853,    -0.2, +1161.0,  -473.0,  +449.0
1658654040, +3.50, +27.853,    +0.2, +1164.0,  -484.0,  +465.0
1658654640, +3.50, +27.844,    -0.1, +1160.0,  -477.0,  +451.0
1658655240, +3.50, +27.853,    -0.2, +1159.0,  -480.0,  +452.0
1658655840, +3.50, +27.861,    -0.2, +1159.0,  -477.0,  +454.0
1658656440, +3.50, +27.861,    -0.0, +1160.0,  -480.0,  +452.0
1658657040, +3.50, +27.853,    -0.0, +1084.0,  -493.0,  +532.0
1658657640, +3.50, +27.820,    -0.3, +1155.0,  -477.0,  +456.0
1658658240, +3.51, +27.861,    -0.3, +1159.0,  -479.0,  +456.0
1658658840, +3.51, +27.836,    -0.3, +1153.0,  -477.0,  +456.0
1658659440, +3.51, +27.836,    +0.0, +1161.0,  -480.0,  +463.0
1658660040, +3.51, +27.853,    +0.1, +1159.0,  -480.0,  +456.0
1658660640, +3.50, +27.836,    -0.3, +1116.0,  -488.0,  +516.0
1658661240, +3.50, +27.853,    -0.0, +1158.0,  -480.0,  +456.0
1658661840, +3.50, +27.844,    -0.2, +1160.0,  -480.0,  +451.0
1658662440, +3.50, +27.820,    -0.3, +1158.0,  -480.0,  +455.0
1658663040, +3.50, +27.820,    -0.1, +1155.0,  -476.0,  +456.0
1658663640, +3.50, +27.811,    -0.0, +1164.0,  -465.0,  +459.0
1658664240, +3.50, +27.803,    -0.2, +1164.0,  -461.0,  +463.0
1658664840, +3.50, +27.836,    +0.1, +1160.0,  -484.0,  +467.0
1658665440, +3.50, +27.820,    -0.3, +1158.0,  -480.0,  +457.0
1658666040, +3.50, +27.828,    -0.2, +1164.0,  -468.0,  +460.0
1658666640, +3.50, +27.811,    -0.1, +1166.0,  -466.0,  +447.0
1658667240, +3.50, +27.820,    -0.1, +1158.0,  -476.0,  +452.0
1658667840, +3.50, +27.820,    -0.0, +1086.0,  -493.0,  +534.0
1658668440, +3.50, +27.811,    -0.1, +1160.0,  -476.0,  +448.0
1658669040, +3.51, +27.787,    -0.1, +1100.0,  -488.0,  +528.0
1658669640, +3.51, +27.795,    -0.0, +1160.0,  -477.0,  +451.0
1658670240, +3.50, +27.803,    -0.3, +1155.0,  -477.0,  +456.0
1658670840, +3.50, +27.787,    -0.2, +1159.0,  -479.0,  +451.0
1658671440, +3.50, +27.787,    -0.4, +1160.0,  -476.0,  +451.0
1658672040, +3.50, +27.795,    -0.2, +1159.0,  -480.0,  +452.0
1658672640, +3.51, +27.795,    +0.1, +1159.0,  -477.0,  +454.0
1658673240, +3.50, +27.811,    -0.2, +1084.0,  -492.0,  +532.0
1658673840, +3.51, +27.795,    -0.2, +1163.0,  -468.0,  +455.0
1658674440, +3.51, +27.820,    -0.2, +1160.0,  -482.0,  +463.0
1658675040, +3.51, +27.803,    +0.0, +1159.0,  -477.0,  +451.0
1658675640, +3.50, +27.828,    -0.0, +1158.0,  -477.0,  +451.0
1658676240, +3.50, +27.820,    -0.4, +1159.0,  -477.0,  +448.0
1658676840, +3.50, +27.836,    -0.1, +1159.0,  -477.0,  +449.0
1658677440, +3.51, +27.820,    -0.4, +1159.0,  -477.0,  +456.0
1658678040, +3.50, +27.811,    +0.0, +1160.0,  -477.0,  +452.0
1658678640, +3.50, +27.811,    -0.5, +1087.0,  -492.0,  +534.0
1658679240, +3.50, +27.803,    -0.1, +1159.0,  -478.0,  +451.0
1658679840, +3.51, +27.803,    -0.0, +1160.0,  -477.0,  +448.0
1658680440, +3.50, +27.811,    -0.2, +1159.0,  -474.0,  +448.0
1658681040, +3.50, +27.795,    -0.1, +1089.0,  -493.0,  +531.0
1658681640, +3.50, +27.811,    -0.1, +1160.0,  -485.0,  +462.0
1658682240, +3.51, +27.803,    -0.1, +1160.0,  -477.0,  +454.0
1658682840, +3.50, +27.811,    -0.1, +1159.0,  -476.0,  +449.0
1658683440, +3.50, +27.803,    +0.1, +1159.0,  -480.0,  +455.0
