7530-213548
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1646642040, +3.52, +27.037,    -0.0, +1127.0,   -32.0,  +384.0
1646642640, +3.52, +26.954,    -0.0, +1199.0,   -24.0,  +300.0
1646643240, +3.52, +26.797,    -0.3, +1158.0,   -28.0,  +364.0
1646643840, +3.52, +26.615,    +0.1, +1176.0,   -16.0,  +328.0
1646644440, +3.52, +26.425,    +0.0, +1192.0,   -16.0,  +304.0
1646645040, +3.52, +26.433,    +0.0, +1184.0,   -15.0,  +313.0
1646645640, +3.52, +26.466,    +0.1, +1176.0,   -16.0,  +332.0
1646646240, +3.52, +26.358,    -0.1, +1191.0,   -16.0,  +307.0
1646646840, +3.52, +26.259,    +0.2, +1196.0,   -20.0,  +302.0
1646647440, +3.52, +26.317,    -0.0, +1190.0,   -16.0,  +305.0
1646648040, +3.52, +26.358,    -0.3, +1193.0,   -20.0,  +304.0
1646648640, +3.52, +26.242,    -0.2, +1196.0,   -16.0,  +304.0
1646649240, +3.52, +26.101,    -0.1, +1132.0,   -32.0,  +384.0
1646649840, +3.52, +26.101,    -0.4, +1132.0,   -36.0,  +384.0
1646650440, +3.52, +26.201,    +0.1, +1196.0,   -20.0,  +304.0
1646651040, +3.52, +26.176,    -0.1, +1200.0,   -32.0,  +304.0
1646651640, +3.52, +26.068,    +0.0, +1123.0,   -36.0,  +385.0
1646652240, +3.52, +26.093,    -0.2, +1134.0,   -32.0,  +384.0
1646652840, +3.52, +26.176,    -0.0, +1132.0,   -32.0,  +384.0
1646653440, +3.52, +26.068,    -0.1, +1200.0,   -16.0,  +300.0
1646654040, +3.52, +26.085,    -0.1, +1200.0,   -15.0,  +311.0
1646654640, +3.52, +26.193,    -0.0, +1198.0,   -18.0,  +302.0
1646655240, +3.52, +26.135,    -0.2, +1198.0,   -24.0,  +304.0
1646655840, +3.52, +26.027,    -0.2, +1198.0,   -25.0,  +311.0
1646656440, +3.52, +26.077,    -0.1, +1200.0,   -28.0,  +303.0
1646657040, +3.52, +26.176,    +0.4, +1198.0,   -20.0,  +304.0
1646657640, +3.52, +26.110,    -0.1, +1196.0,   -17.0,  +299.0
1646658240, +3.52, +25.977,    +0.1, +1136.0,   -32.0,  +384.0
1646658840, +3.52, +26.027,    -0.1, +1150.0,   -26.0,  +368.0
1646659440, +3.52, +26.143,    -0.3, +1120.0,   -40.0,  +388.0
1646660040, +3.52, +26.077,    -0.2, +1198.0,   -24.0,  +300.0
1646660640, +3.52, +25.944,    -0.1, +1134.0,   -32.0,  +384.0
1646661240, +3.52, +25.960,    -0.1, +1126.0,   -36.0,  +385.0
1646661840, +3.52, +26.068,    -0.0, +1196.0,   -24.0,  +304.0
1646662440, +3.52, +26.043,    -0.1, +1136.0,   -32.0,  +382.0
1646663040, +3.52, +25.927,    -0.1, +1159.0,   -25.0,  +360.0
1646663640, +3.52, +25.985,    -0.1, +1164.0,   -24.0,  +352.0
1646664240, +3.52, +26.085,    +0.0, +1198.0,   -24.0,  +300.0
1646664840, +3.52, +26.060,    +0.1, +1132.0,   -32.0,  +384.0
1646665440, +3.52, +25.944,    -0.1, +1148.0,   -29.0,  +374.0
1646666040, +3.52, +26.010,    -0.1, +1134.0,   -32.0,  +380.0
1646666640, +3.52, +26.126,    -0.3, +1196.0,   -20.0,  +296.0
1646667240, +3.52, +26.077,    -0.3, +1200.0,   -24.0,  +302.0
1646667840, +3.52, +25.994,    -0.2, +1148.0,   -31.0,  +376.0
1646668440, +3.52, +26.052,    -0.3, +1116.0,   -40.0,  +387.0
1646669040, +3.52, +26.184,    -0.2, +1196.0,   -20.0,  +304.0
1646669640, +3.52, +26.135,    -0.2, +1120.0,   -40.0,  +387.0
1646670240, +3.52, +26.035,    -0.3, +1136.0,   -32.0,  +380.0
1646670840, +3.52, +26.093,    +0.3, +1201.0,   -28.0,  +303.0
1646671440, +3.52, +26.184,    -0.1, +1196.0,   -20.0,  +300.0
1646672040, +3.52, +26.085,    -0.3, +1200.0,   -25.0,  +294.0
1646672640, +3.52, +26.043,    -0.2, +1200.0,   -23.0,  +300.0
1646673240, +3.52, +26.118,    -0.3, +1198.0,   -24.0,  +300.0
1646673840, +3.52, +26.193,    +0.5, +1198.0,   -24.0,  +300.0
1646674440, +3.52, +26.135,    +1.0, +1123.0,   -36.0,  +384.0
1646675040, +3.52, +26.093,    +0.7, +1136.0,   -32.0,  +380.0
1646675640, +3.52, +26.242,    +0.5, +1199.0,   -17.0,  +297.0
1646676240, +3.52, +26.507,    +0.9, +1182.0,   -10.0,  +328.0
1646676840, +3.52, +26.532,    +0.8, +1200.0,   -20.0,  +305.0
1646677440, +3.52, +26.507,   +53.3, +1000.0,  +480.0,  +588.0
1646678040, +3.52, +26.565, +1387.9, +1167.0,  +748.0,  +692.0
1646678640, +3.52, +27.375, +1149.8,  +972.0,  +430.0,  +625.0
1646679240, +3.52, +27.959,  +186.2, +1048.0,  +536.0,  +536.0
1646679840, +3.52, +28.566,  +138.2, +1016.0,  +556.0,  +433.0
1646680440, +3.52, +28.901,  +183.3,  +900.0,  +568.0,  +752.0
1646681040, +3.52, +28.926,    +6.0,  +704.0,  +624.0, +1000.0
1646681640, +3.52, +28.926,    +9.7,  +608.0,  +668.0, +1040.0
1646682240, +3.52, +29.023,   +12.1,  +590.0,  +707.0, +1128.0
1646682840, +3.52, +29.317,    +9.7,  +499.0,  +531.0, +1039.0
1646683440, +3.52, +29.844,   +58.0,  +467.0,  +764.0, +1086.0
1646684040, +3.52, +30.424,   +10.0,  +449.0,  +799.0, +1027.0
1646684640, +3.52, +30.545,   +16.1,  +364.0,  +816.0, +1025.0
1646685240, +3.52, +30.665,   +66.6,  +390.0,  +830.0, +1100.0
1646685840, +3.53, +30.929,    +7.7,  +384.0,  +880.0,  +931.0
1646686440, +3.53, +31.120,   +11.4,  +336.0,  +792.0, +1040.0
1646687040, +3.53, +31.367,   +19.8,  +284.0,  +828.0, +1136.0
1646687640, +3.53, +31.367,   +11.1,  +339.0,  +847.0, +1080.0
1646688240, +3.53, +31.415,   +98.2,  +332.0,  +888.0, +1112.0
1646688840, +3.53, +31.359,   +21.7,  +368.0,  +880.0, +1006.0
1646689440, +3.53, +31.692,   +10.6,  +272.0,  +894.0, +1080.0
1646690040, +3.53, +31.541,   +38.6,  +176.0,  +854.0, +1267.0
1646690640, +3.53, +31.438,  +209.7, +1158.0,   -40.0,  +440.0
1646691240, +3.53, +31.699, +2738.3, +1160.0,  -197.0,  +371.0
1646691840, +3.53, +32.093,  +198.3, +1208.0,   -32.0,  +256.0
