7530-213548
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1667870040, +3.50, +28.042,  +191.6,  +924.0, -2048.0,  -333.0
1667870640, +3.50, +28.042,  +190.8,  +924.0, -2048.0,  -332.0
1667871240, +3.50, +28.009,  +193.9,  +915.0, -2048.0,  -336.0
1667871840, +3.50, +28.017,  +175.5,  +911.0, -2048.0,  -336.0
1667872440, +3.50, +28.009,  +166.7,  +910.0, -2048.0,  -336.0
1667873040, +3.50, +28.000,  +154.8,  +919.0, -2048.0,  -336.0
1667873640, +3.50, +28.033,  +105.4,  +913.0, -2048.0,  -336.0
1667874240, +3.50, +28.058,  +137.6,  +920.0, -2048.0,  -336.0
1667874840, +3.50, +28.066,  +126.3,  +910.0, -2048.0,  -336.0
1667875440, +3.50, +28.074,  +106.9,  +920.0, -2048.0,  -336.0
1667876040, +3.50, +28.066,   +97.9,  +899.0, -2048.0,  -333.0
1667876640, +3.50, +28.074,   +83.2,  +904.0, -2048.0,  -336.0
1667877240, +3.50, +28.083,   +71.4,  +924.0, -2048.0,  -337.0
1667877840, +3.50, +28.058,   +69.5,  +908.0, -2048.0,  -336.0
1667878440, +3.50, +28.050,   +66.9,  +911.0, -2048.0,  -336.0
1667879040, +3.50, +28.050,   +33.6,  +899.0, -2048.0,  -336.0
1667879640, +3.50, +28.050,   +55.1,  +918.0, -2048.0,  -336.0
1667880240, +3.50, +28.033,   +25.7,  +911.0, -2048.0,  -336.0
1667880840, +3.50, +28.050,   +26.0,  +908.0, -2048.0,  -336.0
1667881440, +3.50, +28.042,   +17.1,  +899.0, -2048.0,  -333.0
1667882040, +3.50, +28.042,   +10.2,  +903.0, -2048.0,  -336.0
1667882640, +3.50, +28.017,    +7.9,  +918.0, -2048.0,  -336.0
1667883240, +3.50, +28.017,    +5.5,  +920.0, -2048.0,  -336.0
1667883840, +3.50, +28.009,    +5.1,  +915.0, -2048.0,  -336.0
1667884440, +3.50, +28.025,    +2.3,  +896.0, -2048.0,  -336.0
1667885040, +3.50, +28.009,    +0.8,  +915.0, -2048.0,  -336.0
1667885640, +3.50, +28.009,    +0.1,  +911.0, -2048.0,  -336.0
1667886240, +3.50, +28.058,    -0.2,  +912.0, -2048.0,  -336.0
1667886840, +3.50, +28.050,    +0.1,  +912.0, -2048.0,  -335.0
1667887440, +3.50, +28.050,    -0.1,  +911.0, -2048.0,  -336.0
