sample,sample_uid,PC1,PC2,PC3,PC4,PC5
AS_NMS_Mgri_Deep_02,216790,0.1201032954965308,0.07686453167876518,0.012172783636572102,-0.00028519391431971076,-0.0
AS_NMS_Mgri_Deep_05,216793,-0.021027805009876385,-0.017451846694983876,-0.0397329095820336,-0.02841964306337135,-0.0
AS_NMS_Mgri_Deep_06,216794,0.06557025669181832,-0.08230765582337622,0.044773476235803675,0.004419380658523872,-0.0
AS_NMS_Mgri_Midd_05,216800,-0.02384832975942092,-0.00836407298437721,-0.06547200199924258,0.02194287851163758,-0.0
AS_NMS_Mgri_Midd_06,216801,-0.14079741741905163,0.03125904382397221,0.04825865170890042,0.0023425778075294424,-0.0
proportion_explained,0,0.606225502661492,0.2150703546875572,0.15856359702067596,0.020140545630274936,0.0
