sample,sample_uid,PC1,PC2,PC3,PC4,PC5
AS_NMS_Mgri_Deep_02,216790,0.12016367706606855,0.08002689574600728,0.11550726748384144,-0.0029915113368834327,0.0
AS_NMS_Mgri_Deep_05,216793,0.045377565584313224,-0.10701555186060718,-0.03326585093589543,-0.05016857333463559,0.0
AS_NMS_Mgri_Deep_06,216794,0.0838027069217814,0.16245788546104473,-0.08997600403042617,0.011432619401467226,0.0
AS_NMS_Mgri_Midd_05,216800,0.04608742429829786,-0.17099056406988128,-0.007451953355925875,0.041009504436947314,0.0
AS_NMS_Mgri_Midd_06,216801,-0.295431373870461,0.035521334723436444,0.015186540838406287,0.0007179608331048728,0.0
proportion_explained,0,0.5256166426529157,0.3479225463338759,0.10626544076840024,0.020195370244808088,0.0
