sample,sample_uid,PC1,PC2,PC3,PC4,PC5
AS_NMS_Mgri_Deep_02,216790,-0.1680881035893663,0.06230464130470415,0.037938318370641065,-5.7396443651047103e-05,-0.0
AS_NMS_Mgri_Deep_05,216793,-0.059907124444917526,0.037914116800801784,-0.036142052668472625,0.01011397803478423,-0.0
AS_NMS_Mgri_Deep_06,216794,-0.06383498981664688,-0.12329260724586726,0.00843946490481373,0.0024632670408001735,-0.0
AS_NMS_Mgri_Midd_05,216800,-0.02284749776047865,0.007072697553117484,-0.023617503839271293,-0.013904773596835413,-0.0
AS_NMS_Mgri_Midd_06,216801,0.3146777156114091,0.016001151587243988,0.013381773232288997,0.0013849249649014676,-0.0
proportion_explained,0,0.8458664592331093,0.13004745408138083,0.0221901555096769,0.001895931175832961,0.0
