7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1675072740, +3.52, +28.427,  +0.03658, +1144.000, +64.000, +448.000
1675073340, +3.52, +28.386,  +0.02606, +1240.000, +99.000, +422.000
1675073940, +3.52, +28.353,  +0.13396, +1231.000, +96.000, +432.000
1675074540, +3.52, +28.378,  +0.04974, +1164.000, +71.000, +456.000
1675075140, +3.52, +28.370,  +0.08132, +1241.000, +99.000, +422.000
1675075740, +3.52, +28.394,  -0.03448, +1225.000, +96.000, +440.000
1675076340, +3.52, +28.402,  -0.05816, +1248.000, +104.000, +412.000
1675076940, +3.52, +28.411,  +0.06290, +1231.000, +96.000, +432.000
1675077540, +3.52, +28.419,  +0.01290, +1243.000, +96.000, +423.000
1675078140, +3.52, +28.419,  +0.04974, +1180.000, +76.000, +456.000
1675078740, +3.52, +28.411,  +0.01290, +1169.000, +72.000, +456.000
1675079340, +3.52, +28.386,  +0.02079, +1240.000, +99.000, +424.000
1675079940, +3.52, +28.312,  -0.01869, +1220.000, +92.000, +444.000
1675080540, +3.52, +28.312,  +0.01290, +1267.000, +116.000, +384.000
1675081140, +3.52, +28.288,  +0.00500, +1248.000, +103.000, +414.000
1675081740, +3.52, +28.255,  +0.04448, +1248.000, +104.000, +414.000
1675082340, +3.52, +28.279,  +0.10764, +1248.000, +104.000, +412.000
1675082940, +3.52, +28.296,  +0.03658, +1248.000, +104.000, +412.000
1675083540, +3.52, +28.255,  +0.02079, +1248.000, +104.000, +416.000
1675084140, +3.52, +28.247,  -0.07659, +1255.000, +105.000, +404.000
1675084740, +3.52, +28.263,  +0.04185, +1244.000, +102.000, +416.000
1675085340, +3.52, +28.189,  +0.08396, +1265.000, +115.000, +384.000
1675085940, +3.52, +28.058,  +0.09448, +1288.000, +120.000, +352.000
1675086540, +3.52, +28.132,  +0.07869, +1240.000, +99.000, +424.000
1675087140, +3.52, +28.271,  -0.02132, +1241.000, +103.000, +423.000
1675087740, +3.52, +28.402,  -0.02395, +1244.000, +100.000, +417.000
1675088340, +3.52, +28.452,  -0.02395, +1240.000, +96.000, +428.000
1675088940, +3.52, +28.247,  -0.04237, +1249.000, +104.000, +408.000
1675089540, +3.52, +28.206,  +0.06290, +1255.000, +112.000, +404.000
1675090140, +3.52, +28.312,  -0.01079, +1238.000, +96.000, +428.000
1675090740, +3.52, +28.402,  +0.02606, +1227.000, +96.000, +438.000
1675091340, +3.52, +28.370,  -0.02658, +1240.000, +99.000, +424.000
1675091940, +3.52, +28.083,  +0.10238, +1233.000, +97.000, +432.000
1675092540, +3.52, +27.943,  +0.02869, +1304.000, +112.000, +339.000
1675093140, +3.52, +27.894,  -0.02921, +1289.000, +118.000, +348.000
1675093740, +3.52, +27.770,  +0.00763, +1304.000, +116.000, +334.000
1675094340, +3.52, +27.688,  +0.00763, +1310.000, +108.000, +327.000
1675094940, +3.52, +27.672,  +0.11817, +1303.000, +111.000, +327.000
1675095540, +3.52, +27.647,  +0.10238, +1160.000, +68.000, +454.000
1675096140, +3.52, +27.713,  +0.05764, +1271.000, +115.000, +377.000
1675096740, +3.52, +27.737,  +0.01816, +1140.000, +65.000, +444.000
1675097340, +3.52, +27.836,  +0.04448, +1255.000, +104.000, +403.000
1675097940, +3.52, +27.696,  -0.03711, +1304.000, +111.000, +335.000
1675098540, +3.52, +27.597,  -0.00816, +1139.000, +64.000, +444.000
1675099140, +3.52, +27.597,  +0.28397, +1151.000, +67.000, +454.000
1675099740, +3.52, +27.779,  +0.61295, +1294.000, +112.000, +344.000
1675100340, +3.52, +27.844,  +0.84455, +1288.000, +116.000, +352.000
1675100940, +3.52, +27.943,  +1.26828, +1279.000, +116.000, +360.000
1675101540, +3.52, +28.058,  +1.81306, +1240.000, +100.000, +424.000
1675102140, +3.52, +28.279,  +2.72894, +1248.000, +104.000, +414.000
1675102740, +3.52, +28.443,  +3.25267, +1228.000, +96.000, +438.000
1675103340, +3.52, +28.509,  +3.61323, +1228.000, +96.000, +440.000
1675103940, +3.52, +28.550,  +4.54227, +1296.000, +112.000, +339.000
1675104540, +3.52, +28.345,  +4.92915, +1232.000, +99.000, +432.000
1675105140, +3.52, +28.222,  +5.33708, +1244.000, +100.000, +419.000
1675105740, +3.52, +28.320,  +4.91072, +1233.000, +97.000, +432.000
1675106340, +3.52, +28.386,  +7.74520, +1238.000, +96.000, +424.000
1675106940, +3.52, +28.435,  +7.39254, +1232.000, +96.000, +432.000
1675107540, +3.52, +28.476,  +7.73467, +1235.000, +96.000, +430.000
1675108140, +3.52, +28.492,  +8.74266, +1166.000, +71.000, +456.000
1675108740, +3.52, +28.517,  +9.64275, +1219.000, +88.000, +444.000
1675109340, +3.52, +28.550, +16.10914, +1222.000, +89.000, +440.000
1675109940, +3.52, +28.558, +15.84333, +1171.000, +72.000, +460.000
1675110540, +3.52, +28.115, +15.49593, +1235.000, +96.000, +430.000
1675111140, +3.52, +28.181, +19.92266, +1248.000, +104.000, +416.000
1675111740, +3.52, +28.353, +26.64171, +1231.000, +96.000, +432.000
1675112340, +3.52, +28.452, +17.80404, +1206.000, +86.000, +452.000
1675112940, +3.52, +28.337, +25.15473, +1243.000, +100.000, +423.000
1675113540, +3.52, +28.296, +14.32476, +1230.000, +96.000, +436.000
1675114140, +3.52, +28.230, +27.63391, +1241.000, +97.000, +423.000
1675114740, +3.52, +27.927, +24.40729, +1255.000, +108.000, +403.000
1675115340, +3.52, +27.984, +35.24252, +1259.000, +108.000, +396.000
1675115940, +3.52, +28.197, +34.74247, +1248.000, +102.000, +416.000
1675116540, +3.52, +28.165, +39.15867, +1244.000, +102.000, +419.000
1675117140, +3.52, +28.124, +26.85489, +1248.000, +102.000, +416.000
1675117740, +3.52, +27.976, +21.02802, +1270.000, +115.000, +376.000
1675118340, +3.52, +27.770, +26.06797, +1294.000, +114.000, +342.000
1675118940, +3.52, +27.803, +23.85197, +1292.000, +115.000, +344.000
1675119540, +3.52, +28.165, +20.03846, +1231.000, +96.000, +432.000
1675120140, +3.52, +28.247, +20.35428, +1241.000, +100.000, +422.000
1675120740, +3.52, +27.885, +32.10012, +1232.000, +96.000, +432.000
1675121340, +3.52, +27.729, +31.43690, +1307.000, +111.000, +327.000
1675121940, +3.52, +27.672, +16.76447, +1292.000, +120.000, +344.000
1675122540, +3.52, +27.639, +50.66238, +1248.000, +104.000, +416.000
1675123140, +3.52, +27.630, +40.50880, +1303.000, +108.000, +333.000
1675123740, +3.52, +27.647, +14.54057, +1180.000, +76.000, +456.000
1675124340, +3.52, +27.630, +33.73185, +1144.000, +64.000, +448.000
1675124940, +3.52, +27.556, +27.62601, +1251.000, +105.000, +409.000
1675125540, +3.52, +27.350, +11.67978, +1144.000, +64.000, +448.000
1675126140, +3.52, +27.218, +21.33595, +1187.000, +78.000, +456.000
1675126740, +3.52, +27.243, +28.66032, +1297.000, +112.000, +342.000
1675127340, +3.52, +27.301, +23.48878, +1176.000, +72.000, +456.000
1675127940, +3.52, +27.466, +24.32044, +1166.000, +72.000, +456.000
1675128540, +3.52, +27.548, +17.61981, +1310.000, +103.000, +327.000
1675129140, +3.52, +27.589, +19.66737, +1304.000, +108.000, +342.000
1675129740, +3.52, +27.630, +16.31706, +1297.000, +108.000, +342.000
1675130340, +3.52, +27.655, +15.79332, +1304.000, +112.000, +347.000
1675130940, +3.52, +27.663, +16.68288, +1297.000, +112.000, +342.000
1675131540, +3.52, +27.647, +14.68796, +1294.000, +114.000, +344.000
1675132140, +3.52, +27.639, +13.22729, +1288.000, +118.000, +344.000
1675132740, +3.52, +27.630, +11.71399, +1295.000, +112.000, +344.000
1675133340, +3.52, +27.655,  +8.29525, +1287.000, +120.000, +348.000
1675133940, +3.52, +27.655,  +5.24760, +1292.000, +115.000, +344.000
1675134540, +3.52, +27.647,  +5.53183, +1294.000, +112.000, +344.000
1675135140, +3.52, +27.672,  +6.78195, +1295.000, +112.000, +344.000
1675135740, +3.52, +27.672,  +5.30813, +1288.000, +120.000, +344.000
1675136340, +3.52, +27.639,  +5.07127, +1300.000, +108.000, +340.000
1675136940, +3.52, +27.647,  +4.84230, +1294.000, +112.000, +344.000
1675137540, +3.52, +27.672,  +4.88967, +1287.000, +118.000, +352.000
1675138140, +3.52, +27.647,  +4.89756, +1286.000, +120.000, +352.000
1675138740, +3.52, +27.614,  +4.47647, +1265.000, +113.000, +386.000
1675139340, +3.52, +27.639,  +4.76334, +1304.000, +104.000, +343.000
