7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1688992740, +3.48, +27.959,  -0.03711, +1225.000, +88.000, +472.000
1688993340, +3.48, +28.042,  -0.01079, +1180.000, +72.000, +492.000
1688993940, +3.48, +28.066,  -0.00290, +1156.000, +68.000, +488.000
1688994540, +3.48, +28.025,  -0.02132, +1144.000, +60.000, +480.000
1688995140, +3.48, +28.000,  -0.01605, +1311.000, +111.000, +370.000
1688995740, +3.48, +28.009,  -0.10817, +1137.000, +60.000, +476.000
1688996340, +3.48, +28.181,  -0.02658, +1195.000, +78.000, +487.000
1688996940, +3.48, +28.279,  -0.09501, +1136.000, +62.000, +472.000
1688997540, +3.48, +28.288,  +0.04448, +1156.000, +64.000, +487.000
1688998140, +3.48, +28.181,  -0.03185, +1304.000, +112.000, +376.000
1688998740, +3.48, +28.288,  +0.01026, +1305.000, +112.000, +376.000
1688999340, +3.48, +28.074,  +0.09185, +1193.000, +76.000, +488.000
1688999940, +3.48, +27.721,  -0.03185, +1144.000, +64.000, +483.000
1689000540, +3.48, +27.672,  +0.07343, +1150.000, +64.000, +484.000
1689001140, +3.48, +27.663,  -0.00553, +1139.000, +60.000, +480.000
1689001740, +3.48, +27.688,  -0.03711, +1201.000, +80.000, +486.000
1689002340, +3.48, +28.091,  -0.04500, +1268.000, +112.000, +422.000
1689002940, +3.48, +28.083,  +0.00763, +1283.000, +118.000, +400.000
1689003540, +3.48, +28.370,  +0.01816, +1286.000, +120.000, +396.000
1689004140, +3.48, +28.542,  -0.07922, +1187.000, +72.000, +489.000
1689004740, +3.48, +28.591,  +0.10764, +1302.000, +115.000, +374.000
1689005340, +3.48, +28.623,  -0.02921, +1281.000, +116.000, +396.000
1689005940, +3.48, +28.640,  -0.02132, +1267.000, +112.000, +422.000
1689006540, +3.48, +28.640,  -0.00290, +1241.000, +96.000, +460.000
1689007140, +3.48, +28.648,  +0.04448, +1153.000, +64.000, +488.000
1689007740, +3.48, +28.656,  +0.05237, +1187.000, +76.000, +488.000
1689008340, +3.48, +28.664,  +0.02079, +1240.000, +96.000, +464.000
1689008940, +3.48, +28.656,  -0.05290, +1270.000, +112.000, +416.000
1689009540, +3.48, +28.230,  -0.00553, +1142.000, +60.000, +480.000
1689010140, +3.48, +28.435,  -0.04237, +1296.000, +115.000, +376.000
1689010740, +3.48, +28.591,  +0.03921, +1271.000, +112.000, +416.000
1689011340, +3.48, +28.197,  +0.02342, +1147.000, +64.000, +486.000
1689011940, +3.48, +27.746,  +0.08659, +1167.000, +68.000, +488.000
1689012540, +3.48, +27.466,  +0.11291, +1273.000, +113.000, +408.000
1689013140, +3.48, +27.251,  +0.28924, +1268.000, +112.000, +419.000
1689013740, +3.48, +27.185,  +0.57874, +1244.000, +102.000, +454.000
1689014340, +3.48, +27.152,  +0.40504, +1300.000, +113.000, +376.000
1689014940, +3.48, +27.235,  +0.21818, +1287.000, +120.000, +390.000
1689015540, +3.48, +27.293,  +0.63401, +1255.000, +104.000, +436.000
1689016140, +3.48, +27.441,  +1.07615, +1289.000, +120.000, +387.000
1689016740, +3.48, +27.276,  +1.58936, +1276.000, +116.000, +404.000
1689017340, +3.48, +27.185,  +1.14721, +1295.000, +120.000, +384.000
1689017940, +3.48, +27.309,  +2.17626, +1248.000, +102.000, +448.000
1689018540, +3.48, +28.091,  +1.63936, +1310.000, +117.000, +367.000
1689019140, +3.48, +28.452,  +3.06581, +1311.000, +113.000, +364.000
1689019740, +3.48, +28.591,  +2.49208, +1232.000, +96.000, +464.000
1689020340, +3.48, +28.640,  +4.34751, +1295.000, +115.000, +384.000
1689020940, +3.48, +28.664,  +4.22119, +1272.000, +113.000, +416.000
1689021540, +3.48, +28.672,  +3.75272, +1206.000, +81.000, +486.000
1689022140, +3.48, +28.681,  +5.16601, +1270.000, +112.000, +416.000
1689022740, +3.48, +28.681,  +3.00002, +1273.000, +114.000, +416.000
1689023340, +3.48, +28.681,  +2.95791, +1231.000, +92.000, +467.000
1689023940, +3.48, +28.689,  +5.17654, +1235.000, +96.000, +464.000
1689024540, +3.48, +28.689,  +4.84493, +1248.000, +99.000, +448.000
1689025140, +3.48, +28.681,  +5.46867, +1286.000, +120.000, +392.000
1689025740, +3.48, +28.689,  +5.70290, +1283.000, +116.000, +398.000
1689026340, +3.48, +28.689,  +5.88450, +1169.000, +67.000, +492.000
1689026940, +3.48, +28.599,  +5.76344, +1148.000, +64.000, +484.000
1689027540, +3.48, +28.378,  +5.79502, +1255.000, +103.000, +440.000
1689028140, +3.48, +28.329,  +5.48709, +1244.000, +100.000, +456.000
1689028740, +3.48, +28.329,  +5.61868, +1216.000, +84.000, +480.000
1689029340, +3.48, +28.345,  +5.32392, +1225.000, +92.000, +476.000
1689029940, +3.48, +28.320,  +4.97126, +1225.000, +88.000, +476.000
1689030540, +3.48, +28.230,  +4.93178, +1264.000, +112.000, +428.000
1689031140, +3.48, +28.132,  +4.87914, +1267.000, +112.000, +416.000
1689031740, +3.48, +28.091,  +4.58175, +1304.000, +112.000, +375.000
1689032340, +3.48, +27.951,  +4.41068, +1139.000, +60.000, +480.000
1689032940, +3.48, +27.820,  +4.23961, +1155.000, +64.000, +488.000
1689033540, +3.48, +27.828,  +4.03169, +1196.000, +80.000, +488.000
1689034140, +3.48, +27.548,  +3.83694, +1216.000, +86.000, +480.000
1689034740, +3.48, +27.326,  +3.56586, +1280.000, +116.000, +400.000
1689035340, +3.48, +27.243,  +3.58955, +1196.000, +79.000, +488.000
1689035940, +3.48, +27.301,  +3.30531, +1264.000, +112.000, +428.000
1689036540, +3.48, +27.499,  +3.28162, +1228.000, +92.000, +473.000
1689037140, +3.48, +27.540,  +3.17898, +1267.000, +112.000, +422.000
1689037740, +3.48, +27.565,  +3.03950, +1169.000, +70.000, +492.000
1689038340, +3.48, +27.466,  +2.97633, +1240.000, +96.000, +460.000
1689038940, +3.48, +27.490,  +2.74210, +1248.000, +102.000, +448.000
1689039540, +3.48, +27.540,  +2.60261, +1256.000, +104.000, +440.000
1689040140, +3.48, +27.326,  +2.23153, +1296.000, +115.000, +377.000
1689040740, +3.48, +26.954,  +2.29732, +1295.000, +119.000, +359.000
1689041340, +3.48, +26.847,  +2.31048, +1144.000, +64.000, +484.000
1689041940, +3.48, +27.004,  +1.90781, +1151.000, +64.000, +486.000
1689042540, +3.48, +27.136,  +1.78148, +1311.000, +108.000, +353.000
1689043140, +3.47, +27.359,  +1.84465, +1311.000, +113.000, +363.000
1689043740, +3.48, +27.466,  +1.86307, +1297.000, +118.000, +376.000
1689044340, +3.48, +27.433,  +1.37092, +1139.000, +62.000, +480.000
1689044940, +3.48, +27.482,  +1.48935, +1153.000, +65.000, +486.000
1689045540, +3.48, +27.597,  +1.27880, +1281.000, +118.000, +398.000
1689046140, +3.48, +27.713,  +1.16827, +1286.000, +120.000, +390.000
1689046740, +3.48, +27.762,  +0.98930, +1260.000, +108.000, +436.000
1689047340, +3.48, +27.779,  +0.91824, +1144.000, +60.000, +483.000
1689047940, +3.48, +27.779,  +0.65243, +1310.000, +112.000, +358.000
1689048540, +3.48, +27.507,  +0.68401, +1168.000, +71.000, +488.000
1689049140, +3.48, +27.499,  +0.50505, +1276.000, +118.000, +408.000
1689049740, +3.48, +27.474,  +0.48662, +1198.000, +80.000, +487.000
1689050340, +3.48, +27.466,  +0.26555, +1284.000, +118.000, +396.000
1689050940, +3.48, +27.482,  +0.11291, +1176.000, +72.000, +488.000
1689051540, +3.48, +27.523,  +0.06027, +1278.000, +115.000, +404.000
1689052140, +3.47, +27.869,  -0.01342, +1216.000, +84.000, +480.000
1689052740, +3.48, +27.721,  +0.02342, +1256.000, +108.000, +436.000
1689053340, +3.48, +27.647,  -0.02132, +1299.000, +116.000, +376.000
1689053940, +3.48, +27.573,  -0.02395, +1295.000, +116.000, +376.000
1689054540, +3.48, +27.507,  +0.00500, +1276.000, +116.000, +408.000
1689055140, +3.47, +27.466,  -0.09501, +1294.000, +120.000, +384.000
1689055740, +3.47, +27.441,  +0.02606, +1291.000, +120.000, +384.000
1689056340, +3.47, +27.383,  -0.01869, +1311.000, +108.000, +355.000
1689056940, +3.47, +27.301,  -0.07922, +1297.000, +105.000, +351.000
1689057540, +3.47, +27.185,  -0.06606, +1303.000, +108.000, +355.000
1689058140, +3.47, +27.268,  -0.03448, +1304.000, +112.000, +380.000
1689058740, +3.47, +27.762,  -0.01869, +1279.000, +120.000, +396.000
1689059340, +3.47, +27.713,  -0.03974, +1283.000, +120.000, +398.000
1689059940, +3.48, +27.746,  -0.08975, +1279.000, +116.000, +400.000
1689060540, +3.48, +27.696,  -0.04764, +1292.000, +120.000, +384.000
