7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1688035740, +3.48, +28.697,  -0.02395, +1292.000, +105.000, +351.000
1688036340, +3.48, +28.738,  -0.08711, +1311.000, +113.000, +374.000
1688036940, +3.48, +28.697,  -0.00290, +1311.000, +112.000, +375.000
1688037540, +3.48, +28.681,  -0.00816, +1142.000, +60.000, +476.000
1688038140, +3.48, +28.721,  +0.02606, +1313.000, +115.000, +366.000
1688038740, +3.48, +28.787,  -0.11080, +1303.000, +112.000, +376.000
1688039340, +3.48, +28.836,  -0.01079, +1308.000, +112.000, +378.000
1688039940, +3.48, +28.860,  +0.02869, +1297.000, +118.000, +384.000
1688040540, +3.48, +28.868,  -0.05027, +1299.000, +115.000, +376.000
1688041140, +3.48, +28.819,  -0.01079, +1299.000, +115.000, +376.000
1688041740, +3.48, +28.787,  +0.00500, +1272.000, +112.000, +417.000
1688042340, +3.48, +28.770,  +0.08132, +1286.000, +118.000, +400.000
1688042940, +3.48, +28.721,  -0.00290, +1310.000, +108.000, +355.000
1688043540, +3.48, +28.550,  +0.01026, +1164.000, +68.000, +492.000
1688044140, +3.48, +28.411,  -0.06606, +1155.000, +64.000, +487.000
1688044740, +3.48, +28.443,  +0.08132, +1160.000, +67.000, +488.000
1688045340, +3.48, +28.509,  -0.03711, +1152.000, +64.000, +488.000
1688045940, +3.48, +28.542,  -0.05816, +1156.000, +64.000, +487.000
1688046540, +3.48, +28.582,  -0.03448, +1176.000, +71.000, +494.000
1688047140, +3.48, +28.607,  -0.02132, +1142.000, +60.000, +480.000
1688047740, +3.48, +28.599,  +0.03132, +1299.000, +105.000, +358.000
1688048340, +3.48, +28.591,  +0.00237, +1144.000, +62.000, +480.000
1688048940, +3.48, +28.599,  -0.06080, +1312.000, +120.000, +372.000
1688049540, +3.48, +28.656,  -0.01869, +1148.000, +64.000, +487.000
1688050140, +3.48, +28.738,  -0.00026, +1267.000, +108.000, +428.000
1688050740, +3.48, +28.787,  +0.06553, +1302.000, +116.000, +376.000
1688051340, +3.48, +28.819,  -0.02658, +1270.000, +112.000, +423.000
1688051940, +3.48, +28.828,  -0.03185, +1255.000, +104.000, +448.000
1688052540, +3.48, +28.828,  -0.04764, +1143.000, +60.000, +480.000
1688053140, +3.48, +28.566,  +0.03921, +1168.000, +71.000, +494.000
1688053740, +3.48, +28.533,  -0.05027, +1191.000, +76.000, +496.000
1688054340, +3.48, +28.582,  +0.02079, +1167.000, +70.000, +492.000
1688054940, +3.48, +28.591,  -0.08185, +1148.000, +64.000, +487.000
1688055540, +3.48, +28.615,  -0.05290, +1311.000, +108.000, +359.000
1688056140, +3.48, +28.632,  -0.01079, +1286.000, +115.000, +400.000
1688056740, +3.48, +28.656,  -0.06080, +1142.000, +60.000, +480.000
1688057340, +3.48, +28.713,  +0.05237, +1143.000, +60.000, +480.000
1688057940, +3.48, +28.746,  +0.05237, +1144.000, +62.000, +480.000
1688058540, +3.48, +28.754,  +0.01553, +1308.000, +112.000, +376.000
1688059140, +3.48, +28.779,  +0.03658, +1304.000, +112.000, +376.000
1688059740, +3.48, +28.738,  +0.00237, +1294.000, +105.000, +351.000
1688060340, +3.48, +28.721,  +0.00763, +1299.000, +116.000, +380.000
1688060940, +3.48, +28.501,  +0.02606, +1139.000, +62.000, +480.000
1688061540, +3.48, +28.165,  +0.16028, +1193.000, +76.000, +492.000
1688062140, +3.48, +27.951,  +0.27608, +1239.000, +96.000, +467.000
1688062740, +3.48, +27.885,  +0.35240, +1243.000, +96.000, +460.000
1688063340, +3.48, +27.902,  +0.71296, +1255.000, +104.000, +448.000
1688063940, +3.48, +28.312,  +0.62874, +1313.000, +112.000, +366.000
1688064540, +3.48, +28.558,  +0.88403, +1299.000, +116.000, +376.000
1688065140, +3.48, +28.411,  +0.98667, +1209.000, +83.000, +488.000
1688065740, +3.48, +28.394,  +1.20248, +1160.000, +70.000, +492.000
1688066340, +3.48, +28.443,  +1.22617, +1182.000, +72.000, +496.000
1688066940, +3.48, +28.181,  +1.39460, +1248.000, +100.000, +454.000
1688067540, +3.48, +28.197,  +1.58146, +1235.000, +96.000, +472.000
1688068140, +3.48, +28.271,  +1.88149, +1200.000, +78.000, +488.000
1688068740, +3.48, +28.361,  +2.35259, +1196.000, +78.000, +492.000
1688069340, +3.48, +28.402,  +1.38934, +1168.000, +70.000, +488.000
1688069940, +3.48, +28.197,  +1.51830, +1235.000, +96.000, +470.000
1688070540, +3.48, +27.951,  +2.14731, +1260.000, +108.000, +440.000
1688071140, +3.48, +27.910,  +2.80000, +1283.000, +118.000, +400.000
1688071740, +3.48, +27.935,  +3.33163, +1268.000, +112.000, +424.000
1688072340, +3.48, +28.025,  +3.07108, +1267.000, +112.000, +425.000
1688072940, +3.48, +28.115,  +2.33417, +1223.000, +88.000, +480.000
1688073540, +3.48, +28.214,  +3.47375, +1236.000, +96.000, +470.000
1688074140, +3.48, +28.238,  +4.21329, +1256.000, +102.000, +448.000
1688074740, +3.48, +28.247,  +2.75526, +1240.000, +96.000, +462.000
1688075340, +3.48, +28.296,  +5.02652, +1232.000, +96.000, +472.000
1688075940, +3.48, +28.288,  +5.41603, +1216.000, +84.000, +484.000
1688076540, +3.48, +28.329,  +4.81071, +1144.000, +64.000, +484.000
1688077140, +3.48, +28.394,  +5.05284, +1187.000, +73.000, +492.000
1688077740, +3.48, +28.468,  +5.81607, +1168.000, +68.000, +492.000
1688078340, +3.48, +28.542,  +5.59237, +1167.000, +68.000, +488.000
1688078940, +3.48, +28.599,  +4.66860, +1145.000, +64.000, +486.000
1688079540, +3.48, +28.632,  +4.57385, +1144.000, +60.000, +484.000
1688080140, +3.48, +28.648,  +4.55016, +1296.000, +103.000, +355.000
1688080740, +3.48, +28.689,  +4.45015, +1143.000, +62.000, +480.000
1688081340, +3.48, +28.681,  +4.38173, +1143.000, +60.000, +480.000
1688081940, +3.48, +28.689,  +5.21602, +1278.000, +116.000, +408.000
1688082540, +3.48, +28.697,  +5.33182, +1144.000, +64.000, +484.000
1688083140, +3.48, +28.705,  +4.16855, +1307.000, +136.000, +355.000
1688083740, +3.48, +28.713,  +3.85799, +1308.000, +131.000, +355.000
1688084340, +3.48, +28.713,  +3.92116, +1295.000, +103.000, +355.000
1688084940, +3.48, +28.713,  +3.90010, +1311.000, +117.000, +368.000
1688085540, +3.48, +28.730,  +3.66587, +1309.000, +112.000, +359.000
1688086140, +3.48, +28.730,  +3.73430, +1315.000, +115.000, +368.000
1688086740, +3.48, +28.746,  +3.44480, +1270.000, +112.000, +422.000
1688087340, +3.48, +28.738,  +3.06845, +1278.000, +114.000, +408.000
1688087940, +3.48, +28.746,  +2.93159, +1142.000, +60.000, +480.000
1688088540, +3.48, +28.754,  +2.62893, +1295.000, +103.000, +351.000
1688089140, +3.48, +28.746,  +2.51050, +1140.000, +63.000, +476.000
1688089740, +3.48, +28.762,  +2.31048, +1304.000, +114.000, +376.000
1688090340, +3.48, +28.754,  +2.18942, +1272.000, +112.000, +419.000
1688090940, +3.48, +28.762,  +2.16836, +1308.000, +112.000, +377.000
1688091540, +3.48, +28.754,  +1.86833, +1299.000, +110.000, +355.000
1688092140, +3.48, +28.746,  +1.71306, +1318.000, +111.000, +358.000
1688092740, +3.48, +28.607,  +1.47882, +1142.000, +60.000, +483.000
1688093340, +3.48, +28.492,  +1.43408, +1200.000, +80.000, +492.000
1688093940, +3.48, +28.460,  +1.29723, +1168.000, +67.000, +492.000
1688094540, +3.48, +28.492,  +1.20511, +1155.000, +65.000, +488.000
1688095140, +3.48, +28.509,  +1.08668, +1159.000, +64.000, +489.000
1688095740, +3.48, +28.525,  +1.06563, +1140.000, +64.000, +480.000
1688096340, +3.48, +28.427,  +0.83139, +1180.000, +72.000, +494.000
1688096940, +3.48, +28.074,  +0.71296, +1248.000, +100.000, +456.000
1688097540, +3.48, +27.885,  +0.67085, +1273.000, +114.000, +416.000
1688098140, +3.48, +27.861,  +0.64190, +1208.000, +80.000, +488.000
1688098740, +3.48, +28.132,  +0.51294, +1144.000, +64.000, +484.000
1688099340, +3.48, +28.378,  +0.36293, +1184.000, +76.000, +494.000
1688099940, +3.48, +28.484,  +0.34451, +1183.000, +72.000, +492.000
1688100540, +3.48, +28.509,  +0.14712, +1182.000, +72.000, +496.000
1688101140, +3.48, +28.533,  +0.14975, +1158.000, +65.000, +488.000
1688101740, +3.48, +28.550,  +0.00237, +1156.000, +64.000, +488.000
1688102340, +3.48, +28.582,  +0.00237, +1198.000, +80.000, +492.000
1688102940, +3.48, +28.599,  +0.02079, +1276.000, +112.000, +416.000
1688103540, +3.48, +28.632,  -0.01869, +1144.000, +64.000, +483.000
1688104140, +3.48, +28.599,  -0.02132, +1142.000, +64.000, +480.000
1688104740, +3.48, +28.484,  +0.02869, +1168.000, +70.000, +494.000
1688105340, +3.48, +28.517,  -0.03448, +1167.000, +67.000, +492.000
1688105940, +3.48, +28.591,  +0.02079, +1144.000, +60.000, +481.000
1688106540, +3.48, +28.599,  -0.01342, +1155.000, +64.000, +487.000
1688107140, +3.48, +28.607,  -0.04500, +1145.000, +62.000, +483.000
1688107740, +3.48, +28.640,  -0.03974, +1294.000, +120.000, +384.000
1688108340, +3.48, +28.632,  -0.07132, +1139.000, +60.000, +480.000
1688108940, +3.48, +28.591,  -0.06080, +1151.000, +64.000, +487.000
1688109540, +3.48, +28.599,  -0.00553, +1155.000, +64.000, +488.000
1688110140, +3.48, +28.558,  +0.07080, +1166.000, +66.000, +492.000
1688110740, +3.48, +28.435,  -0.00290, +1144.000, +64.000, +484.000
1688111340, +3.48, +28.345,  +0.02606, +1166.000, +67.000, +488.000
1688111940, +3.48, +28.361,  +0.04711, +1302.000, +112.000, +380.000
1688112540, +3.48, +28.411,  +0.01816, +1166.000, +68.000, +492.000
1688113140, +3.48, +28.484,  -0.00026, +1185.000, +76.000, +496.000
1688113740, +3.48, +28.468,  +0.01553, +1187.000, +72.000, +492.000
1688114340, +3.48, +28.435,  +0.07869, +1193.000, +78.000, +492.000
1688114940, +3.48, +28.443,  -0.04500, +1196.000, +76.000, +492.000
1688115540, +3.48, +28.550,  +0.02869, +1164.000, +65.000, +492.000
1688116140, +3.48, +28.664,  +0.05237, +1145.000, +64.000, +484.000
1688116740, +3.48, +28.721,  -0.07922, +1311.000, +117.000, +368.000
1688117340, +3.48, +28.730,  +0.02342, +1276.000, +115.000, +409.000
1688117940, +3.48, +28.738,  +0.02079, +1144.000, +64.000, +483.000
1688118540, +3.48, +28.770,  +0.02606, +1304.000, +112.000, +376.000
1688119140, +3.48, +28.811,  -0.07132, +1292.000, +103.000, +351.000
1688119740, +3.48, +28.770,  -0.03185, +1315.000, +107.000, +359.000
1688120340, +3.48, +28.795,  +0.04974, +1142.000, +63.000, +473.000
1688120940, +3.48, +28.819,  +0.04185, +1140.000, +60.000, +480.000
1688121540, +3.48, +28.795,  -0.04500, +1313.000, +64.000, +369.000
1688122140, +3.48, +28.787,  +0.03395, +1265.000, +112.000, +424.000
