7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1681597740, +3.49, +29.170,  +0.95772, +1286.000, +120.000, +372.000
1681598340, +3.50, +29.105,  +1.16037, +1283.000, +103.000, +318.000
1681598940, +3.50, +28.950,  +1.13669, +1155.000, +64.000, +466.000
1681599540, +3.50, +28.664,  +1.63410, +1145.000, +64.000, +463.000
1681600140, +3.50, +28.501,  +1.47882, +1203.000, +80.000, +463.000
1681600740, +3.50, +28.435,  +1.77359, +1279.000, +112.000, +384.000
1681601340, +3.50, +28.501,  +1.92097, +1271.000, +112.000, +398.000
1681601940, +3.50, +28.533,  +2.21837, +1187.000, +73.000, +472.000
1681602540, +3.50, +28.615,  +0.44452, +1187.000, +76.000, +468.000
1681603140, +3.50, +28.942,  +0.74454, +1219.000, +86.000, +454.000
1681603740, +3.49, +29.178,  +0.57084, +1161.000, +66.000, +467.000
1681604340, +3.49, +29.284,  +0.98141, +1164.000, +66.000, +467.000
1681604940, +3.50, +29.154,  +1.79991, +1292.000, +105.000, +315.000
1681605540, +3.50, +28.999,  +1.74727, +1315.000, +116.000, +326.000
1681606140, +3.50, +28.811,  +0.37872, +1312.000, +121.000, +344.000
1681606740, +3.50, +28.991,  +0.17870, +1304.000, +120.000, +344.000
1681607340, +3.50, +29.178,  +0.30503, +1286.000, +120.000, +376.000
1681607940, +3.50, +29.080,  +0.51294, +1308.000, +116.000, +344.000
1681608540, +3.50, +28.746,  +0.48662, +1192.000, +76.000, +465.000
1681609140, +3.50, +28.533,  +0.89982, +1164.000, +67.000, +468.000
1681609740, +3.50, +28.705,  +1.09984, +1267.000, +112.000, +398.000
1681610340, +3.50, +28.999,  +1.42619, +1248.000, +100.000, +428.000
1681610940, +3.50, +28.950,  +1.68147, +1139.000, +56.000, +460.000
1681611540, +3.50, +28.632,  +2.18415, +1284.000, +120.000, +376.000
1681612140, +3.50, +28.468,  +2.72631, +1294.000, +120.000, +356.000
1681612740, +3.50, +28.370,  +2.83684, +1243.000, +96.000, +436.000
1681613340, +3.50, +28.353,  +2.30522, +1139.000, +64.000, +460.000
1681613940, +3.50, +28.353,  +2.24732, +1232.000, +96.000, +448.000
1681614540, +3.50, +28.304,  +2.03940, +1264.000, +112.000, +406.000
1681615140, +3.50, +28.124,  +1.74990, +1158.000, +64.000, +467.000
1681615740, +3.50, +27.968,  +1.93939, +1302.000, +120.000, +348.000
1681616340, +3.50, +27.918,  +1.86833, +1286.000, +120.000, +376.000
1681616940, +3.49, +27.894,  +1.15511, +1176.000, +70.000, +468.000
1681617540, +3.50, +27.844,  +0.90508, +1320.000, +121.000, +324.000
1681618140, +3.50, +27.663,  +0.70507, +1296.000, +120.000, +355.000
1681618740, +3.50, +27.581,  +0.67612, +1137.000, +60.000, +451.000
1681619340, +3.50, +27.523,  +0.27345, +1139.000, +56.000, +460.000
1681619940, +3.50, +27.523,  +0.09975, +1136.000, +60.000, +451.000
1681620540, +3.50, +27.515,  +0.05501, +1225.000, +92.000, +450.000
1681621140, +3.50, +27.532,  +0.11554, +1230.000, +92.000, +448.000
1681621740, +3.49, +27.532,  +0.09185, +1222.000, +88.000, +456.000
1681622340, +3.49, +27.532,  +0.04185, +1276.000, +112.000, +390.000
1681622940, +3.49, +27.515,  +0.04185, +1164.000, +68.000, +467.000
1681623540, +3.49, +27.532,  +0.03132, +1267.000, +112.000, +400.000
1681624140, +3.49, +27.589,  +0.04711, +1212.000, +83.000, +464.000
1681624740, +3.49, +27.754,  +0.02869, +1159.000, +64.000, +465.000
1681625340, +3.49, +27.836,  +0.10501, +1167.000, +67.000, +465.000
1681625940, +3.49, +27.910,  +0.06027, +1136.000, +60.000, +454.000
1681626540, +3.49, +27.943,  +0.05237, +1311.000, +116.000, +345.000
1681627140, +3.49, +27.959,  +0.02869, +1311.000, +116.000, +344.000
1681627740, +3.49, +27.894,  +0.04185, +1286.000, +120.000, +376.000
1681628340, +3.49, +27.861,  +0.02342, +1273.000, +103.000, +307.000
1681628940, +3.49, +27.861,  +0.09185, +1160.000, +65.000, +468.000
1681629540, +3.49, +27.902,  -0.02921, +1275.000, +115.000, +390.000
1681630140, +3.49, +28.058,  +0.07080, +1260.000, +104.000, +414.000
1681630740, +3.49, +28.337,  +0.05501, +1174.000, +68.000, +468.000
1681631340, +3.49, +28.361,  +0.01816, +1288.000, +120.000, +368.000
1681631940, +3.49, +28.468,  -0.02921, +1265.000, +112.000, +403.000
1681632540, +3.49, +28.484,  -0.00816, +1276.000, +116.000, +384.000
1681633140, +3.49, +28.484,  -0.01869, +1267.000, +112.000, +408.000
1681633740, +3.49, +28.509,  +0.03658, +1203.000, +80.000, +466.000
1681634340, +3.49, +28.509,  +0.01553, +1196.000, +78.000, +468.000
1681634940, +3.49, +28.550,  +0.07343, +1318.000, +123.000, +337.000
1681635540, +3.49, +28.746,  +0.02606, +1270.000, +112.000, +400.000
1681636140, +3.49, +28.893,  +0.00763, +1222.000, +86.000, +456.000
1681636740, +3.49, +28.999,  -0.00553, +1268.000, +112.000, +400.000
1681637340, +3.49, +29.048,  -0.02132, +1304.000, +120.000, +348.000
1681637940, +3.49, +29.105,  +0.05501, +1248.000, +100.000, +432.000
1681638540, +3.49, +29.113,  -0.02658, +1251.000, +102.000, +428.000
1681639140, +3.49, +29.056,  +0.02869, +1256.000, +104.000, +422.000
1681639740, +3.50, +28.893,  +0.05764, +1283.000, +115.000, +376.000
1681640340, +3.49, +28.730,  +0.04185, +1312.000, +121.000, +344.000
1681640940, +3.49, +28.893,  -0.01342, +1140.000, +60.000, +464.000
1681641540, +3.49, +29.015,  +0.00500, +1276.000, +112.000, +390.000
1681642140, +3.49, +28.885,  +0.06027, +1299.000, +120.000, +352.000
1681642740, +3.50, +28.648,  -0.01079, +1304.000, +67.000, +319.000
1681643340, +3.50, +28.681,  -0.02921, +1144.000, +64.000, +464.000
1681643940, +3.50, +28.942,  +0.00763, +1168.000, +68.000, +467.000
1681644540, +3.49, +29.023,  +0.06027, +1180.000, +70.000, +470.000
1681645140, +3.50, +28.738,  +0.04448, +1295.000, +120.000, +359.000
1681645740, +3.49, +28.509,  -0.02921, +1180.000, +71.000, +468.000
1681646340, +3.49, +28.435,  +0.04448, +1244.000, +96.000, +432.000
1681646940, +3.49, +28.386,  +0.01290, +1182.000, +72.000, +467.000
1681647540, +3.50, +28.361,  +0.08922, +1308.000, +120.000, +344.000
1681648140, +3.49, +28.361,  +0.03921, +1256.000, +102.000, +423.000
1681648740, +3.49, +28.492,  -0.02132, +1287.000, +120.000, +368.000
1681649340, +3.50, +28.558,  -0.01605, +1267.000, +112.000, +403.000
1681649940, +3.49, +28.877,  +0.04974, +1176.000, +71.000, +464.000
1681650540, +3.50, +29.040,  +0.01026, +1155.000, +64.000, +464.000
1681651140, +3.50, +29.080,  +0.08922, +1150.000, +64.000, +463.000
1681651740, +3.50, +28.926,  +0.01026, +1142.000, +60.000, +456.000
1681652340, +3.50, +28.860,  -0.00026, +1153.000, +64.000, +463.000
1681652940, +3.49, +28.983,  -0.02132, +1294.000, +112.000, +342.000
1681653540, +3.50, +29.080,  -0.02395, +1137.000, +60.000, +451.000
1681654140, +3.49, +29.089,  -0.02921, +1303.000, +120.000, +344.000
1681654740, +3.50, +29.129,  +0.07869, +1304.000, +120.000, +344.000
1681655340, +3.50, +29.121,  +0.03921, +1311.000, +120.000, +348.000
1681655940, +3.50, +28.762,  +0.08922, +1311.000, +116.000, +348.000
1681656540, +3.50, +28.640,  +0.07606, +1155.000, +64.000, +462.000
1681657140, +3.50, +28.844,  -0.00816, +1191.000, +72.000, +467.000
1681657740, +3.50, +28.868,  +0.02079, +1136.000, +56.000, +454.000
1681658340, +3.50, +28.901,  -0.01869, +1291.000, +120.000, +364.000
1681658940, +3.50, +28.909,  -0.00026, +1148.000, +64.000, +462.000
