7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1680988740, +3.50, +29.170,  +6.68194, +1248.000, +100.000, +424.000
1680989340, +3.50, +29.276,  +6.81090, +1168.000, +68.000, +468.000
1680989940, +3.50, +29.194,  +7.00303, +1251.000, +99.000, +428.000
1680990540, +3.50, +29.178,  +6.50824, +1232.000, +96.000, +444.000
1680991140, +3.50, +29.097,  +6.52930, +1240.000, +96.000, +440.000
1680991740, +3.50, +28.917,  +6.31612, +1289.000, +120.000, +360.000
1680992340, +3.50, +28.828,  +6.58983, +1287.000, +120.000, +368.000
1680992940, +3.50, +28.844,  +7.04250, +1276.000, +114.000, +384.000
1680993540, +3.50, +28.917,  +7.28726, +1184.000, +72.000, +470.000
1680994140, +3.50, +29.023,  +7.10040, +1288.000, +120.000, +368.000
1680994740, +3.50, +28.950,  +6.99250, +1296.000, +124.000, +352.000
1680995340, +3.50, +28.370,  +7.17409, +1284.000, +118.000, +376.000
1680995940, +3.50, +28.558,  +6.91354, +1276.000, +112.000, +390.000
1680996540, +3.50, +28.607,  +5.92398, +1287.000, +120.000, +368.000
1680997140, +3.50, +28.337,  +1.13405, +1287.000, +120.000, +368.000
1680997740, +3.50, +27.968,  +5.50288, +1315.000, +124.000, +334.000
1680998340, +3.50, +28.173,  +5.56342, +1316.000, +124.000, +332.000
1680998940, +3.50, +28.452,  +5.38708, +1315.000, +121.000, +336.000
1680999540, +3.50, +28.517,  +5.59237, +1304.000, +120.000, +345.000
1681000140, +3.50, +28.115,  +4.12381, +1312.000, +113.000, +322.000
1681000740, +3.50, +27.811,  +6.07399, +1143.000, +60.000, +460.000
1681001340, +3.50, +27.737,  +5.54236, +1151.000, +64.000, +464.000
1681001940, +3.50, +28.000,  +5.05021, +1153.000, +64.000, +464.000
1681002540, +3.50, +28.189,  +4.88441, +1140.000, +60.000, +457.000
1681003140, +3.50, +28.288,  +5.61605, +1272.000, +112.000, +396.000
1681003740, +3.50, +28.378,  +3.94221, +1302.000, +120.000, +352.000
1681004340, +3.50, +28.435,  +4.53174, +1211.000, +80.000, +462.000
1681004940, +3.50, +28.476,  +4.33962, +1190.000, +72.000, +464.000
1681005540, +3.50, +28.402,  +3.96853, +1276.000, +115.000, +384.000
1681006140, +3.50, +28.370,  +3.28426, +1276.000, +115.000, +384.000
1681006740, +3.50, +28.427,  +3.26057, +1271.000, +112.000, +398.000
1681007340, +3.50, +28.452,  +2.86053, +1249.000, +100.000, +432.000
1681007940, +3.50, +28.525,  +2.10520, +1272.000, +112.000, +398.000
1681008540, +3.50, +28.558,  +1.83149, +1228.000, +96.000, +448.000
1681009140, +3.50, +28.591,  +1.53935, +1196.000, +78.000, +472.000
1681009740, +3.50, +28.566,  +1.20248, +1166.000, +67.000, +467.000
1681010340, +3.50, +28.550,  +1.11300, +1183.000, +72.000, +468.000
1681010940, +3.50, +28.484,  +1.13932, +1283.000, +120.000, +376.000
1681011540, +3.50, +28.492,  +1.00509, +1283.000, +111.000, +311.000
1681012140, +3.50, +28.615,  +0.86034, +1187.000, +72.000, +468.000
1681012740, +3.50, +28.852,  +0.79981, +1171.000, +70.000, +468.000
1681013340, +3.50, +28.975,  +0.71823, +1148.000, +64.000, +463.000
1681013940, +3.50, +28.983,  +0.61822, +1136.000, +62.000, +456.000
1681014540, +3.50, +28.901,  +0.69191, +1270.000, +112.000, +400.000
1681015140, +3.50, +28.852,  +0.33661, +1311.000, +112.000, +329.000
1681015740, +3.50, +28.885,  +0.26029, +1144.000, +64.000, +462.000
1681016340, +3.50, +28.975,  +0.22607, +1299.000, +112.000, +319.000
1681016940, +3.50, +29.097,  +0.13922, +1140.000, +60.000, +456.000
1681017540, +3.50, +29.178,  +0.12343, +1137.000, +60.000, +454.000
1681018140, +3.50, +29.178,  +0.06553, +1300.000, +110.000, +316.000
1681018740, +3.50, +29.121,  -0.00816, +1283.000, +120.000, +376.000
1681019340, +3.50, +29.194,  +0.03921, +1139.000, +60.000, +457.000
1681019940, +3.50, +29.349,  -0.03974, +1292.000, +110.000, +310.000
1681020540, +3.50, +29.455,  -0.00816, +1136.000, +60.000, +449.000
1681021140, +3.50, +29.503,  -0.01869, +1299.000, +120.000, +348.000
1681021740, +3.50, +29.568,  -0.04237, +1304.000, +120.000, +344.000
1681022340, +3.50, +29.609,  +0.04185, +1307.000, +120.000, +338.000
1681022940, +3.50, +29.617,  +0.00500, +1295.000, +112.000, +309.000
1681023540, +3.50, +29.617,  +0.05764, +1304.000, +120.000, +344.000
1681024140, +3.50, +29.568,  +0.06290, +1302.000, +120.000, +348.000
1681024740, +3.50, +29.568,  +0.08396, +1299.000, +124.000, +348.000
1681025340, +3.50, +29.584,  +0.05501, +1304.000, +120.000, +348.000
1681025940, +3.50, +29.601,  +0.02342, +1279.000, +116.000, +376.000
1681026540, +3.50, +29.609,  +0.07343, +1315.000, +121.000, +333.000
1681027140, +3.50, +29.609,  -0.00290, +1283.000, +116.000, +376.000
1681027740, +3.50, +29.625,  +0.00500, +1244.000, +96.000, +432.000
1681028340, +3.50, +29.617,  +0.00237, +1246.000, +97.000, +432.000
1681028940, +3.50, +29.609,  +0.07606, +1203.000, +80.000, +464.000
1681029540, +3.50, +29.430,  -0.03448, +1217.000, +86.000, +456.000
1681030140, +3.50, +28.730,  +0.08132, +1304.000, +120.000, +344.000
1681030740, +3.50, +28.607,  -0.05027, +1283.000, +103.000, +315.000
1681031340, +3.50, +28.615,  +0.03921, +1137.000, +62.000, +452.000
1681031940, +3.50, +28.468,  +0.02606, +1164.000, +64.000, +464.000
