7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1682989740, +3.49, +28.033,  +2.52103, +1136.000, +60.000, +455.000
1682990340, +3.49, +28.066,  +4.18697, +1244.000, +99.000, +438.000
1682990940, +3.49, +28.042,  +1.49198, +1299.000, +128.000, +352.000
1682991540, +3.49, +28.017,  +2.58156, +1295.000, +124.000, +360.000
1682992140, +3.49, +28.033,  +3.39479, +1264.000, +112.000, +408.000
1682992740, +3.49, +27.984,  +1.41040, +1284.000, +120.000, +376.000
1682993340, +3.49, +27.959,  +0.79192, +1134.000, +60.000, +449.000
1682993940, +3.49, +27.885,  +2.21310, +1304.000, +115.000, +318.000
1682994540, +3.49, +27.770,  +0.75244, +1148.000, +64.000, +463.000
1682995140, +3.49, +27.704,  +1.44198, +1313.000, +124.000, +344.000
1682995740, +3.49, +27.680,  +1.82886, +1287.000, +124.000, +369.000
1682996340, +3.49, +27.655,  +0.99983, +1279.000, +103.000, +312.000
1682996940, +3.49, +27.655,  +1.30512, +1195.000, +78.000, +470.000
1682997540, +3.49, +27.663,  +1.06563, +1135.000, +62.000, +452.000
1682998140, +3.49, +27.663,  +0.88403, +1139.000, +60.000, +460.000
1682998740, +3.49, +27.713,  +0.49189, +1236.000, +96.000, +448.000
1682999340, +3.49, +27.902,  +0.82876, +1230.000, +92.000, +448.000
1682999940, +3.49, +27.943,  +0.26029, +1267.000, +112.000, +400.000
1683000540, +3.49, +27.869,  +0.58137, +1158.000, +64.000, +465.000
1683001140, +3.49, +27.828,  +0.42346, +1319.000, +124.000, +327.000
1683001740, +3.49, +27.779,  +0.25239, +1310.000, +123.000, +319.000
1683002340, +3.49, +27.762,  +0.19186, +1279.000, +99.000, +312.000
1683002940, +3.49, +27.787,  +0.07343, +1311.000, +128.000, +340.000
1683003540, +3.49, +27.779,  +0.10764, +1304.000, +67.000, +317.000
1683004140, +3.49, +27.902,  +0.17607, +1136.000, +62.000, +451.000
1683004740, +3.49, +27.968,  +0.02869, +1278.000, +111.000, +303.000
1683005340, +3.49, +27.992,  +0.07343, +1134.000, +60.000, +451.000
1683005940, +3.49, +28.033,  +0.00500, +1222.000, +88.000, +454.000
1683006540, +3.49, +28.000,  -0.08185, +1279.000, +111.000, +302.000
1683007140, +3.49, +27.918,  -0.02132, +1228.000, +92.000, +452.000
1683007740, +3.49, +27.918,  +0.04711, +1284.000, +120.000, +372.000
1683008340, +3.49, +27.869,  +0.06553, +1287.000, +120.000, +376.000
1683008940, +3.49, +27.828,  -0.03448, +1311.000, +115.000, +323.000
1683009540, +3.49, +27.853,  +0.05501, +1291.000, +124.000, +368.000
1683010140, +3.49, +27.918,  -0.03974, +1219.000, +84.000, +454.000
1683010740, +3.49, +27.894,  +0.11027, +1171.000, +70.000, +472.000
1683011340, +3.49, +27.754,  -0.01342, +1182.000, +72.000, +467.000
1683011940, +3.49, +27.639,  -0.01869, +1199.000, +78.000, +468.000
1683012540, +3.49, +27.532,  +0.08132, +1208.000, +80.000, +464.000
1683013140, +3.49, +27.490,  +0.07343, +1296.000, +128.000, +356.000
1683013740, +3.49, +27.499,  +0.07606, +1196.000, +80.000, +464.000
1683014340, +3.49, +27.779,  +0.04448, +1182.000, +72.000, +465.000
1683014940, +3.49, +27.910,  +0.06027, +1139.000, +60.000, +460.000
1683015540, +3.49, +28.042,  +0.03395, +1310.000, +121.000, +319.000
1683016140, +3.49, +28.173,  +0.02342, +1233.000, +96.000, +440.000
