7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1686904740, +3.48, +28.877,  -0.05027, +1308.000, +112.000, +355.000
1686905340, +3.48, +28.868,  +0.03395, +1315.000, +101.000, +351.000
1686905940, +3.48, +28.877,  +0.05501, +1296.000, +120.000, +380.000
1686906540, +3.48, +28.868,  -0.05553, +1311.000, +107.000, +352.000
1686907140, +3.48, +28.877,  +0.01816, +1312.000, +113.000, +364.000
1686907740, +3.48, +28.885,  -0.02658, +1303.000, +102.000, +355.000
1686908340, +3.48, +28.885,  -0.03711, +1299.000, +107.000, +351.000
1686908940, +3.48, +28.885,  +0.01026, +1143.000, +60.000, +480.000
1686909540, +3.48, +28.885,  -0.07922, +1315.000, +112.000, +358.000
1686910140, +3.48, +28.787,  +0.01026, +1144.000, +64.000, +480.000
1686910740, +3.48, +28.107,  +0.01816, +1275.000, +115.000, +408.000
1686911340, +3.48, +27.779,  -0.05027, +1289.000, +120.000, +388.000
1686911940, +3.48, +27.721,  -0.03974, +1144.000, +62.000, +480.000
1686912540, +3.48, +27.844,  +0.00763, +1279.000, +118.000, +403.000
1686913140, +3.48, +27.861,  +0.03921, +1143.000, +60.000, +480.000
1686913740, +3.48, +27.836,  -0.01342, +1305.000, +112.000, +368.000
1686914340, +3.48, +27.836,  +0.04185, +1304.000, +112.000, +372.000
1686914940, +3.48, +27.688,  +0.04185, +1144.000, +64.000, +480.000
1686915540, +3.48, +27.597,  +0.04974, +1144.000, +62.000, +480.000
1686916140, +3.48, +27.573,  +0.00500, +1140.000, +60.000, +472.000
1686916740, +3.48, +27.589,  -0.00816, +1164.000, +68.000, +488.000
1686917340, +3.48, +27.696,  -0.00816, +1142.000, +60.000, +472.000
1686917940, +3.48, +27.729,  +0.03395, +1294.000, +120.000, +376.000
1686918540, +3.48, +27.688,  +0.03658, +1299.000, +118.000, +376.000
