7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1681945740, +3.49, +28.452,  +4.23961, +1136.000, +60.000, +451.000
1681946340, +3.49, +28.189,  +7.66888, +1136.000, +60.000, +454.000
1681946940, +3.49, +28.017,  +7.30569, +1176.000, +70.000, +468.000
1681947540, +3.49, +27.976,  +7.98733, +1225.000, +88.000, +450.000
1681948140, +3.49, +27.910,  +6.64246, +1284.000, +124.000, +368.000
1681948740, +3.49, +27.869,  +8.32420, +1216.000, +88.000, +456.000
1681949340, +3.49, +27.828,  +8.39000, +1220.000, +88.000, +455.000
1681949940, +3.49, +27.861,  +9.51379, +1283.000, +120.000, +376.000
1681950540, +3.49, +27.918,  +6.07662, +1176.000, +70.000, +467.000
1681951140, +3.49, +27.927,  +7.43464, +1257.000, +108.000, +414.000
1681951740, +3.49, +27.910,  +7.09251, +1288.000, +124.000, +364.000
1681952340, +3.49, +27.959,  +5.80554, +1159.000, +65.000, +464.000
1681952940, +3.49, +28.058,  +6.95039, +1174.000, +71.000, +470.000
1681953540, +3.49, +28.115,  +5.58447, +1175.000, +71.000, +470.000
1681954140, +3.49, +28.173,  +5.30813, +1167.000, +70.000, +470.000
1681954740, +3.49, +28.230,  +5.36866, +1313.000, +124.000, +343.000
1681955340, +3.49, +28.607,  +4.68439, +1136.000, +60.000, +460.000
1681955940, +3.49, +28.811,  +4.51332, +1136.000, +59.000, +449.000
1681956540, +3.49, +28.550,  +3.45532, +1139.000, +64.000, +460.000
1681957140, +3.49, +28.296,  +2.98686, +1136.000, +60.000, +451.000
1681957740, +3.49, +28.271,  +2.03677, +1315.000, +127.000, +331.000
1681958340, +3.49, +28.664,  +1.48672, +1171.000, +70.000, +464.000
1681958940, +3.49, +28.909,  +1.45250, +1136.000, +60.000, +454.000
1681959540, +3.49, +29.032,  +1.15511, +1297.000, +124.000, +348.000
1681960140, +3.49, +29.080,  +0.84192, +1204.000, +80.000, +460.000
1681960740, +3.49, +29.113,  +0.60769, +1302.000, +124.000, +348.000
1681961340, +3.49, +29.113,  +0.37346, +1251.000, +104.000, +424.000
1681961940, +3.49, +29.089,  +0.49978, +1148.000, +64.000, +462.000
1681962540, +3.49, +29.040,  +0.33924, +1255.000, +104.000, +422.000
1681963140, +3.49, +29.032,  +0.28924, +1311.000, +120.000, +344.000
1681963740, +3.49, +29.015,  +0.20239, +1319.000, +120.000, +326.000
1681964340, +3.49, +28.966,  +0.15501, +1275.000, +100.000, +311.000
1681964940, +3.49, +28.852,  +0.19976, +1292.000, +120.000, +360.000
1681965540, +3.49, +28.770,  +0.02342, +1191.000, +76.000, +468.000
1681966140, +3.49, +28.819,  +0.11817, +1136.000, +60.000, +455.000
1681966740, +3.49, +28.828,  +0.09448, +1272.000, +112.000, +396.000
1681967340, +3.49, +28.762,  -0.04500, +1304.000, +120.000, +348.000
1681967940, +3.49, +28.582,  -0.02395, +1275.000, +112.000, +392.000
1681968540, +3.49, +28.460,  +0.03395, +1315.000, +124.000, +364.000
1681969140, +3.49, +28.599,  +0.03921, +1287.000, +120.000, +371.000
1681969740, +3.49, +28.721,  +0.03658, +1312.000, +120.000, +343.000
1681970340, +3.49, +28.828,  +0.04974, +1312.000, +120.000, +319.000
1681970940, +3.49, +28.811,  +0.06816, +1232.000, +96.000, +448.000
1681971540, +3.49, +28.795,  +0.10501, +1295.000, +128.000, +364.000
1681972140, +3.49, +28.819,  -0.02132, +1320.000, +123.000, +327.000
1681972740, +3.49, +28.770,  -0.02658, +1288.000, +120.000, +368.000
1681973340, +3.49, +28.705,  +0.05237, +1312.000, +120.000, +339.000
1681973940, +3.49, +28.632,  +0.03658, +1287.000, +120.000, +371.000
1681974540, +3.49, +28.632,  +0.06553, +1187.000, +76.000, +466.000
1681975140, +3.49, +28.615,  +0.01026, +1315.000, +118.000, +275.000
1681975740, +3.49, +28.394,  -0.02658, +1302.000, +120.000, +348.000
1681976340, +3.49, +28.312,  +0.04448, +1136.000, +60.000, +448.000
1681976940, +3.49, +28.337,  +0.05237, +1136.000, +60.000, +451.000
1681977540, +3.49, +28.197,  +0.00237, +1164.000, +65.000, +467.000
1681978140, +3.49, +28.115,  +0.04185, +1313.000, +120.000, +345.000
1681978740, +3.49, +27.877,  +0.05764, +1209.000, +82.000, +464.000
