7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1692211740, +3.00, +28.533,  +1.44724, +1139.000, +56.000, +448.000
1692212340, +3.00, +28.542,  +1.70516, +1259.000, +140.000, +218.000
1692212940, +3.00, +28.550,  +2.02361, +1278.000, +164.000, +188.000
1692213540, +3.00, +28.558,  +2.27363, +1116.000, +50.000, +440.000
1692214140, +3.00, +28.558,  +2.57366, +1176.000, +117.000, +249.000
1692214740, +3.00, +28.550,  +2.87632, +1295.000, +156.000, +271.000
1692215340, +3.00, +28.566,  +3.07897, +1200.000, +80.000, +456.000
1692215940, +3.00, +28.558,  +3.26320, +1158.000, +64.000, +456.000
1692216540, +3.00, +28.558,  +3.75798, +1148.000, +62.000, +492.000
1692217140, +3.00, +28.542,  +4.08170, +1305.000, +108.000, +385.000
1692217740, +3.00, +28.566,  +4.36330, +1208.000, +80.000, +462.000
1692218340, +3.00, +28.574,  +4.61596, +1304.000, +112.000, +387.000
1692218940, +3.00, +28.582,  +5.04495, +1219.000, +88.000, +488.000
1692219540, +3.00, +28.574,  +5.51868, +1283.000, +115.000, +410.000
1692220140, +3.00, +28.542,  +5.88976, +1209.000, +130.000, +248.000
1692220740, +3.00, +28.206,  +6.81880, +1145.000, +54.000, +301.000
1692221340, +3.00, +28.115,  +8.14261, +1191.000, +94.000, +255.000
1692221940, +3.00, +28.181,  +8.11366, +1208.000, +110.000, +271.000
1692222540, +3.00, +28.000,  +5.98451, +1139.000, +62.000, +486.000
1692223140, +2.99, +27.721,  +8.25051, +1183.000, +127.000, +267.000
1692223740, +2.99, +27.556,  +9.10585, +1244.000, +152.000, +214.000
1692224340, +2.99, +27.721,  +9.48484, +1216.000, +84.000, +464.000
1692224940, +2.99, +27.704, +10.14279, +1129.000, +56.000, +448.000
1692225540, +2.99, +27.655,  +9.66906, +1312.000, +112.000, +373.000
1692226140, +3.00, +27.235,  +9.76644, +1159.000, +64.000, +496.000
1692226740, +3.00, +27.152, +11.28237, +1203.000, +112.000, +245.000
1692227340, +2.99, +27.408, +12.79831, +1159.000, +85.000, +284.000
1692227940, +2.99, +27.877, +11.49555, +1276.000, +117.000, +444.000
1692228540, +2.99, +27.836,  +5.86608, +1120.000, +60.000, +313.000
1692229140, +2.99, +27.779, +10.19543, +1171.000, +78.000, +270.000
1692229740, +3.00, +27.688,  +9.92962, +1269.000, +159.000, +217.000
1692230340, +2.99, +27.589,  +9.79276, +1219.000, +125.000, +238.000
1692230940, +2.99, +27.548,  +9.65591, +1279.000, +158.000, +224.000
1692231540, +2.99, +27.589,  +9.65327, +1251.000, +123.000, +196.000
1692232140, +2.99, +27.885, +10.05857, +1311.000, +135.000, +388.000
1692232740, +2.99, +28.279,  +9.06901, +1147.000, +68.000, +303.000
1692233340, +2.99, +28.304,  +8.76372, +1304.000, +142.000, +337.000
1692233940, +2.99, +27.803,  +8.46895, +1264.000, +168.000, +208.000
1692234540, +2.99, +27.992,  +6.92933, +1295.000, +156.000, +288.000
1692235140, +2.99, +28.165,  +6.06083, +1155.000, +76.000, +287.000
1692235740, +3.00, +27.885,  +5.78449, +1294.000, +120.000, +391.000
1692236340, +3.00, +27.696,  +5.14232, +1128.000, +56.000, +448.000
1692236940, +2.99, +27.499,  +4.60806, +1248.000, +153.000, +200.000
1692237540, +2.99, +27.375,  +4.10802, +1219.000, +88.000, +488.000
1692238140, +2.99, +27.317,  +3.76588, +1203.000, +80.000, +456.000
1692238740, +2.99, +27.317,  +3.41321, +1271.000, +158.000, +230.000
1692239340, +2.99, +27.400,  +3.18425, +1191.000, +104.000, +295.000
1692239940, +2.99, +27.507,  +2.87369, +1273.000, +152.000, +243.000
1692240540, +2.99, +27.556,  +3.17635, +1122.000, +52.000, +300.000
1692241140, +2.99, +27.943,  +2.82632, +1123.000, +56.000, +312.000
1692241740, +2.99, +28.247,  +2.07888, +1116.000, +50.000, +448.000
1692242340, +2.99, +28.427,  +1.98677, +1226.000, +133.000, +271.000
1692242940, +2.99, +28.509,  +2.05256, +1186.000, +79.000, +270.000
1692243540, +2.99, +28.542,  +2.91580, +1183.000, +72.000, +502.000
1692244140, +2.99, +28.566,  +1.66042, +1208.000, +120.000, +224.000
1692244740, +2.99, +28.591,  +0.73402, +1112.000, +48.000, +436.000
1692245340, +2.99, +28.615,  +1.04984, +1286.000, +124.000, +423.000
1692245940, +2.99, +28.640,  +0.67875, +1105.000, +52.000, +424.000
1692246540, +2.99, +28.509,  +0.53137, +1306.000, +135.000, +330.000
1692247140, +2.99, +28.525,  +0.49452, +1209.000, +80.000, +496.000
1692247740, +3.00, +28.607,  +0.38925, +1295.000, +173.000, +207.000
1692248340, +3.00, +28.664,  +0.21555, +1136.000, +47.000, +255.000
1692248940, +3.00, +28.697,  +0.06290, +1315.000, +137.000, +386.000
1692249540, +3.00, +28.705,  -0.00026, +1168.000, +68.000, +456.000
1692250140, +3.00, +28.705,  -0.05290, +1107.000, +19.000, +313.000
1692250740, +3.00, +28.713,  -0.07395, +1241.000, +123.000, +243.000
1692251340, +2.99, +28.730,  -0.03448, +1175.000, +92.000, +271.000
1692251940, +2.99, +28.730,  -0.03185, +1127.000, +44.000, +305.000
1692252540, +2.99, +28.730,  -0.03711, +1203.000, +110.000, +256.000
1692253140, +2.99, +28.730,  -0.06343, +1217.000, +121.000, +239.000
1692253740, +3.00, +28.582,  -0.03711, +1206.000, +80.000, +466.000
1692254340, +3.00, +28.533,  -0.04764, +1273.000, +156.000, +194.000
1692254940, +3.00, +28.566,  -0.06343, +1236.000, +147.000, +208.000
1692255540, +3.00, +28.615,  -0.03185, +1286.000, +120.000, +406.000
1692256140, +3.00, +28.672,  -0.06606, +1336.000, +164.000, +286.000
1692256740, +3.00, +28.713,  -0.02658, +1219.000, +84.000, +464.000
1692257340, +3.00, +28.730,  -0.05816, +1198.000, +99.000, +255.000
1692257940, +3.00, +28.738,  -0.05027, +1142.000, +59.000, +268.000
1692258540, +3.00, +28.746,  -0.08448, +1129.000, +56.000, +456.000
1692259140, +3.00, +28.648,  -0.05553, +1216.000, +119.000, +231.000
1692259740, +3.00, +28.509,  -0.08448, +1262.000, +152.000, +209.000
1692260340, +3.00, +28.378,  -0.04500, +1318.000, +176.000, +231.000
1692260940, +3.00, +28.320,  -0.06606, +1272.000, +104.000, +448.000
1692261540, +3.00, +28.288,  -0.05553, +1272.000, +160.000, +206.000
1692262140, +3.00, +28.206,  -0.04764, +1230.000, +96.000, +462.000
1692262740, +3.00, +28.214,  -0.05027, +1187.000, +72.000, +470.000
1692263340, +3.00, +28.255,  -0.05290, +1167.000, +88.000, +248.000
1692263940, +3.00, +28.247,  -0.03711, +1351.000, +145.000, +320.000
1692264540, +3.00, +28.222,  -0.05816, +1255.000, +165.000, +210.000
1692265140, +3.00, +28.197,  -0.05816, +1184.000, +72.000, +472.000
1692265740, +3.00, +27.902,  -0.04237, +1288.000, +112.000, +441.000
1692266340, +3.00, +27.424,  -0.04500, +1291.000, +118.000, +400.000
1692266940, +3.00, +27.218,  -0.01605, +1112.000, +54.000, +440.000
1692267540, +3.00, +27.169,  -0.04764, +1329.000, +151.000, +351.000
1692268140, +3.00, +27.103,  -0.04500, +1209.000, +107.000, +252.000
1692268740, +3.00, +27.111,  -0.05553, +1233.000, +127.000, +233.000
1692269340, +2.99, +27.086,  -0.03974, +1312.000, +142.000, +415.000
1692269940, +2.99, +26.954,  -0.05027, +1309.000, +176.000, +207.000
1692270540, +2.99, +26.838,  -0.03974, +1216.000, +138.000, +252.000
1692271140, +2.99, +26.838,  -0.04237, +1131.000, +71.000, +287.000
1692271740, +2.99, +26.979,  -0.02395, +1200.000, +100.000, +255.000
1692272340, +2.99, +27.144,  -0.02132, +1292.000, +167.000, +175.000
1692272940, +2.99, +27.408,  -0.05290, +1196.000, +76.000, +466.000
