7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1690471740, +3.37, +27.959,  -0.07659, +1168.000, +104.000, +327.000
1690472340, +3.37, +27.976,  -0.00290, +1097.000, +58.000, +335.000
1690472940, +3.37, +28.033,  -0.02921, +1079.000, +37.000, +351.000
1690473540, +3.37, +28.066,  -0.02132, +1091.000, +92.000, +321.000
1690474140, +3.36, +28.124,  -0.03974, +1105.000, +35.000, +341.000
1690474740, +3.37, +28.189,  -0.03448, +1150.000, +64.000, +486.000
1690475340, +3.37, +28.230,  -0.08975, +1287.000, +120.000, +400.000
1690475940, +3.37, +28.247,  -0.02132, +1100.000, +40.000, +328.000
1690476540, +3.37, +28.296,  +0.03921, +1201.000, +83.000, +389.000
1690477140, +3.37, +28.304,  -0.03974, +1208.000, +92.000, +362.000
1690477740, +3.38, +28.238,  -0.03711, +1132.000, +64.000, +427.000
1690478340, +3.37, +28.288,  -0.01079, +1091.000, +42.000, +346.000
1690478940, +3.37, +28.255,  -0.04500, +1120.000,  +7.000, +325.000
1690479540, +3.36, +28.222,  +0.01816, +1206.000, +51.000, +280.000
1690480140, +3.38, +28.042,  +0.06553, +1251.000, +99.000, +456.000
1690480740, +3.37, +28.042,  +0.24976, +1063.000, +21.000, +368.000
1690481340, +3.37, +28.115,  +0.53137, +1107.000, +28.000, +354.000
1690481940, +3.37, +28.206,  +0.82613, +1066.000, +31.000, +342.000
1690482540, +3.37, +28.296,  +1.10510, +1098.000,  +6.000, +358.000
1690483140, +3.37, +28.386,  +1.04194, +1076.000, +14.000, +358.000
1690483740, +3.37, +28.378,  +1.52620, +1152.000, +64.000, +455.000
1690484340, +3.36, +28.427,  +1.71832, +1172.000, +84.000, +348.000
1690484940, +3.37, +28.419,  +1.74727, +1242.000, +101.000, +375.000
1690485540, +3.37, +28.427,  +2.27100, +1182.000, +79.000, +355.000
1690486140, +3.36, +28.435,  +2.78158, +1038.000,  -9.000, +396.000
1690486740, +3.36, +28.435,  +2.47628, +1084.000, +10.000, +416.000
1690487340, +3.36, +28.443,  +3.34216, +1116.000, +78.000, +308.000
1690487940, +3.36, +28.427,  +3.28426, +1080.000, +23.000, +334.000
1690488540, +3.37, +28.411,  +5.12390, +1136.000, +84.000, +301.000
1690489140, +3.36, +28.419,  +5.57394, +1159.000, +89.000, +312.000
1690489740, +3.37, +28.386,  +5.29760, +1136.000, +88.000, +296.000
1690490340, +3.37, +28.394,  +6.87143, +1155.000, +79.000, +328.000
1690490940, +3.37, +28.411,  +3.87642, +1158.000, +74.000, +307.000
1690491540, +3.37, +28.402,  +5.75028, +1196.000, +78.000, +496.000
1690492140, +3.37, +28.419,  +5.57921, +1090.000,  -1.000, +368.000
