7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1680031740, +3.50, +28.983,  +1.28933, +1147.000, +64.000, +460.000
1680032340, +3.50, +28.999,  +1.46830, +1159.000, +70.000, +467.000
1680032940, +3.50, +28.926,  +1.84728, +1155.000, +67.000, +464.000
1680033540, +3.50, +28.811,  +2.36575, +1171.000, +72.000, +470.000
1680034140, +3.50, +28.787,  +2.72894, +1200.000, +80.000, +467.000
1680034740, +3.50, +28.795,  +2.81316, +1198.000, +80.000, +467.000
1680035340, +3.50, +28.525,  +3.08424, +1264.000, +108.000, +412.000
1680035940, +3.50, +28.271,  +3.56849, +1296.000, +116.000, +352.000
1680036540, +3.50, +28.148,  +3.70272, +1295.000, +116.000, +355.000
1680037140, +3.50, +28.148,  +3.90800, +1315.000, +113.000, +335.000
1680037740, +3.50, +28.173,  +4.16065, +1238.000, +100.000, +440.000
1680038340, +3.50, +28.222,  +4.99757, +1284.000, +121.000, +368.000
1680038940, +3.50, +28.247,  +4.50542, +1286.000, +120.000, +368.000
1680039540, +3.50, +28.230,  +5.00810, +1296.000, +120.000, +352.000
1680040140, +3.50, +28.099, +11.60082, +1302.000, +113.000, +352.000
1680040740, +3.50, +28.033,  +7.97154, +1299.000, +118.000, +352.000
1680041340, +3.50, +28.140,  +6.97934, +1289.000, +124.000, +356.000
1680041940, +3.50, +28.255,  +8.14787, +1284.000, +120.000, +371.000
1680042540, +3.50, +28.509, +10.83496, +1272.000, +115.000, +392.000
1680043140, +3.50, +28.672,  +8.57159, +1153.000, +65.000, +462.000
1680043740, +3.50, +28.770,  +9.86908, +1303.000, +112.000, +352.000
1680044340, +3.50, +28.844, +12.62460, +1164.000, +70.000, +467.000
1680044940, +3.50, +28.885,  +6.47403, +1150.000, +64.000, +464.000
1680045540, +3.50, +28.868,  +4.43173, +1188.000, +78.000, +465.000
1680046140, +3.50, +28.877,  +9.04269, +1166.000, +70.000, +465.000
1680046740, +3.50, +28.901,  +6.85827, +1164.000, +70.000, +468.000
1680047340, +3.50, +28.909,  +6.33191, +1299.000, +116.000, +352.000
1680047940, +3.50, +28.901,  +5.25549, +1164.000, +70.000, +464.000
1680048540, +3.50, +28.542,  +6.06083, +1232.000, +96.000, +448.000
1680049140, +3.50, +28.181,  +5.92398, +1292.000, +120.000, +358.000
1680049740, +3.50, +28.025,  +5.31602, +1302.000, +116.000, +352.000
1680050340, +3.50, +27.951,  +4.85019, +1312.000, +121.000, +340.000
1680050940, +3.50, +28.050,  +4.40804, +1284.000, +116.000, +368.000
1680051540, +3.50, +28.107,  +3.72640, +1300.000, +120.000, +352.000
1680052140, +3.50, +28.148,  +2.87369, +1303.000, +112.000, +348.000
1680052740, +3.50, +28.288,  +3.48164, +1287.000, +116.000, +368.000
1680053340, +3.50, +28.501,  +3.42637, +1260.000, +112.000, +412.000
1680053940, +3.50, +28.427,  +2.92633, +1267.000, +112.000, +403.000
1680054540, +3.50, +28.566,  +2.63419, +1249.000, +104.000, +428.000
1680055140, +3.50, +28.632,  +2.81316, +1236.000, +96.000, +440.000
1680055740, +3.50, +28.304,  +2.61314, +1281.000, +116.000, +376.000
1680056340, +3.50, +28.132,  +1.90255, +1311.000, +114.000, +344.000
1680056940, +3.50, +28.074,  +0.29976, +1303.000, +115.000, +352.000
1680057540, +3.50, +28.050,  +0.27608, +1308.000, +112.000, +352.000
1680058140, +3.50, +28.000,  +0.28661, +1139.000, +64.000, +454.000
1680058740, +3.50, +28.000,  +0.31029, +1311.000, +119.000, +342.000
1680059340, +3.50, +28.066,  +0.36819, +1296.000, +120.000, +352.000
1680059940, +3.50, +28.156,  +0.44188, +1299.000, +120.000, +352.000
1680060540, +3.50, +28.132,  +0.58663, +1300.000, +120.000, +352.000
1680061140, +3.50, +28.517,  +0.53926, +1264.000, +112.000, +400.000
1680061740, +3.50, +28.713,  +0.56295, +1244.000, +100.000, +432.000
1680062340, +3.50, +28.566,  +0.62085, +1262.000, +108.000, +412.000
1680062940, +3.50, +28.370,  +0.50768, +1281.000, +120.000, +371.000
1680063540, +3.50, +28.517,  +0.54189, +1256.000, +104.000, +416.000
1680064140, +3.50, +28.713,  +0.53400, +1219.000, +88.000, +456.000
1680064740, +3.50, +28.836,  +0.38398, +1196.000, +78.000, +465.000
1680065340, +3.50, +28.877,  +0.40504, +1211.000, +84.000, +462.000
1680065940, +3.50, +28.934,  +0.28134, +1161.000, +68.000, +464.000
