7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1677073740, +3.51, +27.210,  +0.08396, +1215.000, +88.000, +452.000
1677074340, +3.51, +27.309,  +0.02869, +1204.000, +82.000, +460.000
1677074940, +3.51, +27.342,  +0.09975, +1168.000, +72.000, +463.000
1677075540, +3.51, +27.342,  +0.03921, +1196.000, +80.000, +460.000
1677076140, +3.51, +27.350,  +0.10764, +1169.000, +72.000, +462.000
1677076740, +3.50, +27.449,  -0.00816, +1152.000, +67.000, +456.000
1677077340, +3.51, +27.375,  -0.04764, +1144.000, +64.000, +452.000
1677077940, +3.51, +27.342,  +0.06816, +1183.000, +76.000, +462.000
1677078540, +3.50, +27.309,  +0.06816, +1208.000, +83.000, +454.000
1677079140, +3.50, +27.293,  +0.06553, +1187.000, +76.000, +464.000
1677079740, +3.51, +27.326,  +0.02342, +1200.000, +80.000, +460.000
1677080340, +3.51, +27.400,  +0.16817, +1159.000, +67.000, +456.000
1677080940, +3.51, +27.416,  +0.00500, +1176.000, +72.000, +462.000
1677081540, +3.51, +27.449,  +0.02342, +1206.000, +83.000, +456.000
1677082140, +3.51, +27.375,  -0.04500, +1177.000, +76.000, +460.000
1677082740, +3.51, +27.284,  +0.02342, +1212.000, +88.000, +451.000
1677083340, +3.51, +27.375,  +0.00763, +1148.000, +64.000, +455.000
1677083940, +3.51, +27.499,  +0.01553, +1148.000, +67.000, +456.000
1677084540, +3.51, +27.556,  +0.12606, +1153.000, +67.000, +456.000
1677085140, +3.51, +27.606,  +0.04185, +1308.000, +111.000, +327.000
1677085740, +3.51, +27.647,  +0.00500, +1286.000, +115.000, +358.000
1677086340, +3.51, +27.672,  +0.10238, +1310.000, +107.000, +335.000
1677086940, +3.51, +27.770,  +0.11291, +1307.000, +112.000, +339.000
1677087540, +3.51, +27.853,  +0.37609, +1294.000, +116.000, +346.000
1677088140, +3.51, +27.877,  +0.64980, +1244.000, +98.000, +424.000
1677088740, +3.51, +27.844,  +0.68401, +1303.000, +104.000, +352.000
1677089340, +3.51, +27.762,  +1.16300, +1296.000, +112.000, +344.000
1677089940, +3.51, +27.680,  +1.52620, +1283.000, +120.000, +356.000
1677090540, +3.51, +27.630,  +1.64726, +1294.000, +113.000, +344.000
1677091140, +3.51, +27.573,  +2.29469, +1144.000, +64.000, +448.000
1677091740, +3.51, +27.515,  +2.50523, +1139.000, +65.000, +448.000
1677092340, +3.51, +27.334,  +3.05529, +1144.000, +64.000, +452.000
1677092940, +3.51, +27.268,  +2.84474, +1182.000, +76.000, +460.000
1677093540, +3.51, +27.235,  +2.63419, +1219.000, +88.000, +448.000
1677094140, +3.51, +27.260,  +2.26048, +1175.000, +72.000, +460.000
1677094740, +3.51, +27.317,  +3.28689, +1177.000, +73.000, +463.000
1677095340, +3.51, +27.466,  +2.55524, +1184.000, +76.000, +462.000
1677095940, +3.51, +27.606,  +4.64228, +1302.000, +108.000, +344.000
1677096540, +3.51, +27.688,  +4.81335, +1287.000, +116.000, +352.000
1677097140, +3.51, +27.770,  +5.21338, +1289.000, +115.000, +352.000
1677097740, +3.51, +27.762,  +4.09223, +1291.000, +116.000, +352.000
1677098340, +3.51, +27.680,  +1.26038, +1306.000, +112.000, +341.000
1677098940, +3.51, +27.647,  +3.44216, +1310.000, +107.000, +333.000
1677099540, +3.51, +27.548,  +3.51059, +1304.000, +111.000, +329.000
1677100140, +3.51, +27.589,  +3.00791, +1151.000, +64.000, +458.000
1677100740, +3.51, +27.639,  +4.22119, +1300.000, +108.000, +344.000
1677101340, +3.51, +27.877,  +1.48672, +1254.000, +104.000, +412.000
1677101940, +3.51, +28.156,  +2.39996, +1240.000, +97.000, +428.000
1677102540, +3.51, +28.148,  +3.52375, +1248.000, +102.000, +416.000
1677103140, +3.51, +27.853,  +2.52629, +1292.000, +116.000, +352.000
1677103740, +3.51, +27.713,  +2.65788, +1308.000, +112.000, +331.000
1677104340, +3.51, +27.589,  +3.19741, +1168.000, +70.000, +460.000
1677104940, +3.51, +27.515,  +3.55533, +1272.000, +112.000, +384.000
1677105540, +3.51, +27.614,  +3.47638, +1164.000, +70.000, +460.000
1677106140, +3.51, +27.762,  +2.02361, +1291.000, +116.000, +352.000
1677106740, +3.51, +27.877,  +4.01327, +1283.000, +118.000, +358.000
1677107340, +3.51, +27.737,  +5.06337, +1292.000, +114.000, +352.000
1677107940, +3.51, +27.951,  +5.66079, +1284.000, +120.000, +356.000
1677108540, +3.51, +28.181,  +4.57911, +1246.000, +100.000, +422.000
1677109140, +3.51, +28.288,  +8.87689, +1286.000, +120.000, +358.000
1677109740, +3.51, +28.337,  +4.38173, +1243.000, +100.000, +424.000
1677110340, +3.51, +28.329,  +3.46585, +1160.000, +68.000, +460.000
1677110940, +3.51, +28.320,  +4.06328, +1240.000, +97.000, +432.000
1677111540, +3.51, +28.288,  +3.11582, +1248.000, +104.000, +416.000
1677112140, +3.51, +28.222,  +4.35278, +1251.000, +104.000, +412.000
