7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1686556740, +3.48, +28.705,  -0.05290, +1231.000, +89.000, +468.000
1686557340, +3.48, +28.705,  -0.05290, +1251.000, +102.000, +448.000
1686557940, +3.48, +28.721,  -0.06080, +1161.000, +64.000, +486.000
1686558540, +3.48, +28.738,  -0.02658, +1225.000, +88.000, +473.000
1686559140, +3.48, +28.730,  +0.00763, +1233.000, +96.000, +467.000
1686559740, +3.48, +28.754,  +0.02606, +1153.000, +64.000, +482.000
1686560340, +3.48, +28.746,  -0.12133, +1139.000, +62.000, +472.000
1686560940, +3.48, +28.770,  -0.00816, +1200.000, +80.000, +486.000
1686561540, +3.48, +28.795,  -0.01869, +1180.000, +72.000, +487.000
1686562140, +3.48, +28.828,  -0.06343, +1183.000, +72.000, +488.000
1686562740, +3.48, +28.803,  -0.04764, +1174.000, +71.000, +488.000
1686563340, +3.48, +28.795,  +0.02342, +1161.000, +65.000, +481.000
1686563940, +3.48, +28.803,  -0.02921, +1183.000, +72.000, +488.000
1686564540, +3.48, +28.803,  -0.00816, +1164.000, +68.000, +486.000
1686565140, +3.48, +28.811,  +0.02606, +1183.000, +72.000, +488.000
1686565740, +3.48, +28.803,  -0.06869, +1193.000, +80.000, +488.000
1686566340, +3.48, +28.811,  -0.03185, +1312.000, +112.000, +376.000
1686566940, +3.48, +28.803,  -0.02921, +1184.000, +72.000, +488.000
1686567540, +3.48, +28.819,  -0.00026, +1144.000, +64.000, +480.000
1686568140, +3.48, +28.836,  +0.02869, +1161.000, +67.000, +483.000
1686568740, +3.48, +28.844,  -0.01342, +1296.000, +120.000, +376.000
1686569340, +3.48, +28.852,  -0.02132, +1144.000, +64.000, +480.000
1686569940, +3.48, +28.860,  +0.08396, +1158.000, +64.000, +486.000
1686570540, +3.48, +28.787,  -0.00290, +1167.000, +70.000, +487.000
1686571140, +3.48, +28.811,  +0.00500, +1153.000, +64.000, +486.000
1686571740, +3.48, +28.681,  +0.02079, +1176.000, +71.000, +487.000
1686572340, +3.48, +28.689,  -0.03185, +1144.000, +64.000, +480.000
1686572940, +3.48, +28.746,  -0.01605, +1142.000, +60.000, +476.000
1686573540, +3.48, +28.803,  +0.00500, +1148.000, +64.000, +484.000
1686574140, +3.48, +28.819,  +0.07606, +1148.000, +64.000, +481.000
1686574740, +3.48, +28.746,  +0.02606, +1243.000, +96.000, +460.000
1686575340, +3.48, +28.591,  -0.01342, +1255.000, +104.000, +448.000
