7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1691776740, +3.05, +28.271,  +0.34451, +1310.000, +152.000, +291.000
1691777340, +3.05, +27.672,  +0.78928, +1206.000, +113.000, +262.000
1691777940, +3.05, +27.391,  +1.28933, +1116.000, +48.000, +440.000
1691778540, +3.05, +27.647,  +1.87360, +1184.000, +94.000, +271.000
1691779140, +3.05, +27.672,  +2.64472, +1140.000, +101.000, +298.000
1691779740, +3.05, +27.515,  +3.08424, +1223.000, +117.000, +240.000
1691780340, +3.05, +27.795,  +2.00519, +1315.000, +182.000, +245.000
1691780940, +3.05, +27.696,  +2.64735, +1260.000, +100.000, +453.000
1691781540, +3.05, +27.457,  +2.04730, +1204.000, +110.000, +249.000
1691782140, +3.05, +27.334,  +1.32355, +1137.000, +64.000, +448.000
1691782740, +3.05, +27.408,  +1.91571, +1116.000, +50.000, +440.000
1691783340, +3.05, +27.795,  +3.17109, +1135.000, +42.000, +279.000
1691783940, +3.05, +28.009,  +3.53165, +1116.000, +50.000, +440.000
1691784540, +3.05, +27.910,  +3.70535, +1252.000, +102.000, +456.000
1691785140, +3.05, +27.951,  +5.38972, +1150.000, +63.000, +302.000
1691785740, +3.05, +27.737,  +5.24497, +1200.000, +80.000, +460.000
1691786340, +3.05, +27.713,  +4.84493, +1231.000, +92.000, +480.000
1691786940, +3.05, +27.861,  +7.70309, +1281.000, +118.000, +408.000
1691787540, +3.05, +28.017, +14.96430, +1263.000, +167.000, +255.000
1691788140, +3.05, +28.132, +16.20915, +1155.000, +66.000, +302.000
1691788740, +3.05, +28.173,  +7.83995, +1224.000, +126.000, +234.000
1691789340, +3.05, +28.173, +15.62225, +1270.000, +104.000, +449.000
1691789940, +3.05, +28.214, +15.83280, +1180.000, +120.000, +258.000
1691790540, +3.05, +28.320,  +8.84530, +1311.000, +112.000, +367.000
1691791140, +3.05, +28.435,  +8.12945, +1273.000, +172.000, +224.000
1691791740, +3.06, +28.533,  +9.78223, +1200.000, +80.000, +496.000
1691792340, +3.05, +28.566,  +9.78223, +1299.000, +160.000, +207.000
1691792940, +3.05, +28.607, +10.07437, +1292.000, +116.000, +396.000
1691793540, +3.05, +28.582, +20.39902, +1302.000, +112.000, +384.000
1691794140, +3.05, +28.517, +18.47252, +1150.000, +64.000, +494.000
1691794740, +3.05, +28.468, +15.81701, +1211.000, +90.000, +262.000
