7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1686034740, +3.48, +28.901,  +0.03395, +1283.000, +120.000, +396.000
1686035340, +3.48, +28.917,  -0.08448, +1299.000, +120.000, +371.000
1686035940, +3.48, +28.934,  -0.00026, +1288.000, +120.000, +387.000
1686036540, +3.48, +28.877,  +0.03921, +1220.000, +88.000, +472.000
1686037140, +3.48, +28.885,  -0.07395, +1251.000, +100.000, +444.000
1686037740, +3.48, +28.917,  -0.00026, +1270.000, +113.000, +416.000
1686038340, +3.48, +28.934,  -0.02658, +1200.000, +80.000, +484.000
1686038940, +3.49, +28.893,  -0.04764, +1295.000, +107.000, +343.000
1686039540, +3.48, +28.877,  +0.01816, +1284.000, +107.000, +345.000
1686040140, +3.49, +28.917,  -0.07659, +1188.000, +76.000, +487.000
1686040740, +3.48, +28.942,  -0.02921, +1255.000, +104.000, +441.000
1686041340, +3.48, +28.958,  -0.02658, +1230.000, +92.000, +467.000
1686041940, +3.48, +28.934,  -0.02658, +1144.000, +60.000, +476.000
1686042540, +3.48, +28.877,  -0.03185, +1228.000, +92.000, +470.000
1686043140, +3.48, +28.836,  +0.01290, +1251.000, +103.000, +444.000
1686043740, +3.48, +28.795,  -0.00553, +1217.000, +88.000, +476.000
1686044340, +3.48, +28.795,  -0.03711, +1270.000, +112.000, +416.000
1686044940, +3.48, +28.721,  -0.03185, +1263.000, +112.000, +430.000
1686045540, +3.48, +28.574,  -0.05553, +1283.000, +118.000, +398.000
1686046140, +3.48, +28.329,  +0.05501, +1292.000, +120.000, +385.000
1686046740, +3.48, +28.165,  +0.03921, +1304.000, +118.000, +368.000
1686047340, +3.48, +28.132,  +0.01553, +1315.000, +116.000, +359.000
1686047940, +3.48, +28.247,  -0.00026, +1305.000, +114.000, +366.000
1686048540, +3.48, +28.296,  +0.00763, +1315.000, +115.000, +358.000
1686049140, +3.48, +28.288,  -0.02132, +1302.000, +114.000, +368.000
1686049740, +3.48, +28.378,  -0.03185, +1305.000, +115.000, +368.000
1686050340, +3.48, +28.533,  -0.03711, +1270.000, +112.000, +416.000
1686050940, +3.48, +28.648,  +0.07343, +1251.000, +104.000, +448.000
1686051540, +3.48, +28.222,  +0.05237, +1311.000, +110.000, +348.000
1686052140, +3.48, +27.976,  -0.03974, +1147.000, +64.000, +480.000
1686052740, +3.48, +27.877,  -0.05816, +1192.000, +76.000, +487.000
1686053340, +3.48, +27.885,  +0.07606, +1159.000, +65.000, +483.000
1686053940, +3.48, +27.820,  +0.00763, +1295.000, +107.000, +339.000
1686054540, +3.48, +27.622,  +0.00237, +1238.000, +96.000, +460.000
1686055140, +3.48, +27.630,  -0.00290, +1260.000, +108.000, +435.000
1686055740, +3.48, +27.844,  -0.04237, +1225.000, +92.000, +472.000
1686056340, +3.48, +28.214,  -0.02658, +1159.000, +65.000, +484.000
1686056940, +3.48, +28.460,  +0.05237, +1139.000, +60.000, +472.000
1686057540, +3.48, +28.558,  -0.02395, +1147.000, +60.000, +476.000
1686058140, +3.48, +28.558,  -0.01605, +1304.000, +116.000, +368.000
1686058740, +3.48, +28.476,  -0.00290, +1312.000, +118.000, +360.000
1686059340, +3.48, +28.452,  +0.01553, +1311.000, +115.000, +345.000
1686059940, +3.48, +28.353,  -0.07922, +1139.000, +62.000, +470.000
1686060540, +3.48, +28.533,  +0.03132, +1319.000, +111.000, +366.000
1686061140, +3.48, +28.550,  +0.06816, +1264.000, +112.000, +424.000
1686061740, +3.48, +28.632,  -0.00553, +1224.000, +88.000, +472.000
1686062340, +3.48, +28.713,  +0.01816, +1223.000, +88.000, +476.000
1686062940, +3.48, +28.762,  -0.02395, +1289.000, +120.000, +384.000
1686063540, +3.48, +28.828,  +0.01026, +1292.000, +120.000, +384.000
1686064140, +3.48, +28.868,  +0.09448, +1255.000, +104.000, +436.000
1686064740, +3.48, +28.909,  +0.02079, +1281.000, +120.000, +400.000
1686065340, +3.48, +28.934,  +0.01026, +1255.000, +104.000, +436.000
1686065940, +3.48, +28.868,  -0.01605, +1240.000, +96.000, +457.000
1686066540, +3.48, +28.852,  +0.00763, +1265.000, +112.000, +423.000
1686067140, +3.48, +28.844,  -0.02658, +1251.000, +100.000, +448.000
1686067740, +3.48, +28.877,  -0.04237, +1272.000, +112.000, +414.000
1686068340, +3.48, +28.836,  -0.05290, +1276.000, +116.000, +408.000
1686068940, +3.48, +28.819,  -0.03185, +1276.000, +113.000, +408.000
1686069540, +3.48, +28.877,  -0.03974, +1265.000, +108.000, +424.000
1686070140, +3.48, +28.893,  -0.00553, +1272.000, +115.000, +408.000
1686070740, +3.48, +28.926,  -0.06343, +1267.000, +112.000, +416.000
1686071340, +3.48, +28.934,  -0.02658, +1276.000, +116.000, +408.000
1686071940, +3.48, +28.942,  +0.01553, +1272.000, +112.000, +412.000
1686072540, +3.48, +28.966,  +0.00500, +1264.000, +108.000, +422.000
1686073140, +3.49, +28.983,  -0.02132, +1198.000, +80.000, +484.000
1686073740, +3.48, +28.991,  +0.02869, +1263.000, +108.000, +432.000
1686074340, +3.48, +28.991,  +0.01816, +1265.000, +108.000, +423.000
1686074940, +3.48, +28.975,  +0.08659, +1273.000, +115.000, +412.000
1686075540, +3.48, +28.983,  +0.24713, +1244.000, +96.000, +452.000
1686076140, +3.48, +28.975,  +0.36556, +1276.000, +116.000, +408.000
1686076740, +3.48, +28.975,  +0.44715, +1251.000, +100.000, +448.000
1686077340, +3.48, +28.975,  +0.33924, +1248.000, +99.000, +448.000
1686077940, +3.48, +28.975,  +0.54979, +1255.000, +104.000, +440.000
1686078540, +3.48, +28.975,  +0.59716, +1263.000, +112.000, +432.000
1686079140, +3.48, +28.975,  +0.83666, +1240.000, +96.000, +460.000
1686079740, +3.48, +28.975,  +0.79981, +1200.000, +80.000, +486.000
1686080340, +3.48, +28.942,  +0.78139, +1279.000, +120.000, +398.000
1686080940, +3.48, +28.885,  +1.09984, +1193.000, +76.000, +486.000
1686081540, +3.48, +28.836,  +1.16564, +1281.000, +120.000, +400.000
1686082140, +3.48, +28.770,  +1.23933, +1288.000, +120.000, +388.000
1686082740, +3.49, +28.762,  +1.02089, +1272.000, +113.000, +412.000
1686083340, +3.49, +28.795,  +1.07879, +1276.000, +114.000, +406.000
1686083940, +3.49, +28.819,  +0.99983, +1283.000, +120.000, +398.000
1686084540, +3.49, +28.844,  +1.12616, +1292.000, +120.000, +384.000
1686085140, +3.49, +28.868,  +1.91834, +1265.000, +112.000, +423.000
1686085740, +3.49, +28.770,  +2.50260, +1281.000, +116.000, +400.000
1686086340, +3.49, +28.746,  +0.65769, +1294.000, +120.000, +380.000
1686086940, +3.49, +28.762,  +2.22889, +1295.000, +120.000, +380.000
1686087540, +3.49, +28.803,  +2.63419, +1308.000, +112.000, +371.000
1686088140, +3.49, +28.836,  +2.29469, +1260.000, +108.000, +432.000
1686088740, +3.49, +28.868,  +2.60788, +1283.000, +116.000, +398.000
1686089340, +3.49, +28.877,  +2.36838, +1190.000, +76.000, +486.000
1686089940, +3.49, +28.868,  +2.00519, +1272.000, +112.000, +416.000
1686090540, +3.48, +28.811,  +2.46576, +1283.000, +116.000, +396.000
1686091140, +3.49, +28.770,  +2.42365, +1272.000, +112.000, +412.000
1686091740, +3.49, +28.721,  +2.58156, +1295.000, +120.000, +376.000
1686092340, +3.49, +28.689,  +2.47892, +1287.000, +120.000, +392.000
1686092940, +3.49, +28.681,  +1.23669, +1254.000, +104.000, +440.000
1686093540, +3.48, +28.672,  +2.22100, +1296.000, +116.000, +374.000
1686094140, +3.49, +28.713,  +1.85517, +1295.000, +118.000, +376.000
1686094740, +3.48, +28.770,  +1.32091, +1287.000, +120.000, +392.000
1686095340, +3.48, +28.746,  +2.52366, +1191.000, +78.000, +486.000
1686095940, +3.48, +28.492,  +2.28943, +1308.000, +112.000, +368.000
1686096540, +3.48, +28.402,  +2.12362, +1304.000, +114.000, +368.000
1686097140, +3.48, +28.304,  +2.01308, +1304.000, +112.000, +348.000
1686097740, +3.48, +28.222,  +1.87886, +1299.000, +108.000, +343.000
1686098340, +3.49, +28.107,  +1.87886, +1144.000, +64.000, +476.000
1686098940, +3.48, +28.058,  +1.83412, +1164.000, +65.000, +483.000
1686099540, +3.48, +28.009,  +1.64200, +1200.000, +80.000, +486.000
1686100140, +3.48, +27.894,  +1.25775, +1148.000, +64.000, +480.000
1686100740, +3.48, +27.828,  +1.39987, +1216.000, +86.000, +476.000
1686101340, +3.48, +27.779,  +1.33670, +1232.000, +92.000, +465.000
1686101940, +3.48, +27.770,  +1.21038, +1252.000, +104.000, +448.000
1686102540, +3.48, +27.844,  +1.38934, +1223.000, +92.000, +472.000
1686103140, +3.48, +27.877,  +1.31828, +1219.000, +88.000, +480.000
1686103740, +3.48, +27.910,  +1.07089, +1228.000, +92.000, +472.000
1686104340, +3.48, +27.918,  +0.95772, +1196.000, +79.000, +486.000
1686104940, +3.48, +27.885,  +1.13669, +1220.000, +88.000, +472.000
1686105540, +3.48, +27.746,  +0.99194, +1207.000, +80.000, +483.000
1686106140, +3.48, +27.737,  +0.52610, +1230.000, +88.000, +470.000
1686106740, +3.48, +27.828,  +0.56558, +1267.000, +112.000, +422.000
1686107340, +3.48, +27.877,  +0.79718, +1208.000, +84.000, +480.000
1686107940, +3.48, +27.959,  +0.73928, +1232.000, +96.000, +464.000
1686108540, +3.48, +28.017,  +0.54979, +1248.000, +100.000, +448.000
1686109140, +3.48, +28.050,  +0.41820, +1216.000, +88.000, +480.000
1686109740, +3.48, +28.050,  +0.39451, +1187.000, +76.000, +487.000
1686110340, +3.48, +28.050,  +0.44978, +1158.000, +64.000, +483.000
