7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1687948740, +3.48, +28.476,  -0.02658, +1299.000, +118.000, +378.000
1687949340, +3.48, +28.542,  -0.08185, +1144.000, +60.000, +480.000
1687949940, +3.48, +28.582,  -0.01605, +1182.000, +72.000, +496.000
1687950540, +3.48, +28.533,  -0.02921, +1143.000, +60.000, +480.000
1687951140, +3.48, +28.492,  +0.00237, +1235.000, +96.000, +467.000
1687951740, +3.48, +28.501,  -0.04237, +1142.000, +62.000, +480.000
1687952340, +3.48, +28.574,  +0.04974, +1139.000, +62.000, +480.000
1687952940, +3.48, +28.656,  -0.05290, +1176.000, +72.000, +494.000
1687953540, +3.48, +28.664,  -0.02921, +1212.000, +83.000, +486.000
1687954140, +3.48, +28.713,  +0.02079, +1153.000, +64.000, +488.000
1687954740, +3.48, +28.762,  +0.01553, +1148.000, +64.000, +487.000
1687955340, +3.48, +28.795,  -0.03974, +1139.000, +62.000, +480.000
1687955940, +3.48, +28.811,  -0.01342, +1167.000, +67.000, +488.000
1687956540, +3.48, +28.860,  +0.00500, +1284.000, +116.000, +400.000
1687957140, +3.48, +28.877,  +0.01553, +1311.000, +108.000, +355.000
1687957740, +3.48, +28.877,  +0.00237, +1305.000, +105.000, +351.000
1687958340, +3.48, +28.860,  -0.02132, +1308.000, +104.000, +359.000
1687958940, +3.48, +28.844,  -0.00816, +1315.000, +111.000, +362.000
1687959540, +3.48, +28.770,  +0.01816, +1311.000, +118.000, +359.000
1687960140, +3.48, +28.615,  +0.00237, +1143.000, +64.000, +481.000
1687960740, +3.48, +28.173,  -0.07395, +1248.000, +102.000, +456.000
1687961340, +3.48, +27.688,  -0.04764, +1264.000, +112.000, +432.000
1687961940, +3.48, +27.482,  -0.02395, +1304.000, +112.000, +376.000
1687962540, +3.48, +27.490,  +0.02869, +1313.000, +113.000, +364.000
1687963140, +3.48, +27.606,  +0.01290, +1310.000, +112.000, +374.000
1687963740, +3.48, +28.025,  -0.01342, +1279.000, +115.000, +408.000
