7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1685251740, +3.48, +28.509,  +0.05764, +1312.000, +132.000, +335.000
1685252340, +3.48, +28.738,  -0.00553, +1292.000, +128.000, +364.000
1685252940, +3.48, +28.648,  +0.03658, +1183.000, +76.000, +470.000
1685253540, +3.48, +28.476,  -0.03185, +1136.000, +60.000, +462.000
1685254140, +3.48, +28.296,  +0.00237, +1182.000, +73.000, +470.000
1685254740, +3.48, +28.230,  -0.01342, +1200.000, +80.000, +466.000
1685255340, +3.48, +28.353,  +0.04974, +1188.000, +78.000, +470.000
1685255940, +3.48, +28.378,  -0.03711, +1212.000, +84.000, +460.000
1685256540, +3.48, +28.411,  -0.04237, +1140.000, +64.000, +464.000
1685257140, +3.48, +28.681,  +0.03921, +1232.000, +96.000, +448.000
1685257740, +3.48, +28.901,  +0.03395, +1216.000, +88.000, +456.000
1685258340, +3.48, +29.015,  +0.01816, +1275.000, +103.000, +312.000
1685258940, +3.48, +28.991,  +0.04448, +1236.000, +95.000, +319.000
1685259540, +3.48, +28.852,  -0.05816, +1273.000, +120.000, +392.000
1685260140, +3.48, +28.779,  +0.01816, +1246.000, +99.000, +440.000
1685260740, +3.48, +28.836,  -0.04500, +1276.000, +115.000, +392.000
1685261340, +3.48, +28.942,  +0.07606, +1292.000, +128.000, +368.000
1685261940, +3.48, +28.958,  +0.04974, +1272.000, +112.000, +402.000
1685262540, +3.48, +28.640,  -0.02658, +1180.000, +76.000, +472.000
1685263140, +3.48, +28.353,  -0.02921, +1139.000, +64.000, +464.000
1685263740, +3.48, +28.165,  +0.04448, +1233.000, +96.000, +452.000
1685264340, +3.48, +28.132,  -0.01342, +1200.000, +80.000, +472.000
1685264940, +3.48, +28.148,  +0.03921, +1255.000, +79.000, +303.000
1685265540, +3.48, +28.181,  +0.00500, +1304.000, +129.000, +344.000
1685266140, +3.48, +28.181,  +0.04448, +1176.000, +72.000, +472.000
1685266740, +3.48, +28.083,  -0.00026, +1216.000, +86.000, +460.000
1685267340, +3.48, +28.017,  +0.07080, +1152.000, +64.000, +467.000
1685267940, +3.48, +27.951,  +0.02606, +1286.000, +108.000, +315.000
1685268540, +3.48, +27.597,  -0.03448, +1283.000, +120.000, +376.000
1685269140, +3.48, +27.391,  +0.01026, +1308.000, +131.000, +348.000
1685269740, +3.48, +27.309,  -0.00026, +1159.000, +67.000, +472.000
1685270340, +3.48, +27.251,  +0.05764, +1297.000, +131.000, +356.000
1685270940, +3.48, +27.210,  +0.04185, +1283.000, +108.000, +311.000
