7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1691080740, +3.13, +27.943,  -0.04764, +1225.000, +100.000, +432.000
1691081340, +3.13, +28.042,  -0.02658, +1217.000, +88.000, +488.000
1691081940, +3.13, +28.140,  -0.02132, +1092.000, +29.000, +323.000
1691082540, +3.13, +28.206,  -0.04500, +1144.000, +83.000, +268.000
1691083140, +3.13, +28.263,  -0.03185, +1264.000, +108.000, +440.000
1691083740, +3.13, +28.124,  -0.02658, +1103.000, +35.000, +335.000
1691084340, +3.13, +27.499,  +0.02342, +1201.000, +117.000, +292.000
1691084940, +3.13, +27.284,  +0.14975, +1099.000, +29.000, +338.000
1691085540, +3.13, +27.251,  +0.46820, +1305.000, +107.000, +363.000
1691086140, +3.13, +27.317,  +0.83139, +1111.000, +25.000, +388.000
1691086740, +3.12, +27.606,  +1.35513, +1191.000, +76.000, +496.000
1691087340, +3.13, +27.803,  +1.63410, +1271.000, +115.000, +423.000
1691087940, +3.13, +27.984,  +2.56577, +1194.000, +76.000, +418.000
1691088540, +3.12, +28.115,  +2.62104, +1212.000, +95.000, +366.000
1691089140, +3.13, +28.247,  +3.15530, +1217.000, +98.000, +352.000
1691089740, +3.13, +28.206,  +4.03169, +1260.000, +104.000, +440.000
1691090340, +3.13, +28.140,  +4.43436, +1203.000, +99.000, +287.000
1691090940, +3.13, +28.099,  +4.86072, +1195.000, +67.000, +302.000
1691091540, +3.13, +28.091,  +6.37665, +1276.000, +115.000, +412.000
1691092140, +3.13, +28.115,  +3.05792, +1191.000, +96.000, +433.000
1691092740, +3.13, +28.206,  +7.68467, +1120.000, +52.000, +416.000
1691093340, +3.13, +28.279,  +7.26621, +1184.000, +100.000, +280.000
1691093940, +3.13, +28.353,  +3.82641, +1279.000, +116.000, +408.000
1691094540, +3.13, +28.411,  +5.30813, +1084.000, +28.000, +380.000
1691095140, +3.13, +28.460, +11.45607, +1183.000, +95.000, +326.000
1691095740, +3.13, +28.468, +12.35879, +1088.000, +34.000, +311.000
1691096340, +3.13, +28.517, +12.94832, +1151.000, +64.000, +494.000
1691096940, +3.13, +28.550,  +9.63748, +1207.000, +56.000, +391.000
1691097540, +3.14, +28.574, +15.36170, +1068.000,  -2.000, +332.000
1691098140, +3.13, +28.591, +17.79614, +1151.000, +90.000, +307.000
1691098740, +3.13, +28.632, +19.69632, +1302.000, +112.000, +384.000
1691099340, +3.13, +28.640, +20.35954, +1091.000, +70.000, +304.000
1691099940, +3.13, +28.574, +17.97774, +1224.000, +89.000, +480.000
1691100540, +3.13, +28.394, +18.10670, +1304.000, +112.000, +384.000
1691101140, +3.13, +28.345, +18.04617, +1070.000, +22.000, +368.000
1691101740, +3.13, +28.378, +17.87510, +1166.000, +91.000, +414.000
1691102340, +3.14, +28.345, +17.80930, +1183.000, +82.000, +414.000
1691102940, +3.14, +28.320, +17.37768, +1080.000, +36.000, +337.000
1691103540, +3.14, +28.320, +16.86974, +1185.000, +81.000, +372.000
1691104140, +3.15, +28.329, +16.04861, +1156.000, +96.000, +305.000
1691104740, +3.15, +28.353, +14.02474, +1304.000, +112.000, +388.000
1691105340, +3.14, +28.206, +13.82472, +1049.000, +32.000, +345.000
1691105940, +3.15, +28.115, +13.29046, +1155.000, +64.000, +492.000
1691106540, +3.15, +28.000, +12.79041, +1139.000, +60.000, +483.000
1691107140, +3.16, +28.025, +13.02991, +1166.000, +68.000, +496.000
1691107740, +3.17, +28.066, +13.01148, +1286.000, +120.000, +398.000
1691108340, +3.17, +28.115, +13.03254, +1292.000, +120.000, +392.000
1691108940, +3.17, +28.148, +12.58250, +1206.000, +80.000, +488.000
1691109540, +3.18, +28.197, +12.17193, +1126.000, +39.000, +488.000
1691110140, +3.18, +28.222, +11.65872, +1288.000, +116.000, +398.000
1691110740, +3.18, +28.132,  +9.89540, +1368.000, +182.000, +192.000
1691111340, +3.19, +27.614,  +9.16902, +1148.000, +64.000, +492.000
1691111940, +3.19, +27.457,  +8.30052, +1163.000, +67.000, +492.000
1691112540, +3.19, +27.457,  +8.49264, +1139.000, +60.000, +486.000
1691113140, +3.19, +27.548,  +8.25314, +1255.000, +104.000, +450.000
1691113740, +3.19, +27.663,  +8.15313, +1176.000, +72.000, +496.000
1691114340, +3.19, +27.828,  +7.68204, +1251.000, +102.000, +454.000
1691114940, +3.19, +27.992,  +7.10040, +1227.000, +96.000, +480.000
1691115540, +3.20, +27.992,  +6.82932, +1211.000, +80.000, +488.000
1691116140, +3.19, +28.042,  +6.57404, +1240.000, +97.000, +467.000
1691116740, +3.19, +28.083,  +5.89503, +1302.000, +115.000, +384.000
1691117340, +3.20, +28.066,  +4.91862, +1137.000, +60.000, +480.000
1691117940, +3.20, +28.033,  +4.01327, +1238.000, +96.000, +468.000
1691118540, +3.20, +27.894,  +3.48954, +1287.000, +116.000, +400.000
1691119140, +3.20, +27.844,  +2.96054, +1255.000, +143.000, +263.000
1691119740, +3.20, +27.655,  +2.70525, +1308.000, +112.000, +376.000
1691120340, +3.20, +27.565,  +2.32101, +1296.000, +120.000, +384.000
1691120940, +3.20, +27.540,  +1.82096, +1278.000, +115.000, +414.000
1691121540, +3.20, +27.243,  +1.59462, +1176.000, +96.000, +265.000
1691122140, +3.20, +26.979,  +1.44461, +1151.000, +64.000, +494.000
1691122740, +3.19, +27.227,  +1.01825, +1204.000, +80.000, +494.000
1691123340, +3.19, +27.433,  +0.83139, +1164.000, +68.000, +496.000
1691123940, +3.19, +27.532,  +0.60506, +1296.000, +118.000, +384.000
