7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1678900740, +3.50, +28.304,  +0.04711, +1159.000, +68.000, +463.000
1678901340, +3.50, +28.370,  +0.15501, +1159.000, +68.000, +463.000
1678901940, +3.50, +28.402,  +0.30503, +1155.000, +68.000, +462.000
1678902540, +3.50, +28.337,  +0.52873, +1164.000, +68.000, +464.000
1678903140, +3.50, +28.312,  +0.70507, +1151.000, +68.000, +462.000
1678903740, +3.50, +28.312,  +0.87087, +1142.000, +64.000, +455.000
1678904340, +3.50, +28.296,  +1.35776, +1155.000, +68.000, +462.000
1678904940, +3.50, +28.353,  +1.32881, +1299.000, +112.000, +348.000
1678905540, +3.50, +28.353,  +1.55778, +1300.000, +107.000, +335.000
1678906140, +3.50, +28.345,  +1.96045, +1304.000, +108.000, +351.000
1678906740, +3.50, +28.345,  +2.51313, +1304.000, +116.000, +349.000
1678907340, +3.50, +28.370,  +1.59462, +1148.000, +67.000, +462.000
1678907940, +3.50, +28.370,  +3.02634, +1148.000, +64.000, +460.000
1678908540, +3.50, +28.370,  +3.17635, +1176.000, +72.000, +464.000
1678909140, +3.50, +28.386,  +3.67113, +1303.000, +108.000, +352.000
1678909740, +3.50, +28.402,  +5.45814, +1139.000, +65.000, +451.000
1678910340, +3.50, +28.501,  +5.52394, +1249.000, +102.000, +424.000
1678910940, +3.50, +28.721,  +5.57921, +1262.000, +112.000, +400.000
1678911540, +3.50, +28.852,  +5.94503, +1262.000, +112.000, +403.000
1678912140, +3.50, +28.836,  +8.26367, +1230.000, +92.000, +444.000
1678912740, +3.50, +28.844,  +6.69247, +1256.000, +107.000, +416.000
1678913340, +3.50, +28.762,  +8.71898, +1275.000, +116.000, +384.000
1678913940, +3.50, +28.762,  +4.82387, +1276.000, +116.000, +374.000
1678914540, +3.50, +28.803,  +5.99240, +1273.000, +113.000, +384.000
1678915140, +3.50, +28.877,  +5.64500, +1260.000, +108.000, +409.000
1678915740, +3.50, +28.942,  +4.16855, +1222.000, +88.000, +454.000
1678916340, +3.50, +28.958,  +6.28454, +1244.000, +102.000, +428.000
1678916940, +3.50, +28.795,  +5.62658, +1251.000, +104.000, +416.000
1678917540, +3.50, +28.762,  +6.06083, +1272.000, +116.000, +384.000
1678918140, +3.50, +28.689,  +7.82415, +1295.000, +115.000, +352.000
1678918740, +3.50, +28.607,  +5.82397, +1188.000, +78.000, +464.000
1678919340, +3.50, +28.533, +14.04842, +1304.000, +114.000, +344.000
1678919940, +3.50, +28.591, +12.80620, +1296.000, +112.000, +352.000
1678920540, +3.50, +28.615, +13.72997, +1283.000, +120.000, +360.000
1678921140, +3.50, +28.533,  +7.62677, +1308.000, +140.000, +339.000
1678921740, +3.50, +28.492, +12.36142, +1296.000, +115.000, +352.000
1678922340, +3.50, +28.460,  +3.93168, +1300.000, +112.000, +352.000
1678922940, +3.50, +28.443,  +5.73185, +1304.000, +108.000, +350.000
1678923540, +3.50, +28.452, +14.60900, +1144.000, +64.000, +454.000
1678924140, +3.50, +27.984, +12.65355, +1192.000, +78.000, +467.000
1678924740, +3.50, +27.902, +11.94033, +1174.000, +72.000, +467.000
1678925340, +3.50, +28.165,  +8.52948, +1164.000, +70.000, +464.000
1678925940, +3.50, +28.361,  +5.21075, +1144.000, +64.000, +457.000
1678926540, +3.50, +28.533,  +4.40278, +1304.000, +108.000, +352.000
1678927140, +3.50, +28.721,  +3.81325, +1267.000, +112.000, +392.000
1678927740, +3.50, +28.844,  +4.21066, +1278.000, +116.000, +374.000
1678928340, +3.50, +28.901,  +6.13452, +1183.000, +76.000, +465.000
1678928940, +3.50, +28.934,  +6.87670, +1276.000, +115.000, +377.000
1678929540, +3.50, +28.934,  +6.43981, +1276.000, +116.000, +376.000
1678930140, +3.50, +28.958,  +5.24760, +1278.000, +118.000, +372.000
1678930740, +3.50, +28.991,  +6.83722, +1264.000, +114.000, +396.000
1678931340, +3.50, +29.023,  +4.43700, +1247.000, +104.000, +424.000
1678931940, +3.50, +29.040,  +2.57103, +1232.000, +96.000, +444.000
1678932540, +3.50, +29.040,  +1.64463, +1232.000, +96.000, +444.000
1678933140, +3.50, +29.032,  +1.61831, +1256.000, +108.000, +416.000
1678933740, +3.50, +28.991,  +1.49461, +1264.000, +112.000, +396.000
1678934340, +3.50, +28.999,  +1.70516, +1235.000, +96.000, +441.000
1678934940, +3.50, +29.007,  +1.45250, +1200.000, +80.000, +462.000
1678935540, +3.50, +29.007,  +1.35513, +1164.000, +71.000, +465.000
1678936140, +3.50, +29.007,  +1.72621, +1223.000, +88.000, +451.000
1678936740, +3.50, +28.999,  +2.84737, +1193.000, +80.000, +463.000
1678937340, +3.50, +29.015,  +1.55778, +1255.000, +104.000, +414.000
1678937940, +3.50, +29.015,  +2.67367, +1262.000, +108.000, +402.000
1678938540, +3.50, +29.056,  +2.26311, +1219.000, +88.000, +455.000
1678939140, +3.50, +29.089,  +1.79464, +1241.000, +99.000, +428.000
1678939740, +3.50, +29.072,  +1.47356, +1248.000, +102.000, +428.000
1678940340, +3.50, +29.056,  +1.44987, +1251.000, +108.000, +416.000
1678940940, +3.50, +29.056,  +1.08142, +1262.000, +108.000, +404.000
1678941540, +3.50, +29.040,  +1.11037, +1144.000, +64.000, +460.000
1678942140, +3.50, +29.032,  +0.93140, +1167.000, +72.000, +464.000
1678942740, +3.50, +29.048,  +0.75244, +1168.000, +72.000, +464.000
1678943340, +3.50, +28.991,  +0.52084, +1187.000, +76.000, +467.000
1678943940, +3.50, +28.811,  +0.23134, +1287.000, +116.000, +364.000
1678944540, +3.50, +28.705,  +0.14449, +1288.000, +120.000, +360.000
1678945140, +3.50, +28.672,  +0.12606, +1292.000, +116.000, +355.000
1678945740, +3.50, +28.648,  +0.08396, +1278.000, +116.000, +374.000
1678946340, +3.50, +28.632,  +0.01553, +1286.000, +120.000, +360.000
1678946940, +3.50, +28.623,  -0.00816, +1287.000, +116.000, +360.000
1678947540, +3.50, +28.632,  +0.05501, +1289.000, +118.000, +355.000
1678948140, +3.50, +28.632,  +0.00237, +1262.000, +112.000, +406.000
1678948740, +3.50, +28.623,  +0.01026, +1294.000, +116.000, +356.000
1678949340, +3.50, +28.599,  +0.04185, +1292.000, +112.000, +358.000
1678949940, +3.50, +28.492,  -0.03711, +1305.000, +105.000, +339.000
1678950540, +3.50, +28.476,  -0.01342, +1304.000, +108.000, +350.000
1678951140, +3.50, +28.533,  +0.00763, +1296.000, +112.000, +352.000
1678951740, +3.50, +28.599,  +0.05501, +1286.000, +116.000, +358.000
1678952340, +3.50, +28.615,  +0.01290, +1289.000, +120.000, +358.000
1678952940, +3.50, +28.656,  +0.05501, +1286.000, +118.000, +364.000
1678953540, +3.50, +28.681,  -0.01869, +1284.000, +120.000, +364.000
1678954140, +3.50, +28.697,  +0.01290, +1287.000, +118.000, +360.000
1678954740, +3.50, +28.713,  +0.02606, +1272.000, +116.000, +384.000
1678955340, +3.50, +28.836,  +0.02606, +1264.000, +112.000, +400.000
1678955940, +3.50, +28.917,  +0.01816, +1212.000, +88.000, +460.000
1678956540, +3.50, +28.999,  +0.09975, +1268.000, +112.000, +396.000
1678957140, +3.50, +29.048,  +0.04974, +1235.000, +96.000, +440.000
1678957740, +3.50, +29.097,  +0.02342, +1215.000, +88.000, +456.000
1678958340, +3.50, +29.089,  +0.03658, +1230.000, +96.000, +444.000
1678958940, +3.50, +28.909,  +0.02342, +1233.000, +96.000, +440.000
1678959540, +3.50, +28.803,  +0.04974, +1278.000, +116.000, +371.000
1678960140, +3.50, +28.868,  +0.07080, +1264.000, +112.000, +400.000
1678960740, +3.50, +28.950,  +0.00237, +1267.000, +112.000, +392.000
1678961340, +3.50, +28.950,  -0.02132, +1145.000, +64.000, +460.000
1678961940, +3.50, +28.844,  +0.01553, +1260.000, +112.000, +408.000
1678962540, +3.50, +28.787,  +0.03132, +1284.000, +116.000, +366.000
1678963140, +3.50, +28.779,  +0.08396, +1292.000, +115.000, +358.000
1678963740, +3.50, +28.803,  +0.06290, +1256.000, +108.000, +412.000
1678964340, +3.50, +28.868,  +0.05764, +1272.000, +116.000, +387.000
1678964940, +3.50, +28.909,  +0.05764, +1264.000, +112.000, +399.000
1678965540, +3.50, +28.926,  +0.03658, +1244.000, +102.000, +428.000
1678966140, +3.50, +28.926,  -0.00290, +1240.000, +100.000, +435.000
1678966740, +3.50, +28.877,  -0.08185, +1183.000, +78.000, +465.000
1678967340, +3.50, +28.770,  +0.08132, +1231.000, +96.000, +444.000
1678967940, +3.50, +28.738,  +0.05501, +1283.000, +116.000, +364.000
1678968540, +3.50, +28.770,  +0.09711, +1287.000, +120.000, +360.000
1678969140, +3.50, +28.779,  -0.04764, +1268.000, +112.000, +392.000
1678969740, +3.50, +28.828,  +0.09448, +1267.000, +112.000, +392.000
1678970340, +3.50, +28.844,  +0.07343, +1273.000, +115.000, +376.000
1678970940, +3.50, +28.811,  +0.03921, +1265.000, +112.000, +400.000
1678971540, +3.50, +28.803,  +0.05237, +1267.000, +113.000, +392.000
1678972140, +3.50, +28.779,  +0.13922, +1276.000, +116.000, +376.000
1678972740, +3.50, +28.770,  +0.03658, +1251.000, +104.000, +422.000
1678973340, +3.50, +28.770,  +0.04711, +1183.000, +76.000, +465.000
1678973940, +3.50, +28.795,  -0.03185, +1276.000, +116.000, +376.000
1678974540, +3.50, +28.844,  +0.02079, +1272.000, +112.000, +384.000
1678975140, +3.50, +28.893,  -0.00553, +1241.000, +96.000, +432.000
1678975740, +3.50, +28.860,  -0.03711, +1286.000, +116.000, +368.000
1678976340, +3.50, +28.828,  +0.00763, +1273.000, +113.000, +376.000
1678976940, +3.50, +28.681,  +0.01816, +1297.000, +112.000, +348.000
1678977540, +3.50, +28.632,  +0.07080, +1305.000, +109.000, +348.000
1678978140, +3.50, +28.681,  +0.08132, +1292.000, +120.000, +352.000
1678978740, +3.50, +28.721,  -0.02395, +1286.000, +120.000, +360.000
1678979340, +3.50, +28.754,  +0.00763, +1273.000, +116.000, +384.000
1678979940, +3.50, +28.779,  +0.02342, +1291.000, +120.000, +360.000
1678980540, +3.50, +28.811,  +0.06027, +1248.000, +103.000, +423.000
1678981140, +3.50, +28.803,  +0.07869, +1276.000, +116.000, +384.000
1678981740, +3.50, +28.803,  +0.07080, +1267.000, +112.000, +396.000
1678982340, +3.50, +28.770,  +0.07343, +1212.000, +86.000, +460.000
1678982940, +3.50, +28.689,  +0.04185, +1187.000, +78.000, +464.000
1678983540, +3.50, +28.697,  +0.04974, +1287.000, +118.000, +364.000
1678984140, +3.50, +28.468,  +0.02079, +1311.000, +109.000, +335.000
1678984740, +3.50, +28.378,  +0.08396, +1302.000, +112.000, +348.000
1678985340, +3.50, +28.435,  +0.02079, +1272.000, +116.000, +384.000
1678985940, +3.50, +28.181,  +0.01290, +1174.000, +70.000, +464.000
1678986540, +3.50, +27.935,  +0.01816, +1208.000, +88.000, +460.000
1678987140, +3.50, +27.869,  -0.00290, +1227.000, +92.000, +448.000
