7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1690036740, +3.46, +26.747,  -0.06080, +1248.000, +104.000, +448.000
1690037340, +3.46, +26.723,  -0.01079, +1288.000, +124.000, +388.000
1690037940, +3.46, +26.805,  -0.05816, +1294.000, +128.000, +384.000
1690038540, +3.46, +27.375,  -0.13975, +1140.000, +62.000, +480.000
1690039140, +3.46, +27.177,  +0.01026, +1235.000, +96.000, +460.000
1690039740, +3.46, +26.971,  -0.01605, +1190.000, +76.000, +489.000
1690040340, +3.46, +26.946,  +0.01290, +1137.000, +56.000, +480.000
1690040940, +3.46, +26.979,  -0.05816, +1192.000, +78.000, +487.000
1690041540, +3.46, +26.987,  +0.01553, +1184.000, +76.000, +488.000
1690042140, +3.46, +27.235,  -0.01605, +1136.000, +62.000, +472.000
1690042740, +3.46, +27.094,  -0.00290, +1142.000, +64.000, +480.000
1690043340, +3.46, +27.045,  +0.06816, +1316.000, +126.000, +354.000
1690043940, +3.46, +27.111,  +0.02606, +1182.000, +72.000, +488.000
1690044540, +3.46, +27.185,  -0.00290, +1300.000, +120.000, +374.000
1690045140, +3.46, +27.573,  +0.06553, +1295.000, +120.000, +376.000
1690045740, +3.46, +27.787,  -0.04764, +1184.000, +76.000, +487.000
1690046340, +3.46, +27.655,  -0.12396, +1292.000, +120.000, +387.000
1690046940, +3.46, +27.342,  +0.01553, +1263.000, +108.000, +432.000
1690047540, +3.46, +27.210,  -0.03448, +1308.000, +115.000, +348.000
1690048140, +3.46, +27.235,  -0.00026, +1302.000, +120.000, +368.000
1690048740, +3.46, +27.194,  +0.11554, +1312.000, +124.000, +364.000
1690049340, +3.46, +27.185,  +0.02079, +1219.000, +88.000, +476.000
1690049940, +3.46, +27.243,  +0.34187, +1302.000, +120.000, +371.000
1690050540, +3.46, +27.342,  +0.43925, +1183.000, +72.000, +488.000
1690051140, +3.46, +27.408,  +0.86298, +1279.000, +115.000, +408.000
1690051740, +3.46, +27.490,  +1.19459, +1273.000, +103.000, +342.000
1690052340, +3.46, +27.565,  +1.51040, +1314.000, +120.000, +356.000
1690052940, +3.46, +27.647,  +1.68674, +1244.000, +100.000, +454.000
1690053540, +3.46, +27.688,  +1.94202, +1176.000, +70.000, +488.000
1690054140, +3.46, +27.737,  +2.43154, +1176.000, +72.000, +488.000
1690054740, +3.46, +27.811,  +2.24995, +1144.000, +64.000, +483.000
1690055340, +3.46, +27.836,  +2.65525, +1296.000, +124.000, +376.000
1690055940, +3.46, +27.836,  +3.07108, +1254.000, +102.000, +448.000
1690056540, +3.46, +27.770,  +3.61587, +1174.000, +70.000, +488.000
1690057140, +3.46, +27.762,  +3.66061, +1278.000, +120.000, +400.000
1690057740, +3.46, +27.787,  +3.93695, +1196.000, +80.000, +488.000
1690058340, +3.46, +27.737,  +4.09749, +1265.000, +112.000, +428.000
1690058940, +3.46, +27.680,  +3.15003, +1272.000, +116.000, +412.000
1690059540, +3.46, +27.606,  +4.88704, +1295.000, +120.000, +376.000
1690060140, +3.46, +27.589,  +5.10548, +1184.000, +76.000, +488.000
1690060740, +3.46, +27.589,  +3.56323, +1264.000, +112.000, +424.000
1690061340, +3.46, +27.606,  +5.58447, +1148.000, +64.000, +484.000
1690061940, +3.46, +27.630,  +5.80028, +1136.000, +60.000, +476.000
1690062540, +3.46, +27.630,  +3.35531, +1259.000, +104.000, +440.000
1690063140, +3.46, +27.655,  +6.86617, +1279.000, +100.000, +351.000
1690063740, +3.46, +27.729,  +1.94992, +1276.000, +118.000, +408.000
1690064340, +3.46, +27.869,  +3.10792, +1171.000, +68.000, +488.000
1690064940, +3.46, +27.861,  +4.78966, +1240.000, +98.000, +460.000
1690065540, +3.46, +27.820,  +7.01882, +1136.000, +60.000, +472.000
