7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1682728740, +3.49, +28.181,  +4.84756, +1176.000, +70.000, +468.000
1682729340, +3.49, +28.165,  +4.19224, +1166.000, +68.000, +465.000
1682729940, +3.49, +28.288,  +3.88431, +1273.000, +112.000, +392.000
1682730540, +3.49, +28.296,  +3.53428, +1287.000, +128.000, +368.000
1682731140, +3.49, +28.058,  +3.32900, +1225.000, +92.000, +454.000
1682731740, +3.49, +27.984,  +2.54734, +1166.000, +68.000, +470.000
1682732340, +3.49, +27.927,  +2.84737, +1294.000, +124.000, +364.000
1682732940, +3.49, +27.869,  +2.69473, +1271.000, +108.000, +305.000
1682733540, +3.49, +27.820,  +2.27627, +1158.000, +66.000, +465.000
1682734140, +3.49, +27.803,  +2.03940, +1295.000, +130.000, +355.000
1682734740, +3.49, +27.787,  +1.72621, +1308.000, +128.000, +338.000
1682735340, +3.49, +27.779,  +1.75253, +1304.000, +128.000, +342.000
1682735940, +3.49, +27.754,  +1.46566, +1276.000, +115.000, +388.000
1682736540, +3.49, +27.754,  +1.28407, +1187.000, +76.000, +470.000
1682737140, +3.49, +27.754,  +1.12089, +1208.000, +80.000, +462.000
1682737740, +3.49, +27.754,  +0.88666, +1286.000, +124.000, +376.000
1682738340, +3.49, +27.754,  +0.88140, +1183.000, +76.000, +470.000
1682738940, +3.49, +27.770,  +0.81823, +1300.000, +114.000, +319.000
1682739540, +3.49, +27.770,  +0.67612, +1316.000, +127.000, +352.000
1682740140, +3.49, +27.779,  +0.54452, +1137.000, +60.000, +458.000
1682740740, +3.49, +27.779,  +0.48662, +1198.000, +80.000, +472.000
1682741340, +3.49, +27.787,  +0.40767, +1279.000, +120.000, +384.000
1682741940, +3.49, +27.795,  +0.31819, +1172.000, +72.000, +472.000
1682742540, +3.49, +27.844,  +0.26029, +1148.000, +64.000, +464.000
1682743140, +3.49, +28.238,  +0.20502, +1136.000, +62.000, +454.000
1682743740, +3.49, +28.279,  +0.16817, +1265.000, +107.000, +310.000
1682744340, +3.49, +28.320,  +0.01553, +1241.000, +96.000, +440.000
1682744940, +3.49, +28.501,  +0.05764, +1217.000, +88.000, +462.000
1682745540, +3.49, +28.468,  +0.03132, +1316.000, +120.000, +328.000
1682746140, +3.49, +28.582,  +0.06553, +1312.000, +120.000, +340.000
1682746740, +3.49, +28.762,  +0.02079, +1319.000, +126.000, +328.000
1682747340, +3.49, +28.860,  +0.02606, +1312.000, +124.000, +339.000
1682747940, +3.49, +28.917,  +0.02079, +1176.000, +72.000, +470.000
1682748540, +3.49, +28.950,  -0.05027, +1283.000, +120.000, +376.000
1682749140, +3.49, +28.942,  -0.01605, +1304.000, +124.000, +344.000
1682749740, +3.49, +28.345,  +0.06027, +1219.000, +88.000, +460.000
1682750340, +3.49, +28.033,  -0.04237, +1168.000, +67.000, +470.000
1682750940, +3.49, +27.910,  +0.02079, +1273.000, +114.000, +392.000
1682751540, +3.49, +27.894,  +0.01026, +1200.000, +80.000, +470.000
1682752140, +3.49, +27.943,  +0.01290, +1209.000, +83.000, +464.000
1682752740, +3.49, +27.959,  +0.04711, +1184.000, +76.000, +468.000
1682753340, +3.49, +27.910,  +0.03921, +1148.000, +64.000, +465.000
1682753940, +3.49, +27.910,  +0.07080, +1155.000, +67.000, +472.000
1682754540, +3.49, +27.894,  +0.00763, +1304.000, +128.000, +344.000
1682755140, +3.49, +27.894,  +0.05237, +1256.000, +104.000, +422.000
1682755740, +3.49, +27.935,  +0.00237, +1160.000, +64.000, +467.000
1682756340, +3.49, +28.074,  -0.04500, +1313.000, +124.000, +341.000
1682756940, +3.49, +27.951,  -0.00553, +1315.000, +120.000, +332.000
1682757540, +3.49, +27.902,  +0.03658, +1216.000, +88.000, +460.000
1682758140, +3.49, +27.885,  -0.02132, +1144.000, +64.000, +462.000
1682758740, +3.49, +27.877,  +0.04185, +1191.000, +80.000, +470.000
1682759340, +3.49, +27.869,  -0.08448, +1164.000, +67.000, +467.000
1682759940, +3.49, +27.844,  +0.07869, +1232.000, +96.000, +448.000
1682760540, +3.49, +27.861,  +0.06027, +1287.000, +120.000, +372.000
1682761140, +3.49, +27.918,  +0.05501, +1311.000, +128.000, +342.000
1682761740, +3.49, +27.927,  +0.05237, +1311.000, +124.000, +323.000
1682762340, +3.49, +27.877,  +0.02079, +1311.000, +124.000, +343.000
1682762940, +3.49, +27.877,  +0.02079, +1302.000, +128.000, +348.000
1682763540, +3.49, +27.877,  +0.03395, +1136.000, +60.000, +451.000
1682764140, +3.49, +27.853,  +0.04974, +1296.000, +128.000, +352.000
1682764740, +3.49, +27.844,  +0.04448, +1136.000, +60.000, +456.000
1682765340, +3.49, +27.853,  +0.05501, +1300.000, +128.000, +348.000
1682765940, +3.49, +27.853,  +0.07606, +1286.000, +120.000, +376.000
1682766540, +3.49, +27.869,  -0.02921, +1272.000, +113.000, +400.000
1682767140, +3.49, +27.885,  +0.03658, +1318.000, +121.000, +323.000
1682767740, +3.49, +27.910,  +0.06027, +1318.000, +127.000, +334.000
1682768340, +3.49, +27.935,  +0.06816, +1291.000, +128.000, +364.000
1682768940, +3.49, +28.058,  +0.03921, +1281.000, +120.000, +384.000
1682769540, +3.49, +28.222,  +0.07080, +1268.000, +112.000, +400.000
1682770140, +3.49, +28.288,  +0.01553, +1239.000, +96.000, +440.000
1682770740, +3.49, +28.279,  +0.03921, +1304.000, +128.000, +348.000
1682771340, +3.49, +28.288,  -0.00290, +1278.000, +120.000, +384.000
1682771940, +3.49, +28.181,  +0.03921, +1267.000, +114.000, +398.000
1682772540, +3.49, +28.165,  +0.03132, +1316.000, +130.000, +338.000
1682773140, +3.49, +28.329,  +0.05764, +1302.000, +128.000, +348.000
1682773740, +3.49, +28.329,  +0.06027, +1137.000, +62.000, +456.000
1682774340, +3.49, +28.099,  +0.07080, +1297.000, +128.000, +352.000
1682774940, +3.49, +27.976,  +0.03395, +1276.000, +118.000, +391.000
1682775540, +3.49, +27.976,  +0.12080, +1206.000, +82.000, +464.000
1682776140, +3.49, +28.197,  +0.02606, +1310.000, +128.000, +339.000
1682776740, +3.49, +28.173,  +0.03921, +1321.000, +123.000, +323.000
1682777340, +3.49, +27.836,  +0.01553, +1136.000, +60.000, +451.000
1682777940, +3.49, +27.737,  +0.02342, +1287.000, +105.000, +318.000
1682778540, +3.49, +27.803,  -0.00026, +1212.000, +88.000, +462.000
1682779140, +3.49, +27.556,  +0.04711, +1313.000, +120.000, +319.000
1682779740, +3.49, +27.260,  +0.01816, +1299.000, +113.000, +312.000
1682780340, +3.49, +27.128,  -0.01605, +1311.000, +128.000, +348.000
1682780940, +3.49, +27.194,  +0.03132, +1177.000, +76.000, +472.000
1682781540, +3.49, +27.367,  +0.01553, +1296.000, +128.000, +358.000
1682782140, +3.49, +27.499,  +0.03395, +1289.000, +124.000, +368.000
1682782740, +3.49, +27.490,  -0.00026, +1198.000, +78.000, +467.000
1682783340, +3.49, +27.565,  +0.01026, +1299.000, +128.000, +352.000
1682783940, +3.49, +27.811,  +0.04974, +1231.000, +92.000, +448.000
1682784540, +3.49, +28.033,  +0.03132, +1259.000, +99.000, +311.000
1682785140, +3.49, +28.033,  +0.01553, +1231.000, +92.000, +448.000
1682785740, +3.49, +27.869,  +0.02342, +1283.000, +120.000, +376.000
1682786340, +3.49, +27.639,  -0.02395, +1315.000, +123.000, +345.000
1682786940, +3.49, +27.457,  +0.03395, +1305.000, +111.000, +316.000
1682787540, +3.49, +27.391,  -0.01079, +1134.000, +60.000, +451.000
1682788140, +3.49, +27.367,  +0.01816, +1216.000, +88.000, +456.000
1682788740, +3.49, +27.136,  +0.00763, +1264.000, +112.000, +412.000
1682789340, +3.49, +26.904,  +0.07080, +1265.000, +112.000, +408.000
1682789940, +3.49, +26.855,  +0.06816, +1241.000, +96.000, +440.000
1682790540, +3.49, +26.896,  +0.19186, +1137.000, +64.000, +460.000
1682791140, +3.49, +27.169,  +0.19976, +1136.000, +60.000, +455.000
1682791740, +3.49, +27.408,  +0.34977, +1302.000, +128.000, +348.000
1682792340, +3.49, +27.556,  +0.51031, +1248.000, +100.000, +432.000
1682792940, +3.49, +27.639,  +0.46294, +1235.000, +96.000, +441.000
1682793540, +3.49, +27.894,  +0.73928, +1278.000, +120.000, +384.000
1682794140, +3.49, +28.017,  +0.95246, +1311.000, +128.000, +336.000
1682794740, +3.49, +28.107,  +1.04194, +1292.000, +113.000, +307.000
1682795340, +3.49, +28.214,  +1.21301, +1302.000, +128.000, +348.000
1682795940, +3.49, +28.484,  +1.39197, +1145.000, +64.000, +464.000
1682796540, +3.49, +28.648,  +1.67095, +1159.000, +67.000, +464.000
1682797140, +3.49, +28.705,  +1.96571, +1171.000, +70.000, +468.000
1682797740, +3.49, +28.738,  +2.35259, +1227.000, +92.000, +454.000
1682798340, +3.49, +28.746,  +2.43681, +1318.000, +118.000, +291.000
1682798940, +3.49, +28.746,  +2.49471, +1219.000, +92.000, +454.000
1682799540, +3.49, +28.746,  +2.90264, +1135.000, +62.000, +450.000
