7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1678987740, +3.50, +28.189,  +0.15238, +1166.000, +71.000, +464.000
1678988340, +3.50, +28.435,  +0.27871, +1299.000, +112.000, +352.000
1678988940, +3.50, +28.574,  +0.49189, +1294.000, +115.000, +355.000
1678989540, +3.50, +28.697,  +0.77876, +1296.000, +115.000, +352.000
1678990140, +3.50, +28.852,  +1.10774, +1289.000, +116.000, +355.000
1678990740, +3.50, +28.934,  +1.43671, +1292.000, +116.000, +353.000
1678991340, +3.50, +28.942,  +1.84465, +1287.000, +116.000, +360.000
1678991940, +3.50, +28.942,  +2.17099, +1284.000, +120.000, +360.000
1678992540, +3.50, +28.950,  +2.61051, +1288.000, +120.000, +360.000
1678993140, +3.50, +28.958,  +3.12371, +1262.000, +112.000, +400.000
1678993740, +3.50, +28.942,  +3.27899, +1255.000, +108.000, +416.000
1678994340, +3.50, +28.411,  +3.88958, +1310.000, +111.000, +339.000
1678994940, +3.50, +28.402,  +4.37909, +1304.000, +104.000, +352.000
1678995540, +3.50, +28.582,  +5.12390, +1302.000, +112.000, +352.000
1678996140, +3.50, +28.566,  +5.60289, +1283.000, +120.000, +364.000
1678996740, +3.50, +28.509,  +6.14768, +1142.000, +65.000, +448.000
1678997340, +3.50, +28.312,  +6.67668, +1140.000, +64.000, +455.000
1678997940, +3.50, +28.033,  +7.60571, +1184.000, +76.000, +464.000
1678998540, +3.50, +28.189,  +8.09260, +1160.000, +70.000, +467.000
1678999140, +3.50, +28.525,  +8.33473, +1299.000, +112.000, +348.000
1678999740, +3.50, +28.582,  +8.94531, +1248.000, +102.000, +425.000
1679000340, +3.50, +28.083,  +9.95067, +1185.000, +78.000, +467.000
1679000940, +3.50, +27.795, +10.07173, +1235.000, +96.000, +440.000
1679001540, +3.50, +27.721, +10.67705, +1176.000, +72.000, +467.000
1679002140, +3.50, +27.688, +12.06666, +1232.000, +96.000, +448.000
1679002740, +3.50, +27.696, +12.59039, +1235.000, +99.000, +440.000
1679003340, +3.50, +27.688, +12.70093, +1240.000, +99.000, +440.000
1679003940, +3.50, +27.704, +13.49311, +1243.000, +98.000, +432.000
1679004540, +3.50, +27.729, +15.35644, +1232.000, +96.000, +444.000
1679005140, +3.50, +27.704, +16.22757, +1241.000, +99.000, +433.000
1679005740, +3.50, +27.622, +16.46970, +1243.000, +99.000, +432.000
1679006340, +3.50, +27.597, +17.72771, +1240.000, +97.000, +433.000
1679006940, +3.50, +27.614, +17.42505, +1236.000, +96.000, +440.000
1679007540, +3.50, +27.630, +16.54866, +1243.000, +98.000, +433.000
1679008140, +3.50, +27.639, +16.08809, +1240.000, +99.000, +436.000
1679008740, +3.50, +27.647, +16.53023, +1231.000, +96.000, +440.000
1679009340, +3.50, +27.680, +14.98272, +1232.000, +97.000, +440.000
1679009940, +3.50, +27.688, +13.81682, +1235.000, +96.000, +440.000
1679010540, +3.50, +27.688, +12.79304, +1243.000, +96.000, +432.000
1679011140, +3.50, +27.680, +14.18265, +1240.000, +102.000, +432.000
1679011740, +3.50, +27.639, +14.16949, +1159.000, +68.000, +464.000
