7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1682032740, +3.49, +28.000,  +3.98695, +1308.000, +115.000, +319.000
1682033340, +3.49, +28.050,  +4.01327, +1152.000, +64.000, +464.000
1682033940, +3.49, +27.984,  +2.21573, +1316.000, +124.000, +338.000
1682034540, +3.49, +27.853,  +0.63664, +1294.000, +120.000, +362.000
1682035140, +3.49, +27.770,  +0.61295, +1299.000, +109.000, +315.000
1682035740, +3.49, +27.754,  +0.42872, +1315.000, +115.000, +326.000
1682036340, +3.49, +27.737,  +4.02906, +1144.000, +64.000, +464.000
1682036940, +3.49, +27.762,  +3.12371, +1230.000, +96.000, +448.000
1682037540, +3.49, +27.754,  +2.98686, +1222.000, +88.000, +456.000
1682038140, +3.49, +27.754,  +2.70525, +1228.000, +92.000, +452.000
1682038740, +3.49, +27.688,  +2.28943, +1191.000, +76.000, +468.000
1682039340, +3.49, +27.663,  +1.61568, +1214.000, +84.000, +464.000
1682039940, +3.49, +27.713,  +1.49461, +1183.000, +72.000, +472.000
1682040540, +3.49, +27.713,  +1.20248, +1283.000, +120.000, +376.000
1682041140, +3.49, +27.721,  +1.33407, +1264.000, +108.000, +408.000
1682041740, +3.49, +27.672,  +1.63410, +1276.000, +116.000, +390.000
1682042340, +3.49, +27.639,  +1.53409, +1294.000, +120.000, +364.000
1682042940, +3.49, +27.639,  +0.93667, +1311.000, +124.000, +339.000
1682043540, +3.49, +27.630,  +0.57874, +1305.000, +120.000, +344.000
1682044140, +3.49, +27.647,  +0.91561, +1295.000, +128.000, +356.000
1682044740, +3.49, +27.630,  +1.14721, +1318.000, +128.000, +352.000
1682045340, +3.49, +27.655,  +0.39977, +1260.000, +108.000, +408.000
1682045940, +3.49, +27.737,  +0.89193, +1225.000, +88.000, +452.000
1682046540, +3.49, +27.976,  +0.61295, +1200.000, +78.000, +467.000
1682047140, +3.49, +28.271,  +0.65506, +1288.000, +120.000, +364.000
1682047740, +3.49, +28.484,  +0.40504, +1238.000, +96.000, +440.000
1682048340, +3.49, +28.476,  +0.28134, +1180.000, +72.000, +464.000
1682048940, +3.49, +28.484,  +0.27345, +1153.000, +64.000, +464.000
1682049540, +3.49, +28.533,  +0.40504, +1187.000, +76.000, +465.000
1682050140, +3.49, +28.730,  +0.23134, +1284.000, +120.000, +371.000
1682050740, +3.49, +28.966,  +0.20239, +1313.000, +122.000, +316.000
1682051340, +3.49, +29.072,  +0.13659, +1175.000, +70.000, +464.000
1682051940, +3.49, +29.121,  +0.18923, +1279.000, +103.000, +300.000
1682052540, +3.49, +29.154,  +0.03132, +1308.000, +112.000, +316.000
1682053140, +3.49, +29.178,  +0.01816, +1153.000, +64.000, +460.000
1682053740, +3.49, +29.170,  +0.10764, +1318.000, +120.000, +320.000
1682054340, +3.49, +29.032,  +0.09448, +1139.000, +60.000, +460.000
1682054940, +3.49, +28.893,  +0.13133, +1228.000, +88.000, +452.000
1682055540, +3.49, +28.770,  +0.03395, +1272.000, +115.000, +390.000
1682056140, +3.49, +28.681,  +0.11291, +1294.000, +124.000, +360.000
1682056740, +3.49, +28.599,  -0.02132, +1308.000, +128.000, +336.000
1682057340, +3.49, +28.550,  +0.04448, +1307.000, +115.000, +316.000
1682057940, +3.49, +28.533,  +0.01553, +1134.000, +62.000, +448.000
1682058540, +3.49, +28.550,  +0.04711, +1188.000, +76.000, +464.000
1682059140, +3.49, +28.550,  -0.04764, +1319.000, +124.000, +318.000
1682059740, +3.49, +28.632,  -0.01079, +1312.000, +124.000, +335.000
1682060340, +3.49, +28.828,  +0.03658, +1192.000, +76.000, +462.000
1682060940, +3.49, +28.950,  -0.07395, +1260.000, +104.000, +412.000
1682061540, +3.49, +28.983,  -0.03185, +1244.000, +96.000, +432.000
1682062140, +3.49, +28.917,  +0.05501, +1184.000, +72.000, +464.000
1682062740, +3.49, +28.828,  +0.05764, +1136.000, +56.000, +454.000
1682063340, +3.49, +28.550,  -0.01869, +1315.000, +128.000, +287.000
1682063940, +3.49, +28.345,  -0.07132, +1137.000, +60.000, +456.000
1682064540, +3.49, +28.206,  -0.00026, +1302.000, +128.000, +352.000
1682065140, +3.49, +28.107,  +0.04711, +1136.000, +60.000, +451.000
1682065740, +3.49, +28.017,  +0.09185, +1151.000, +64.000, +464.000
1682066340, +3.49, +27.787,  +0.04711, +1278.000, +103.000, +315.000
1682066940, +3.49, +27.639,  +0.02079, +1166.000, +68.000, +468.000
1682067540, +3.49, +27.589,  +0.05764, +1283.000, +120.000, +376.000
1682068140, +3.49, +27.639,  +0.02869, +1236.000, +96.000, +440.000
1682068740, +3.49, +27.828,  -0.01342, +1180.000, +72.000, +468.000
1682069340, +3.49, +27.885,  +0.05501, +1199.000, +76.000, +467.000
1682069940, +3.49, +27.877,  +0.03395, +1315.000, +124.000, +332.000
1682070540, +3.49, +27.721,  +0.00763, +1176.000, +70.000, +468.000
1682071140, +3.49, +27.622,  -0.03448, +1155.000, +64.000, +467.000
1682071740, +3.49, +27.639,  -0.02132, +1308.000, +128.000, +336.000
1682072340, +3.49, +27.713,  -0.01079, +1180.000, +70.000, +472.000
1682072940, +3.49, +27.844,  -0.05027, +1248.000, +102.000, +424.000
1682073540, +3.49, +27.853,  -0.01605, +1252.000, +102.000, +424.000
1682074140, +3.49, +27.754,  +0.04974, +1203.000, +80.000, +464.000
1682074740, +3.49, +27.688,  +0.05764, +1168.000, +68.000, +468.000
1682075340, +3.49, +27.663,  +0.03132, +1295.000, +128.000, +352.000
