7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1691863740, +3.05, +28.664,  +0.93140, +1299.000, +157.000, +309.000
1691864340, +3.05, +28.558,  +1.23933, +1184.000, +72.000, +464.000
1691864940, +3.05, +28.304,  +1.57357, +1303.000, +176.000, +254.000
1691865540, +3.05, +28.222,  +1.98150, +1308.000, +138.000, +414.000
1691866140, +3.05, +28.296,  +2.50787, +1271.000, +159.000, +200.000
1691866740, +3.05, +28.370,  +2.94475, +1183.000, +72.000, +464.000
1691867340, +3.05, +28.452,  +3.47111, +1196.000, +95.000, +255.000
1691867940, +3.05, +28.509,  +3.88694, +1254.000, +150.000, +209.000
1691868540, +3.05, +28.550,  +4.41857, +1137.000, +74.000, +284.000
1691869140, +3.05, +28.574,  +4.95810, +1238.000, +131.000, +231.000
1691869740, +3.05, +28.591,  +5.50025, +1262.000, +143.000, +236.000
1691870340, +3.05, +28.591,  +6.13979, +1272.000, +148.000, +199.000
1691870940, +3.05, +28.574,  +6.82669, +1246.000, +96.000, +456.000
1691871540, +3.05, +28.337,  +7.67940, +1200.000, +108.000, +263.000
1691872140, +3.05, +28.197,  +8.34789, +1156.000, +78.000, +269.000
1691872740, +3.05, +28.148,  +8.75319, +1247.000, +140.000, +224.000
1691873340, +3.05, +28.066,  +9.09533, +1112.000, +52.000, +432.000
1691873940, +3.05, +27.943,  +9.49800, +1239.000, +136.000, +224.000
1691874540, +3.05, +27.918,  +9.65591, +1167.000, +72.000, +271.000
1691875140, +3.05, +27.918,  +9.66117, +1321.000, +141.000, +375.000
1691875740, +3.04, +27.729, +11.25606, +1246.000, +152.000, +217.000
1691876340, +3.04, +27.639, +11.30606, +1241.000, +149.000, +230.000
1691876940, +3.04, +27.770, +11.73768, +1230.000, +135.000, +244.000
1691877540, +3.04, +27.894, +11.92980, +1292.000, +159.000, +213.000
1691878140, +3.04, +27.910, +11.42976, +1148.000, +75.000, +249.000
1691878740, +3.04, +27.836, +11.31396, +1272.000, +154.000, +205.000
1691879340, +3.04, +27.639, +10.87444, +1248.000, +96.000, +452.000
1691879940, +3.04, +27.548, +11.62977, +1246.000, +145.000, +208.000
1691880540, +3.04, +27.507, +12.64040, +1195.000, +93.000, +264.000
1691881140, +3.04, +27.655, +12.69566, +1136.000, +56.000, +450.000
1691881740, +3.04, +27.713, +12.46670, +1152.000, +64.000, +454.000
