7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1691602740, +3.08, +27.268,  +0.01816, +1292.000, +162.000, +226.000
1691603340, +3.08, +27.449,  +0.16028, +1156.000, +64.000, +456.000
1691603940, +3.08, +27.515,  +0.31029, +1148.000, +69.000, +305.000
1691604540, +3.08, +27.606,  +0.49715, +1144.000, +89.000, +271.000
1691605140, +3.08, +27.515,  +0.76560, +1200.000, +99.000, +265.000
1691605740, +3.08, +27.532,  +0.97614, +1264.000, +112.000, +436.000
1691606340, +3.08, +27.342,  +1.32881, +1155.000, +77.000, +296.000
1691606940, +3.08, +27.375,  +1.68937, +1222.000, +127.000, +262.000
1691607540, +3.08, +27.713,  +2.03414, +1144.000, +64.000, +454.000
1691608140, +3.08, +27.672,  +2.46313, +1264.000, +167.000, +208.000
1691608740, +3.08, +27.836,  +2.79737, +1200.000, +80.000, +464.000
1691609340, +3.08, +28.000,  +2.94738, +1238.000, +96.000, +456.000
1691609940, +3.08, +28.124,  +3.09740, +1128.000, +90.000, +275.000
1691610540, +3.08, +27.918,  +3.50270, +1260.000, +156.000, +207.000
1691611140, +3.08, +27.935,  +3.88958, +1264.000, +104.000, +458.000
1691611740, +3.08, +28.025,  +4.20013, +1275.000, +166.000, +195.000
1691612340, +3.08, +28.042,  +4.57385, +1128.000, +56.000, +448.000
1691612940, +3.08, +28.091,  +5.08179, +1278.000, +115.000, +416.000
1691613540, +3.08, +28.066,  +5.48973, +1136.000, +60.000, +448.000
1691614140, +3.08, +28.083,  +5.68448, +1147.000, +67.000, +246.000
1691614740, +3.08, +28.124,  +5.82923, +1107.000, +54.000, +432.000
1691615340, +3.08, +28.140,  +6.04767, +1156.000, +64.000, +496.000
1691615940, +3.08, +28.099,  +6.14768, +1203.000, +112.000, +231.000
1691616540, +3.08, +28.050,  +6.33717, +1146.000, +160.000, +344.000
1691617140, +3.08, +27.992,  +7.14251, +1235.000, +132.000, +231.000
1691617740, +3.08, +28.033,  +7.71888, +1208.000, +119.000, +266.000
