7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1677856740, +3.50, +28.386,  +0.02079, +1176.000, +72.000, +462.000
1677857340, +3.50, +28.345,  +0.05501, +1190.000, +78.000, +464.000
1677857940, +3.50, +28.329,  +0.02606, +1167.000, +71.000, +463.000
1677858540, +3.50, +28.304,  -0.02395, +1171.000, +70.000, +464.000
1677859140, +3.50, +28.345,  +0.10501, +1161.000, +70.000, +462.000
1677859740, +3.50, +28.115,  -0.00026, +1232.000, +96.000, +440.000
1677860340, +3.50, +27.943,  +0.00763, +1235.000, +96.000, +435.000
1677860940, +3.50, +27.943,  -0.07395, +1240.000, +99.000, +432.000
1677861540, +3.50, +27.968,  -0.03711, +1233.000, +96.000, +440.000
1677862140, +3.50, +28.017,  +0.02869, +1232.000, +96.000, +440.000
1677862740, +3.50, +27.959,  +0.10764, +1241.000, +100.000, +428.000
1677863340, +3.50, +27.647,  +0.02869, +1283.000, +118.000, +364.000
1677863940, +3.50, +27.424,  +0.16291, +1299.000, +108.000, +344.000
1677864540, +3.50, +27.367,  +0.04974, +1283.000, +116.000, +361.000
1677865140, +3.50, +27.466,  +0.28924, +1288.000, +116.000, +352.000
1677865740, +3.50, +27.449,  +0.42872, +1295.000, +112.000, +352.000
1677866340, +3.50, +27.375,  +0.62611, +1300.000, +112.000, +345.000
1677866940, +3.50, +27.367,  +1.11300, +1308.000, +107.000, +335.000
1677867540, +3.50, +27.383,  +1.73411, +1287.000, +120.000, +353.000
1677868140, +3.50, +27.474,  +1.91834, +1294.000, +112.000, +352.000
1677868740, +3.50, +27.589,  +2.77631, +1239.000, +96.000, +432.000
1677869340, +3.50, +27.663,  +2.60524, +1256.000, +108.000, +408.000
1677869940, +3.50, +27.737,  +3.31584, +1240.000, +99.000, +430.000
1677870540, +3.50, +27.770,  +3.70535, +1252.000, +104.000, +416.000
1677871140, +3.50, +27.902,  +4.47647, +1241.000, +100.000, +432.000
1677871740, +3.50, +27.927,  +4.81335, +1235.000, +96.000, +436.000
1677872340, +3.50, +27.918,  +6.19769, +1239.000, +96.000, +433.000
1677872940, +3.50, +27.877,  +6.65562, +1248.000, +103.000, +422.000
1677873540, +3.50, +27.877,  +6.88459, +1235.000, +96.000, +440.000
1677874140, +3.50, +27.910,  +7.57939, +1238.000, +96.000, +432.000
1677874740, +3.50, +27.853,  +7.31095, +1240.000, +99.000, +432.000
1677875340, +3.50, +27.581,  +6.47929, +1262.000, +112.000, +398.000
1677875940, +3.50, +27.416,  +7.11356, +1284.000, +116.000, +360.000
1677876540, +3.50, +27.400, +10.59284, +1294.000, +112.000, +352.000
1677877140, +3.50, +27.400, +11.16394, +1304.000, +110.000, +352.000
1677877740, +3.50, +27.367, +11.50345, +1304.000, +105.000, +343.000
1677878340, +3.50, +27.359, +12.29299, +1295.000, +112.000, +352.000
1677878940, +3.50, +27.359, +13.04043, +1292.000, +116.000, +352.000
1677879540, +3.50, +27.359, +13.74576, +1294.000, +116.000, +352.000
1677880140, +3.50, +27.367, +15.29854, +1287.000, +120.000, +358.000
1677880740, +3.50, +27.276, +15.49593, +1302.000, +104.000, +348.000
1677881340, +3.50, +27.276,  +5.33971, +1246.000, +104.000, +423.000
1677881940, +3.50, +27.326, +14.62216, +1292.000, +113.000, +352.000
1677882540, +3.50, +27.375, +13.95894, +1299.000, +112.000, +344.000
1677883140, +3.50, +27.391,  +8.23998, +1303.000, +108.000, +344.000
1677883740, +3.50, +27.185, +16.93027, +1304.000, +108.000, +350.000
1677884340, +3.50, +27.045, +14.53268, +1174.000, +76.000, +463.000
1677884940, +3.50, +27.235,  +6.40297, +1299.000, +107.000, +335.000
1677885540, +3.50, +27.416, +11.27711, +1294.000, +116.000, +352.000
1677886140, +3.50, +27.548,  +8.47422, +1283.000, +120.000, +360.000
1677886740, +3.50, +27.144,  +7.95311, +1169.000, +72.000, +464.000
1677887340, +3.50, +26.954,  +5.23707, +1150.000, +67.000, +460.000
1677887940, +3.50, +26.929,  +9.62696, +1191.000, +80.000, +464.000
1677888540, +3.50, +27.045,  +8.22419, +1168.000, +73.000, +462.000
1677889140, +3.50, +27.350,  +8.73740, +1144.000, +65.000, +455.000
1677889740, +3.50, +27.515,  +9.94277, +1259.000, +112.000, +400.000
