7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1682641740, +3.49, +28.009,  +3.31057, +1296.000, +128.000, +352.000
1682642340, +3.49, +27.951,  +3.20530, +1270.000, +112.000, +398.000
1682642940, +3.49, +27.853,  +3.09476, +1166.000, +70.000, +464.000
1682643540, +3.49, +27.779,  +2.88159, +1214.000, +88.000, +456.000
1682644140, +3.49, +27.680,  +2.69999, +1276.000, +116.000, +392.000
1682644740, +3.49, +27.606,  +2.49471, +1299.000, +117.000, +308.000
1682645340, +3.49, +27.639,  +2.37628, +1177.000, +72.000, +467.000
1682645940, +3.49, +27.680,  +2.16573, +1294.000, +124.000, +358.000
1682646540, +3.49, +27.548,  +2.02361, +1144.000, +64.000, +460.000
1682647140, +3.49, +27.482,  +1.82359, +1171.000, +70.000, +464.000
1682647740, +3.49, +27.499,  +1.79727, +1144.000, +64.000, +460.000
1682648340, +3.49, +27.597,  +1.43671, +1166.000, +70.000, +464.000
1682648940, +3.49, +27.729,  +1.93676, +1203.000, +82.000, +460.000
1682649540, +3.49, +27.779,  +1.38934, +1299.000, +71.000, +316.000
1682650140, +3.49, +27.853,  +1.21038, +1292.000, +124.000, +360.000
1682650740, +3.49, +27.918,  +1.06563, +1294.000, +128.000, +358.000
1682651340, +3.49, +28.066,  +1.34460, +1286.000, +124.000, +372.000
1682651940, +3.49, +27.902,  +1.04984, +1320.000, +124.000, +320.000
1682652540, +3.49, +27.885,  +0.81823, +1283.000, +112.000, +305.000
1682653140, +3.49, +28.009,  +0.72612, +1283.000, +112.000, +304.000
1682653740, +3.49, +28.156,  +0.64190, +1311.000, +128.000, +336.000
1682654340, +3.49, +28.263,  +0.47347, +1281.000, +120.000, +376.000
1682654940, +3.49, +28.378,  +0.41030, +1289.000, +110.000, +312.000
1682655540, +3.49, +28.476,  +0.36819, +1305.000, +128.000, +339.000
1682656140, +3.49, +28.721,  +0.18923, +1216.000, +84.000, +454.000
1682656740, +3.49, +28.795,  +0.26029, +1247.000, +100.000, +428.000
1682657340, +3.49, +28.361,  +0.13133, +1148.000, +64.000, +463.000
1682657940, +3.49, +28.238,  +0.02606, +1136.000, +56.000, +451.000
1682658540, +3.49, +27.943,  +0.02342, +1260.000, +99.000, +307.000
1682659140, +3.49, +27.984,  -0.08185, +1320.000, +126.000, +326.000
1682659740, +3.49, +28.214,  +0.03132, +1240.000, +96.000, +438.000
1682660340, +3.49, +28.361,  +0.00763, +1312.000, +128.000, +334.000
1682660940, +3.49, +28.517,  -0.01342, +1212.000, +88.000, +455.000
1682661540, +3.49, +28.811,  -0.00553, +1272.000, +112.000, +392.000
1682662140, +3.49, +28.836,  +0.08659, +1318.000, +124.000, +327.000
1682662740, +3.49, +28.885,  -0.01079, +1313.000, +125.000, +337.000
1682663340, +3.49, +28.787,  +0.06027, +1136.000, +62.000, +458.000
1682663940, +3.49, +28.828,  -0.01079, +1273.000, +116.000, +385.000
1682664540, +3.49, +28.746,  -0.00026, +1284.000, +124.000, +371.000
1682665140, +3.49, +28.640,  +0.03132, +1132.000, +60.000, +452.000
