7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1679074740, +3.50, +28.811,  +0.31029, +1267.000, +112.000, +396.000
1679075340, +3.50, +28.828,  +0.63664, +1255.000, +104.000, +416.000
1679075940, +3.50, +28.828,  +0.72349, +1264.000, +108.000, +403.000
1679076540, +3.50, +28.811,  +1.17090, +1144.000, +64.000, +456.000
1679077140, +3.50, +28.770,  +1.38934, +1262.000, +112.000, +404.000
1679077740, +3.50, +28.697,  +1.64200, +1273.000, +118.000, +376.000
1679078340, +3.50, +28.558,  +1.78148, +1303.000, +108.000, +352.000
1679078940, +3.50, +28.394,  +2.09204, +1308.000, +104.000, +335.000
1679079540, +3.50, +28.099,  +1.95782, +1144.000, +64.000, +457.000
1679080140, +3.50, +27.811,  +2.88948, +1304.000, +108.000, +353.000
1679080740, +3.50, +27.927,  +3.61323, +1230.000, +96.000, +448.000
1679081340, +3.50, +27.787,  +4.29488, +1235.000, +96.000, +440.000
1679081940, +3.50, +27.449,  +4.96599, +1295.000, +118.000, +352.000
1679082540, +3.50, +27.136,  +5.35813, +1294.000, +115.000, +352.000
1679083140, +3.50, +26.896,  +6.11084, +1308.000, +116.000, +343.000
1679083740, +3.50, +26.847,  +6.97671, +1145.000, +64.000, +460.000
1679084340, +3.50, +26.929,  +7.70046, +1142.000, +64.000, +456.000
1679084940, +3.50, +26.971,  +9.31114, +1144.000, +64.000, +460.000
1679085540, +3.50, +26.995, +10.23228, +1144.000, +64.000, +454.000
1679086140, +3.50, +27.028, +12.34300, +1295.000, +115.000, +352.000
1679086740, +3.50, +27.210, +12.96148, +1299.000, +112.000, +352.000
1679087340, +3.50, +27.342, +14.38266, +1287.000, +120.000, +360.000
1679087940, +3.50, +27.523, +13.16939, +1264.000, +112.000, +400.000
1679088540, +3.50, +27.729, +15.08536, +1235.000, +96.000, +438.000
1679089140, +3.50, +27.573, +15.74069, +1254.000, +108.000, +419.000
1679089740, +3.50, +27.515, +17.79614, +1222.000, +89.000, +452.000
1679090340, +3.50, +27.655, +18.69096, +1238.000, +98.000, +440.000
1679090940, +3.50, +27.902, +16.95659, +1224.000, +96.000, +448.000
1679091540, +3.50, +27.984, +20.73589, +1204.000, +80.000, +464.000
1679092140, +3.50, +27.984, +20.99907, +1235.000, +96.000, +440.000
1679092740, +3.50, +28.189, +21.47280, +1164.000, +70.000, +465.000
1679093340, +3.50, +28.345, +24.20990, +1296.000, +112.000, +352.000
1679093940, +3.50, +28.509, +25.48107, +1256.000, +108.000, +412.000
1679094540, +3.50, +28.615, +24.54414, +1287.000, +116.000, +360.000
1679095140, +3.50, +28.656, +23.16244, +1276.000, +116.000, +374.000
1679095740, +3.50, +28.623, +23.12822, +1288.000, +116.000, +358.000
1679096340, +3.50, +28.402, +24.28096, +1311.000, +110.000, +335.000
1679096940, +3.50, +28.361, +24.51519, +1300.000, +112.000, +352.000
1679097540, +3.50, +28.443, +23.10980, +1299.000, +108.000, +352.000
1679098140, +3.50, +28.517, +20.80695, +1296.000, +112.000, +352.000
1679098740, +3.50, +28.599, +18.06459, +1272.000, +115.000, +384.000
1679099340, +3.50, +28.640, +16.64867, +1276.000, +120.000, +372.000
1679099940, +3.50, +28.623, +15.53540, +1272.000, +115.000, +390.000
1679100540, +3.50, +28.705, +13.98789, +1276.000, +118.000, +376.000
1679101140, +3.50, +28.721, +12.39300, +1267.000, +115.000, +392.000
1679101740, +3.50, +28.787, +12.86410, +1279.000, +116.000, +376.000
1679102340, +3.50, +28.811, +12.50091, +1244.000, +99.000, +432.000
1679102940, +3.50, +28.877, +10.70074, +1248.000, +102.000, +423.000
1679103540, +3.50, +28.934,  +9.19007, +1256.000, +106.000, +409.000
1679104140, +3.50, +28.934,  +7.68467, +1233.000, +96.000, +440.000
1679104740, +3.50, +28.893,  +6.60299, +1255.000, +104.000, +414.000
1679105340, +3.50, +28.811,  +5.21338, +1158.000, +67.000, +462.000
1679105940, +3.50, +28.787,  +5.10285, +1251.000, +104.000, +419.000
1679106540, +3.50, +28.795,  +4.83440, +1262.000, +108.000, +408.000
1679107140, +3.50, +28.828,  +4.51332, +1276.000, +118.000, +371.000
1679107740, +3.50, +28.844,  +4.33172, +1267.000, +112.000, +391.000
1679108340, +3.50, +28.885,  +4.13434, +1257.000, +112.000, +404.000
1679108940, +3.50, +28.950,  +3.33952, +1240.000, +97.000, +435.000
1679109540, +3.50, +29.007,  +2.77894, +1233.000, +96.000, +444.000
1679110140, +3.50, +28.991,  +2.91580, +1240.000, +99.000, +433.000
1679110740, +3.50, +28.950,  +2.81842, +1231.000, +96.000, +448.000
1679111340, +3.50, +28.958,  +2.79737, +1270.000, +112.000, +390.000
1679111940, +3.50, +29.015,  +2.75526, +1240.000, +98.000, +436.000
1679112540, +3.50, +29.064,  +1.96308, +1196.000, +80.000, +464.000
1679113140, +3.50, +29.097,  +1.95782, +1264.000, +112.000, +392.000
1679113740, +3.50, +29.113,  +1.55778, +1254.000, +104.000, +419.000
1679114340, +3.50, +29.105,  +1.29986, +1219.000, +88.000, +455.000
1679114940, +3.50, +29.129,  +0.99720, +1192.000, +78.000, +465.000
1679115540, +3.50, +29.137,  +0.76033, +1208.000, +84.000, +460.000
1679116140, +3.50, +29.137,  +0.48399, +1208.000, +83.000, +462.000
1679116740, +3.50, +29.129,  +0.27871, +1200.000, +80.000, +462.000
1679117340, +3.50, +29.129,  +0.06816, +1223.000, +88.000, +451.000
1679117940, +3.50, +29.146,  +0.08132, +1196.000, +78.000, +465.000
1679118540, +3.50, +29.129,  +0.08132, +1191.000, +78.000, +464.000
1679119140, +3.50, +29.113,  +0.05237, +1206.000, +81.000, +463.000
1679119740, +3.50, +29.080,  +0.05237, +1222.000, +92.000, +452.000
1679120340, +3.50, +29.072,  -0.06080, +1241.000, +99.000, +432.000
1679120940, +3.50, +29.072,  +0.09448, +1231.000, +96.000, +444.000
1679121540, +3.50, +29.064,  -0.06080, +1200.000, +80.000, +464.000
1679122140, +3.50, +29.064,  -0.01079, +1217.000, +88.000, +454.000
1679122740, +3.50, +29.080,  -0.01605, +1217.000, +88.000, +456.000
1679123340, +3.50, +29.113,  +0.04974, +1307.000, +112.000, +337.000
1679123940, +3.50, +29.113,  -0.03974, +1219.000, +92.000, +452.000
1679124540, +3.50, +29.015,  +0.03658, +1223.000, +88.000, +448.000
1679125140, +3.50, +28.958,  +0.10238, +1236.000, +96.000, +440.000
1679125740, +3.50, +28.975,  +0.03395, +1235.000, +96.000, +440.000
1679126340, +3.50, +28.999,  -0.07395, +1241.000, +102.000, +432.000
1679126940, +3.50, +29.032,  +0.03132, +1223.000, +92.000, +451.000
1679127540, +3.50, +29.040,  +0.11291, +1155.000, +65.000, +464.000
1679128140, +3.50, +29.056,  +0.03132, +1184.000, +76.000, +465.000
1679128740, +3.50, +29.064,  +0.03658, +1228.000, +96.000, +448.000
1679129340, +3.50, +29.056,  +0.04185, +1208.000, +84.000, +463.000
1679129940, +3.50, +28.942,  +0.10238, +1256.000, +108.000, +414.000
1679130540, +3.50, +28.893,  +0.03921, +1272.000, +115.000, +384.000
1679131140, +3.50, +28.852,  +0.11817, +1272.000, +115.000, +384.000
1679131740, +3.50, +28.819,  -0.00290, +1272.000, +115.000, +388.000
1679132340, +3.50, +28.901,  +0.03921, +1248.000, +104.000, +424.000
1679132940, +3.50, +28.991,  +0.00763, +1240.000, +97.000, +436.000
1679133540, +3.50, +28.958,  +0.02079, +1246.000, +104.000, +424.000
1679134140, +3.50, +28.917,  -0.00290, +1260.000, +108.000, +403.000
1679134740, +3.50, +28.909,  -0.01869, +1251.000, +104.000, +420.000
1679135340, +3.50, +28.966,  +0.01290, +1272.000, +116.000, +384.000
1679135940, +3.50, +29.032,  +0.08132, +1223.000, +96.000, +452.000
1679136540, +3.50, +29.064,  +0.09185, +1228.000, +92.000, +448.000
1679137140, +3.50, +29.080,  +0.01553, +1222.000, +88.000, +451.000
1679137740, +3.50, +29.007,  -0.00026, +1223.000, +92.000, +452.000
1679138340, +3.50, +28.966,  -0.00026, +1276.000, +116.000, +376.000
1679138940, +3.50, +28.942,  +0.02606, +1272.000, +116.000, +384.000
1679139540, +3.50, +28.934,  +0.07343, +1264.000, +112.000, +400.000
1679140140, +3.50, +28.934,  -0.00290, +1291.000, +118.000, +355.000
1679140740, +3.50, +28.934,  +0.04448, +1295.000, +116.000, +352.000
1679141340, +3.50, +28.909,  +0.00237, +1283.000, +116.000, +364.000
1679141940, +3.50, +28.901,  -0.03974, +1228.000, +92.000, +449.000
1679142540, +3.50, +28.909,  +0.02606, +1297.000, +112.000, +352.000
1679143140, +3.50, +28.909,  +0.03395, +1278.000, +120.000, +368.000
1679143740, +3.50, +28.836,  +0.08132, +1304.000, +112.000, +353.000
1679144340, +3.50, +28.852,  -0.03448, +1295.000, +116.000, +352.000
1679144940, +3.50, +28.877,  -0.03185, +1283.000, +120.000, +368.000
1679145540, +3.50, +28.877,  +0.09185, +1264.000, +112.000, +398.000
1679146140, +3.50, +28.844,  -0.00026, +1255.000, +108.000, +414.000
1679146740, +3.50, +28.738,  -0.00553, +1271.000, +114.000, +387.000
1679147340, +3.50, +28.656,  -0.00553, +1283.000, +120.000, +368.000
1679147940, +3.50, +28.566,  -0.01605, +1302.000, +112.000, +327.000
1679148540, +3.50, +28.476,  +0.04448, +1300.000, +112.000, +348.000
1679149140, +3.50, +28.533,  +0.08659, +1305.000, +111.000, +352.000
1679149740, +3.50, +28.558,  +0.06290, +1308.000, +113.000, +343.000
1679150340, +3.50, +28.542,  +0.04185, +1299.000, +112.000, +352.000
1679150940, +3.50, +28.558,  +0.08922, +1303.000, +112.000, +348.000
1679151540, +3.50, +28.599,  +0.02869, +1219.000, +89.000, +454.000
1679152140, +3.50, +28.640,  +0.04185, +1291.000, +116.000, +356.000
1679152740, +3.50, +28.632,  +0.00237, +1287.000, +118.000, +358.000
1679153340, +3.50, +28.648,  +0.07080, +1287.000, +116.000, +358.000
1679153940, +3.50, +28.640,  -0.02395, +1283.000, +116.000, +368.000
1679154540, +3.50, +28.623,  -0.04237, +1279.000, +120.000, +368.000
1679155140, +3.50, +28.607,  -0.00816, +1292.000, +116.000, +355.000
1679155740, +3.50, +28.492,  +0.07606, +1302.000, +112.000, +352.000
1679156340, +3.50, +28.312,  +0.01026, +1143.000, +64.000, +456.000
1679156940, +3.50, +28.288,  +0.04974, +1275.000, +120.000, +380.000
1679157540, +3.50, +28.353,  -0.00816, +1304.000, +113.000, +344.000
1679158140, +3.50, +28.443,  +0.02342, +1308.000, +115.000, +346.000
1679158740, +3.50, +28.574,  +0.06553, +1278.000, +116.000, +371.000
1679159340, +3.50, +28.713,  +0.02079, +1276.000, +120.000, +380.000
1679159940, +3.50, +28.803,  +0.00763, +1272.000, +115.000, +384.000
1679160540, +3.50, +28.844,  +0.17870, +1272.000, +118.000, +384.000
1679161140, +3.50, +28.811,  +0.19712, +1273.000, +112.000, +386.000
