7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1690123740, +3.46, +26.681,  -0.07132, +1295.000, +120.000, +384.000
1690124340, +3.46, +26.557,  +0.03921, +1288.000, +120.000, +390.000
1690124940, +3.46, +26.491,  +0.02342, +1299.000, +112.000, +348.000
1690125540, +3.46, +26.425,  -0.06869, +1136.000, +62.000, +472.000
1690126140, +3.46, +26.358,  -0.03448, +1311.000, +120.000, +360.000
1690126740, +3.46, +26.358,  +0.01816, +1294.000, +110.000, +335.000
1690127340, +3.46, +26.358,  -0.01869, +1136.000, +60.000, +476.000
1690127940, +3.46, +26.383,  -0.04764, +1287.000, +108.000, +343.000
1690128540, +3.46, +26.425,  -0.04764, +1318.000, +121.000, +357.000
1690129140, +3.46, +26.441,  +0.02079, +1292.000, +120.000, +384.000
1690129740, +3.46, +26.449,  +0.06816, +1288.000, +120.000, +384.000
1690130340, +3.46, +26.458,  -0.00553, +1260.000, +108.000, +432.000
1690130940, +3.46, +26.474,  +0.02606, +1297.000, +120.000, +376.000
1690131540, +3.46, +26.598,  -0.01869, +1262.000, +108.000, +432.000
1690132140, +3.46, +26.689,  +0.04448, +1222.000, +88.000, +476.000
1690132740, +3.46, +26.805,  +0.01026, +1255.000, +104.000, +444.000
1690133340, +3.46, +26.938,  +0.06816, +1184.000, +76.000, +487.000
1690133940, +3.46, +26.995,  -0.07395, +1203.000, +80.000, +484.000
1690134540, +3.46, +27.004,  -0.02132, +1208.000, +81.000, +480.000
1690135140, +3.46, +26.971,  -0.05290, +1184.000, +76.000, +488.000
1690135740, +3.46, +27.078,  +0.10238, +1260.000, +112.000, +432.000
1690136340, +3.46, +27.317,  +0.68664, +1252.000, +104.000, +440.000
1690136940, +3.46, +27.474,  +0.86298, +1264.000, +112.000, +428.000
1690137540, +3.46, +27.367,  +1.29196, +1232.000, +96.000, +464.000
1690138140, +3.46, +27.449,  +1.54988, +1302.000, +120.000, +368.000
1690138740, +3.46, +27.499,  +1.96308, +1139.000, +60.000, +480.000
1690139340, +3.46, +27.647,  +2.28943, +1292.000, +120.000, +384.000
1690139940, +3.46, +27.704,  +2.62367, +1150.000, +65.000, +480.000
1690140540, +3.46, +27.754,  +2.75263, +1200.000, +80.000, +486.000
1690141140, +3.46, +27.762,  +3.26583, +1302.000, +111.000, +344.000
1690141740, +3.46, +27.680,  +3.62902, +1255.000, +104.000, +440.000
1690142340, +3.46, +27.647,  +4.22382, +1144.000, +64.000, +480.000
1690142940, +3.46, +27.704,  +4.71860, +1137.000, +60.000, +476.000
1690143540, +3.46, +27.770,  +5.12127, +1273.000, +114.000, +408.000
1690144140, +3.46, +27.737,  +4.96862, +1324.000, +126.000, +346.000
1690144740, +3.46, +27.449,  +5.17654, +1228.000, +92.000, +472.000
1690145340, +3.46, +27.515,  +5.55289, +1190.000, +76.000, +486.000
1690145940, +3.46, +27.606,  +6.16874, +1278.000, +99.000, +345.000
1690146540, +3.46, +27.639,  +6.69510, +1278.000, +120.000, +404.000
1690147140, +3.46, +27.655,  +6.23190, +1161.000, +65.000, +486.000
1690147740, +3.46, +27.367,  +7.57150, +1279.000, +120.000, +403.000
1690148340, +3.46, +27.185,  +7.79520, +1231.000, +92.000, +468.000
1690148940, +3.46, +27.144,  +8.90847, +1246.000, +100.000, +449.000
1690149540, +3.46, +27.276, +10.13227, +1281.000, +120.000, +400.000
1690150140, +3.46, +27.408,  +9.28219, +1228.000, +92.000, +468.000
1690150740, +3.46, +27.532,  +9.47168, +1264.000, +112.000, +428.000
1690151340, +3.46, +27.622,  +9.64538, +1296.000, +120.000, +384.000
1690151940, +3.46, +27.663,  +8.89794, +1155.000, +64.000, +483.000
1690152540, +3.46, +27.606,  +9.03479, +1313.000, +132.000, +358.000
1690153140, +3.46, +27.548,  +7.57676, +1260.000, +108.000, +436.000
1690153740, +3.46, +27.523,  +7.74783, +1295.000, +111.000, +346.000
1690154340, +3.46, +27.556,  +7.60045, +1224.000, +88.000, +470.000
1690154940, +3.46, +27.622,  +7.35832, +1304.000, +120.000, +368.000
1690155540, +3.46, +27.672,  +7.43201, +1164.000, +71.000, +487.000
1690156140, +3.45, +27.556,  +6.88722, +1203.000, +80.000, +472.000
1690156740, +3.44, +27.490,  +6.17926, +1176.000, +72.000, +466.000
1690157340, +3.43, +27.532,  +5.59763, +1240.000, +96.000, +450.000
1690157940, +3.42, +27.630,  +5.42919, +1128.000, +91.000, +356.000
1690158540, +3.40, +27.680,  +4.93178, +1192.000, +76.000, +456.000
1690159140, +3.39, +27.655,  +4.64228, +1104.000, +48.000, +422.000
1690159740, +3.38, +27.408,  +4.61859, +1276.000, +115.000, +415.000
1690160340, +3.37, +27.243,  +4.58438, +1116.000, +56.000, +323.000
1690160940, +3.36, +27.218,  +4.37909, +1275.000, +128.000, +364.000
1690161540, +3.36, +27.235,  +4.19487, +1136.000, +56.000, +432.000
1690162140, +3.35, +27.260,  +4.01064, +1240.000, +127.000, +253.000
1690162740, +3.35, +27.268,  +3.77641, +1246.000, +125.000, +289.000
1690163340, +3.34, +27.301,  +3.76851, +1080.000, +17.000, +387.000
1690163940, +3.34, +27.309,  +3.54744, +1102.000, +59.000, +362.000
1690164540, +3.34, +27.342,  +3.40269, +1203.000, +104.000, +319.000
1690165140, +3.33, +27.334,  +3.12371, +1073.000, +37.000, +344.000
1690165740, +3.33, +27.350,  +3.12108, +1208.000, +96.000, +384.000
1690166340, +3.33, +27.359,  +2.97107, +1096.000, +28.000, +312.000
1690166940, +3.33, +27.359,  +2.66841, +1211.000, +53.000, +385.000
1690167540, +3.33, +27.367,  +2.34206, +1096.000, -30.000, +335.000
1690168140, +3.33, +27.441,  +2.19205, +1119.000, +104.000, +320.000
