7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1681510740, +3.49, +29.211, +12.59565, +1148.000, +64.000, +464.000
1681511340, +3.50, +29.251, +12.91674, +1137.000, +60.000, +455.000
1681511940, +3.50, +29.243, +14.15370, +1315.000, +114.000, +343.000
1681512540, +3.50, +29.243,  +8.60318, +1139.000, +62.000, +454.000
1681513140, +3.50, +29.194,  +6.84512, +1144.000, +60.000, +464.000
1681513740, +3.50, +29.178,  +4.45279, +1139.000, +62.000, +456.000
1681514340, +3.50, +29.186, +15.20906, +1137.000, +60.000, +455.000
1681514940, +3.50, +29.219, +23.85724, +1143.000, +60.000, +460.000
1681515540, +3.50, +29.276, +10.15069, +1287.000, +103.000, +319.000
1681516140, +3.50, +29.292,  +2.87106, +1142.000, +56.000, +460.000
1681516740, +3.50, +29.284,  +4.13697, +1308.000, +109.000, +323.000
1681517340, +3.50, +29.260,  +9.49273, +1304.000, +116.000, +348.000
1681517940, +3.50, +29.235,  +6.07136, +1139.000, +60.000, +457.000
1681518540, +3.50, +29.227,  +4.92388, +1136.000, +60.000, +456.000
1681519140, +3.50, +29.227,  +1.67884, +1182.000, +72.000, +468.000
1681519740, +3.50, +29.251,  +0.74981, +1137.000, +60.000, +457.000
1681520340, +3.50, +29.260,  +0.62348, +1159.000, +64.000, +467.000
1681520940, +3.50, +29.268,  +1.05247, +1164.000, +64.000, +467.000
1681521540, +3.50, +29.276,  +0.86561, +1160.000, +66.000, +468.000
1681522140, +3.50, +29.235,  +0.47873, +1304.000, +120.000, +352.000
1681522740, +3.50, +29.219,  +0.63137, +1159.000, +64.000, +467.000
1681523340, +3.50, +29.243,  +0.79192, +1308.000, +118.000, +350.000
1681523940, +3.50, +29.276,  +1.14721, +1139.000, +60.000, +456.000
1681524540, +3.50, +29.211,  +1.21564, +1164.000, +65.000, +467.000
1681525140, +3.50, +29.064,  +1.23933, +1174.000, +70.000, +472.000
1681525740, +3.50, +29.015,  +1.32355, +1228.000, +92.000, +451.000
1681526340, +3.50, +28.762,  +1.93676, +1139.000, +60.000, +456.000
1681526940, +3.50, +28.345,  +3.26846, +1276.000, +114.000, +388.000
1681527540, +3.50, +28.427,  +3.19477, +1302.000, +120.000, +352.000
1681528140, +3.50, +28.197,  +1.84465, +1305.000, +113.000, +319.000
1681528740, +3.50, +28.074,  +1.01825, +1315.000, +121.000, +337.000
1681529340, +3.50, +28.025,  +1.12353, +1292.000, +113.000, +319.000
1681529940, +3.50, +28.017,  +1.18143, +1145.000, +64.000, +464.000
1681530540, +3.50, +28.000,  +1.12089, +1299.000, +120.000, +352.000
1681531140, +3.50, +27.992,  +0.78402, +1139.000, +62.000, +455.000
1681531740, +3.50, +27.984,  +0.57611, +1164.000, +64.000, +468.000
1681532340, +3.50, +27.992,  +0.42346, +1166.000, +67.000, +468.000
1681532940, +3.50, +28.066,  +0.39451, +1166.000, +68.000, +468.000
1681533540, +3.50, +28.148,  +0.37872, +1175.000, +72.000, +470.000
1681534140, +3.50, +28.189,  +0.18133, +1139.000, +60.000, +452.000
1681534740, +3.50, +28.279,  +0.15238, +1319.000, +111.000, +327.000
1681535340, +3.49, +28.345,  +0.01290, +1292.000, +100.000, +319.000
1681535940, +3.49, +28.402,  +0.06553, +1311.000, +116.000, +348.000
1681536540, +3.49, +28.460,  +0.04448, +1136.000, +60.000, +451.000
1681537140, +3.49, +28.476,  +0.02079, +1185.000, +72.000, +464.000
1681537740, +3.49, +28.476,  +0.05501, +1311.000, +115.000, +344.000
1681538340, +3.50, +28.509,  -0.00553, +1148.000, +64.000, +465.000
1681538940, +3.50, +28.533,  +0.11027, +1292.000, +103.000, +319.000
1681539540, +3.50, +28.558,  +0.02342, +1304.000, +111.000, +316.000
1681540140, +3.50, +28.558,  -0.01605, +1136.000, +62.000, +454.000
1681540740, +3.50, +28.582,  +0.07869, +1160.000, +64.000, +464.000
1681541340, +3.50, +28.623,  -0.02132, +1286.000, +120.000, +364.000
1681541940, +3.50, +28.689,  +0.05501, +1164.000, +67.000, +464.000
1681542540, +3.50, +28.648,  -0.02395, +1137.000, +60.000, +451.000
1681543140, +3.50, +28.632,  +0.02869, +1320.000, +121.000, +329.000
1681543740, +3.50, +28.632,  +0.06816, +1137.000, +60.000, +455.000
1681544340, +3.50, +28.656,  +0.02342, +1313.000, +125.000, +339.000
1681544940, +3.50, +28.738,  +0.05237, +1304.000, +120.000, +344.000
1681545540, +3.50, +28.762,  +0.05501, +1136.000, +60.000, +452.000
1681546140, +3.50, +28.860,  +0.04448, +1279.000, +104.000, +312.000
