7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1674724740, +3.52, +28.329,  -0.00553, +1259.000, +108.000, +398.000
1674725340, +3.52, +28.361,  +0.06290, +1246.000, +104.000, +416.000
1674725940, +3.52, +28.370,  +0.02342, +1260.000, +112.000, +398.000
1674726540, +3.52, +28.361,  +0.05501, +1256.000, +112.000, +400.000
1674727140, +3.52, +28.370,  +0.06553, +1254.000, +104.000, +408.000
1674727740, +3.52, +28.419,  +0.03395, +1248.000, +102.000, +416.000
1674728340, +3.52, +28.419,  -0.02395, +1244.000, +103.000, +419.000
1674728940, +3.52, +28.345,  -0.01605, +1281.000, +120.000, +355.000
1674729540, +3.52, +28.312,  +0.02869, +1264.000, +115.000, +384.000
1674730140, +3.52, +28.304,  +0.02606, +1284.000, +118.000, +352.000
1674730740, +3.52, +28.320,  +0.05237, +1272.000, +120.000, +368.000
1674731340, +3.52, +28.320,  +0.07080, +1257.000, +112.000, +398.000
1674731940, +3.52, +28.288,  +0.00763, +1263.000, +112.000, +392.000
1674732540, +3.52, +28.132,  +0.01553, +1292.000, +116.000, +344.000
1674733140, +3.52, +28.058,  -0.03974, +1302.000, +112.000, +339.000
1674733740, +3.52, +28.148,  +0.03921, +1288.000, +120.000, +352.000
1674734340, +3.52, +28.263,  +0.10238, +1281.000, +120.000, +358.000
1674734940, +3.52, +28.329,  +0.04974, +1270.000, +113.000, +377.000
1674735540, +3.52, +28.370,  +0.03132, +1267.000, +112.000, +384.000
1674736140, +3.52, +27.795,  +0.08132, +1144.000, +64.000, +448.000
1674736740, +3.52, +27.556,  +0.12343, +1196.000, +80.000, +455.000
1674737340, +3.52, +27.713,  +0.03395, +1164.000, +70.000, +456.000
1674737940, +3.52, +27.795,  +0.09975, +1140.000, +67.000, +444.000
1674738540, +3.52, +27.721,  +0.04185, +1188.000, +80.000, +456.000
1674739140, +3.52, +27.457,  +0.01553, +1142.000, +64.000, +448.000
1674739740, +3.52, +27.301,  +0.02869, +1238.000, +100.000, +428.000
1674740340, +3.52, +27.235,  +0.04711, +1264.000, +112.000, +390.000
1674740940, +3.52, +27.194,  -0.08711, +1260.000, +112.000, +398.000
1674741540, +3.52, +27.202,  +0.04448, +1260.000, +112.000, +391.000
1674742140, +3.52, +27.202,  +0.09711, +1256.000, +112.000, +404.000
1674742740, +3.52, +27.202,  +0.08396, +1272.000, +120.000, +376.000
1674743340, +3.52, +27.210,  -0.00290, +1255.000, +112.000, +400.000
1674743940, +3.52, +27.169,  +0.09448, +1283.000, +118.000, +355.000
1674744540, +3.52, +27.169,  +0.01026, +1272.000, +120.000, +368.000
1674745140, +3.52, +27.152,  -0.02395, +1244.000, +102.000, +419.000
1674745740, +3.52, +27.136,  +0.00237, +1267.000, +118.000, +384.000
1674746340, +3.52, +27.144,  -0.00290, +1272.000, +118.000, +376.000
1674746940, +3.52, +27.194,  +0.07080, +1268.000, +115.000, +380.000
1674747540, +3.52, +27.243,  +0.09711, +1216.000, +88.000, +448.000
1674748140, +3.52, +27.260,  +0.07343, +1264.000, +112.000, +384.000
1674748740, +3.51, +27.251,  +0.10238, +1271.000, +118.000, +377.000
1674749340, +3.51, +27.309,  +0.05764, +1240.000, +100.000, +424.000
1674749940, +3.51, +27.449,  +0.05501, +1238.000, +100.000, +428.000
1674750540, +3.52, +27.540,  -0.01869, +1192.000, +81.000, +456.000
1674751140, +3.52, +27.639,  +0.07606, +1164.000, +71.000, +456.000
1674751740, +3.52, +27.704,  +0.05764, +1183.000, +76.000, +456.000
1674752340, +3.52, +27.746,  -0.02658, +1292.000, +120.000, +344.000
1674752940, +3.52, +27.754,  +0.04711, +1144.000, +64.000, +448.000
1674753540, +3.52, +27.721,  +0.23134, +1192.000, +80.000, +460.000
1674754140, +3.52, +27.754,  +0.51031, +1144.000, +64.000, +448.000
1674754740, +3.52, +27.779,  +0.87350, +1161.000, +72.000, +456.000
1674755340, +3.52, +27.803,  +1.78148, +1142.000, +64.000, +449.000
1674755940, +3.52, +27.853,  +1.64463, +1304.000, +111.000, +331.000
1674756540, +3.52, +27.894,  +1.99466, +1140.000, +64.000, +442.000
1674757140, +3.52, +27.877,  +2.38417, +1144.000, +64.000, +451.000
1674757740, +3.52, +27.894,  +1.52356, +1144.000, +67.000, +451.000
1674758340, +3.52, +27.910,  +3.55270, +1240.000, +99.000, +423.000
1674758940, +3.52, +27.951,  +4.16592, +1279.000, +120.000, +358.000
1674759540, +3.52, +27.959,  +1.91571, +1305.000, +113.000, +335.000
1674760140, +3.52, +27.869,  +4.80019, +1174.000, +76.000, +456.000
1674760740, +3.52, +27.770,  +6.20032, +1287.000, +120.000, +352.000
1674761340, +3.52, +27.762,  +6.52140, +1171.000, +73.000, +456.000
1674761940, +3.52, +27.844,  +7.36622, +1144.000, +64.000, +448.000
1674762540, +3.52, +27.951,  +8.44527, +1304.000, +120.000, +333.000
1674763140, +3.52, +28.009,  +9.66380, +1251.000, +104.000, +408.000
1674763740, +3.52, +27.976, +11.25342, +1299.000, +110.000, +327.000
1674764340, +3.52, +27.918, +11.42976, +1148.000, +64.000, +448.000
1674764940, +3.52, +27.762, +13.54311, +1176.000, +76.000, +460.000
1674765540, +3.52, +27.713, +14.06948, +1183.000, +76.000, +456.000
1674766140, +3.52, +27.713, +16.05387, +1191.000, +80.000, +456.000
1674766740, +3.52, +27.770,  +6.08452, +1176.000, +76.000, +460.000
1674767340, +3.52, +27.853, +10.89813, +1140.000, +64.000, +448.000
1674767940, +3.52, +27.754, +22.33078, +1153.000, +67.000, +455.000
1674768540, +3.52, +27.737, +23.88356, +1180.000, +76.000, +460.000
1674769140, +3.52, +27.721, +26.04955, +1228.000, +96.000, +436.000
1674769740, +3.52, +27.696, +27.86024, +1159.000, +70.000, +454.000
1674770340, +3.52, +27.672, +20.41218, +1183.000, +76.000, +460.000
1674770940, +3.52, +27.663, +13.95631, +1191.000, +80.000, +457.000
1674771540, +3.52, +27.647, +27.58917, +1171.000, +73.000, +457.000
1674772140, +3.52, +27.622, +34.38454, +1180.000, +76.000, +460.000
1674772740, +3.52, +27.614, +20.94381, +1159.000, +70.000, +457.000
1674773340, +3.52, +27.622, +38.79811, +1187.000, +78.000, +456.000
1674773940, +3.52, +27.639, +35.03197, +1164.000, +70.000, +456.000
1674774540, +3.52, +27.614, +36.66633, +1160.000, +68.000, +455.000
1674775140, +3.52, +27.614, +35.90310, +1144.000, +67.000, +454.000
1674775740, +3.52, +27.639, +36.45579, +1153.000, +68.000, +454.000
1674776340, +3.52, +27.639, +36.20840, +1144.000, +64.000, +448.000
1674776940, +3.52, +27.622, +38.14542, +1144.000, +67.000, +452.000
1674777540, +3.52, +27.655, +38.66652, +1176.000, +76.000, +456.000
1674778140, +3.52, +27.729, +35.08724, +1144.000, +64.000, +448.000
1674778740, +3.52, +27.655, +34.17136, +1156.000, +70.000, +455.000
1674779340, +3.52, +27.630, +31.88431, +1201.000, +83.000, +455.000
1674779940, +3.52, +27.614, +30.34995, +1184.000, +80.000, +456.000
1674780540, +3.52, +27.573, +27.43389, +1214.000, +88.000, +448.000
1674781140, +3.52, +27.326, +28.46556, +1257.000, +112.000, +396.000
1674781740, +3.52, +27.185, +29.64725, +1267.000, +115.000, +376.000
1674782340, +3.52, +27.128, +28.71032, +1292.000, +116.000, +344.000
1674782940, +3.52, +27.119, +27.88393, +1294.000, +113.000, +344.000
1674783540, +3.52, +27.276, +27.45231, +1286.000, +120.000, +352.000
1674784140, +3.51, +27.367, +28.87087, +1278.000, +120.000, +360.000
1674784740, +3.51, +27.433, +29.06299, +1256.000, +112.000, +400.000
1674785340, +3.51, +27.466, +16.50655, +1267.000, +114.000, +384.000
1674785940, +3.52, +27.375, +18.94625, +1272.000, +115.000, +374.000
1674786540, +3.52, +27.515, +16.56971, +1244.000, +102.000, +419.000
1674787140, +3.52, +27.589, +13.91157, +1208.000, +88.000, +452.000
1674787740, +3.52, +27.622, +12.66671, +1222.000, +96.000, +441.000
1674788340, +3.52, +27.630, +13.80366, +1159.000, +70.000, +456.000
1674788940, +3.52, +27.688, +14.16685, +1156.000, +67.000, +454.000
1674789540, +3.52, +27.746, +12.80620, +1148.000, +67.000, +452.000
1674790140, +3.52, +27.762, +10.90865, +1283.000, +120.000, +359.000
1674790740, +3.52, +27.729,  +9.10322, +1147.000, +65.000, +452.000
1674791340, +3.52, +27.696,  +5.58710, +1177.000, +76.000, +462.000
1674791940, +3.52, +27.663,  +6.51351, +1184.000, +78.000, +456.000
1674792540, +3.52, +27.548,  +5.62132, +1296.000, +112.000, +344.000
1674793140, +3.52, +27.589,  +2.95265, +1235.000, +99.000, +430.000
1674793740, +3.52, +27.655,  +4.73965, +1198.000, +80.000, +455.000
1674794340, +3.52, +27.688,  +4.50016, +1153.000, +68.000, +456.000
1674794940, +3.52, +27.844,  +3.16319, +1160.000, +72.000, +456.000
1674795540, +3.52, +27.894,  +2.71052, +1144.000, +67.000, +451.000
1674796140, +3.52, +27.869,  +1.14458, +1171.000, +76.000, +456.000
1674796740, +3.52, +27.820,  +0.83666, +1140.000, +67.000, +441.000
1674797340, +3.52, +27.820,  +0.71823, +1175.000, +76.000, +460.000
1674797940, +3.52, +27.811,  +0.42609, +1160.000, +70.000, +456.000
1674798540, +3.52, +27.902,  +0.35767, +1139.000, +64.000, +448.000
1674799140, +3.52, +28.000,  +0.20765, +1139.000, +64.000, +448.000
1674799740, +3.52, +27.992,  -0.00026, +1144.000, +64.000, +448.000
1674800340, +3.52, +27.680,  +0.04448, +1228.000, +96.000, +438.000
1674800940, +3.52, +27.597,  +0.06553, +1187.000, +80.000, +457.000
1674801540, +3.52, +27.770,  -0.01079, +1183.000, +76.000, +460.000
1674802140, +3.52, +27.861,  +0.01816, +1166.000, +70.000, +458.000
1674802740, +3.52, +27.844,  +0.08922, +1144.000, +64.000, +449.000
1674803340, +3.52, +27.820,  +0.02869, +1270.000, +116.000, +376.000
1674803940, +3.52, +27.885,  +0.02869, +1144.000, +64.000, +451.000
1674804540, +3.52, +27.935,  +0.05764, +1144.000, +64.000, +451.000
1674805140, +3.52, +28.042,  +0.05237, +1304.000, +112.000, +339.000
1674805740, +3.52, +28.148,  +0.04711, +1295.000, +112.000, +344.000
1674806340, +3.52, +28.230,  -0.03448, +1288.000, +120.000, +348.000
1674806940, +3.52, +28.296,  +0.03921, +1286.000, +120.000, +352.000
1674807540, +3.52, +28.345,  +0.01816, +1254.000, +112.000, +404.000
1674808140, +3.52, +28.394,  -0.05027, +1279.000, +120.000, +360.000
1674808740, +3.52, +28.419,  -0.01605, +1267.000, +112.000, +384.000
1674809340, +3.52, +28.427,  +0.07080, +1263.000, +112.000, +390.000
1674809940, +3.52, +28.402,  +0.00500, +1268.000, +120.000, +376.000
1674810540, +3.52, +28.394,  +0.06816, +1235.000, +99.000, +428.000
1674811140, +3.52, +28.386,  -0.03448, +1254.000, +108.000, +408.000
