7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1681162740, +3.50, +29.633, +14.22212, +1267.000, +112.000, +400.000
1681163340, +3.50, +29.649, +14.81165, +1264.000, +112.000, +408.000
1681163940, +3.50, +29.666, +15.69595, +1270.000, +112.000, +400.000
1681164540, +3.50, +29.593, +15.51172, +1295.000, +120.000, +356.000
1681165140, +3.50, +29.511, +16.35653, +1294.000, +120.000, +358.000
1681165740, +3.50, +29.479, +12.42722, +1291.000, +105.000, +319.000
1681166340, +3.50, +29.178,  +7.70309, +1142.000, +60.000, +460.000
1681166940, +3.50, +29.243,  +2.30258, +1288.000, +103.000, +319.000
1681167540, +3.50, +28.975, +14.60637, +1156.000, +64.000, +464.000
1681168140, +3.50, +28.746, +14.71427, +1208.000, +83.000, +464.000
1681168740, +3.50, +28.730, +14.80902, +1288.000, +120.000, +368.000
1681169340, +3.50, +28.868, +14.88271, +1272.000, +115.000, +392.000
1681169940, +3.50, +28.942, +14.25634, +1287.000, +107.000, +307.000
1681170540, +3.50, +28.713, +15.05641, +1315.000, +121.000, +329.000
1681171140, +3.50, +28.713, +13.97473, +1307.000, +120.000, +344.000
1681171740, +3.50, +28.705,  +3.54481, +1288.000, +124.000, +368.000
1681172340, +3.50, +28.836, +15.06694, +1307.000, +110.000, +345.000
1681172940, +3.50, +29.121,  +4.86861, +1223.000, +88.000, +454.000
1681173540, +3.50, +29.308, +14.59321, +1296.000, +120.000, +352.000
1681174140, +3.50, +29.390, +13.25624, +1265.000, +110.000, +403.000
1681174740, +3.50, +29.365, +13.05359, +1137.000, +60.000, +457.000
1681175340, +3.50, +29.219, +11.89559, +1299.000, +124.000, +348.000
1681175940, +3.50, +29.137, +11.35343, +1255.000, +102.000, +419.000
1681176540, +3.50, +29.325, +10.53757, +1272.000, +113.000, +388.000
1681177140, +3.50, +29.064, +11.00340, +1286.000, +120.000, +368.000
1681177740, +3.50, +29.064, +10.34544, +1248.000, +96.000, +432.000
1681178340, +3.50, +29.308, +10.26912, +1265.000, +112.000, +400.000
1681178940, +3.50, +29.382,  +6.80037, +1212.000, +83.000, +462.000
1681179540, +3.50, +29.113,  +4.27382, +1167.000, +72.000, +467.000
1681180140, +3.50, +29.211,  +7.62414, +1150.000, +64.000, +464.000
1681180740, +3.50, +28.885,  +6.82406, +1200.000, +79.000, +468.000
1681181340, +3.50, +28.991,  +6.00819, +1167.000, +68.000, +472.000
1681181940, +3.50, +29.015,  +5.17917, +1164.000, +64.000, +468.000
