7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1683772740, +3.49, +27.433,  +2.85527, +1139.000, +64.000, +464.000
1683773340, +3.49, +27.482,  +2.81842, +1177.000, +72.000, +476.000
1683773940, +3.49, +27.597,  +2.73947, +1136.000, +60.000, +460.000
1683774540, +3.49, +27.614,  +2.33680, +1276.000, +116.000, +392.000
1683775140, +3.49, +27.606,  +2.52892, +1303.000, +128.000, +352.000
1683775740, +3.49, +27.639,  +1.05510, +1300.000, +128.000, +356.000
1683776340, +3.49, +27.647,  +1.61568, +1279.000, +103.000, +313.000
1683776940, +3.49, +27.836,  +1.26828, +1151.000, +64.000, +468.000
1683777540, +3.49, +27.894,  +1.11300, +1150.000, +65.000, +470.000
1683778140, +3.49, +27.836,  +0.90245, +1300.000, +128.000, +352.000
1683778740, +3.49, +28.173,  +0.77349, +1136.000, +60.000, +456.000
1683779340, +3.49, +28.353,  +0.59716, +1156.000, +64.000, +468.000
1683779940, +3.49, +28.394,  +0.51294, +1319.000, +120.000, +328.000
1683780540, +3.49, +28.378,  +0.27871, +1315.000, +120.000, +328.000
1683781140, +3.49, +28.509,  +0.18660, +1311.000, +116.000, +327.000
1683781740, +3.49, +28.738,  +0.03658, +1297.000, +124.000, +358.000
1683782340, +3.49, +28.836,  +0.00500, +1251.000, +102.000, +434.000
1683782940, +3.49, +28.844,  +0.05237, +1262.000, +108.000, +416.000
1683783540, +3.49, +28.901,  +0.02869, +1159.000, +66.000, +472.000
1683784140, +3.49, +28.917,  -0.13185, +1292.000, +128.000, +368.000
1683784740, +3.49, +28.942,  +0.06553, +1161.000, +71.000, +472.000
1683785340, +3.49, +28.926,  +0.04974, +1206.000, +83.000, +468.000
1683785940, +3.49, +28.926,  +0.02869, +1296.000, +112.000, +320.000
1683786540, +3.49, +28.991,  +0.00237, +1159.000, +68.000, +472.000
1683787140, +3.49, +29.040,  -0.01605, +1305.000, +128.000, +348.000
1683787740, +3.49, +29.040,  -0.01342, +1160.000, +68.000, +472.000
1683788340, +3.49, +28.999,  +0.00237, +1287.000, +110.000, +318.000
1683788940, +3.49, +28.975,  -0.03448, +1136.000, +60.000, +454.000
1683789540, +3.49, +28.983,  -0.04764, +1135.000, +60.000, +456.000
1683790140, +3.49, +29.023,  +0.03658, +1164.000, +67.000, +472.000
1683790740, +3.49, +29.064,  +0.01816, +1156.000, +64.000, +470.000
1683791340, +3.49, +29.089,  +0.05237, +1161.000, +67.000, +472.000
1683791940, +3.49, +29.072,  +0.02079, +1265.000, +99.000, +319.000
1683792540, +3.49, +29.040,  -0.02658, +1311.000, +120.000, +351.000
1683793140, +3.49, +29.007,  +0.03658, +1136.000, +62.000, +456.000
1683793740, +3.49, +28.966,  -0.00816, +1164.000, +67.000, +470.000
1683794340, +3.49, +28.844,  +0.04974, +1212.000, +88.000, +464.000
1683794940, +3.49, +28.819,  +0.02079, +1174.000, +71.000, +473.000
1683795540, +3.49, +28.770,  +0.09711, +1315.000, +129.000, +347.000
1683796140, +3.49, +28.730,  +0.02079, +1164.000, +68.000, +472.000
1683796740, +3.49, +28.705,  -0.07395, +1155.000, +64.000, +468.000
1683797340, +3.49, +28.730,  -0.05553, +1136.000, +62.000, +456.000
