7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1686469740, +3.48, +27.408,  -0.03974, +1225.000, +88.000, +472.000
1686470340, +3.48, +27.499,  +0.04711, +1232.000, +96.000, +470.000
1686470940, +3.48, +27.622,  +0.02342, +1228.000, +92.000, +472.000
1686471540, +3.48, +27.737,  +0.04185, +1206.000, +80.000, +486.000
1686472140, +3.48, +28.132,  +0.02079, +1294.000, +120.000, +384.000
1686472740, +3.48, +27.951,  -0.07132, +1159.000, +67.000, +483.000
1686473340, +3.48, +27.828,  -0.04500, +1190.000, +76.000, +488.000
1686473940, +3.48, +27.844,  +0.06290, +1148.000, +64.000, +480.000
1686474540, +3.48, +28.337,  -0.06869, +1297.000, +118.000, +376.000
1686475140, +3.48, +28.558,  +0.02869, +1304.000, +120.000, +368.000
1686475740, +3.48, +28.632,  +0.02079, +1259.000, +108.000, +435.000
1686476340, +3.48, +28.721,  +0.00237, +1264.000, +108.000, +428.000
1686476940, +3.48, +28.452,  +0.00763, +1288.000, +120.000, +387.000
1686477540, +3.48, +28.386,  +0.05501, +1295.000, +120.000, +384.000
1686478140, +3.48, +28.599,  -0.05290, +1248.000, +100.000, +448.000
1686478740, +3.48, +28.746,  -0.08185, +1249.000, +100.000, +448.000
1686479340, +3.48, +28.828,  +0.00763, +1231.000, +92.000, +470.000
1686479940, +3.48, +28.877,  -0.07132, +1193.000, +78.000, +487.000
1686480540, +3.48, +28.901,  +0.06816, +1222.000, +88.000, +472.000
1686481140, +3.48, +28.909,  -0.00290, +1190.000, +76.000, +486.000
1686481740, +3.48, +28.917,  -0.01342, +1148.000, +64.000, +481.000
1686482340, +3.48, +28.909,  +0.11291, +1176.000, +71.000, +487.000
1686482940, +3.48, +28.868,  +0.01816, +1180.000, +76.000, +488.000
1686483540, +3.48, +28.868,  -0.06343, +1169.000, +70.000, +487.000
1686484140, +3.48, +28.885,  +0.01816, +1153.000, +64.000, +483.000
1686484740, +3.48, +28.926,  +0.02869, +1169.000, +67.000, +487.000
1686485340, +3.48, +28.950,  -0.00816, +1168.000, +72.000, +484.000
1686485940, +3.48, +28.958,  +0.00237, +1169.000, +70.000, +488.000
1686486540, +3.48, +28.975,  +0.01026, +1308.000, +105.000, +348.000
1686487140, +3.48, +28.983,  -0.01869, +1314.000, +135.000, +356.000
1686487740, +3.48, +28.983,  +0.03395, +1155.000, +64.000, +484.000
1686488340, +3.48, +28.975,  -0.00816, +1272.000, +113.000, +412.000
1686488940, +3.48, +28.983,  +0.04185, +1305.000, +112.000, +374.000
1686489540, +3.48, +28.991,  +0.01290, +1139.000, +60.000, +472.000
1686490140, +3.48, +28.983,  -0.03448, +1288.000, +108.000, +335.000
1686490740, +3.48, +28.991,  +0.06553, +1296.000, +108.000, +351.000
1686491340, +3.48, +28.975,  -0.01342, +1319.000, +110.000, +356.000
1686491940, +3.48, +28.983,  -0.01869, +1303.000, +104.000, +355.000
1686492540, +3.48, +28.074,  -0.03448, +1283.000, +118.000, +401.000
1686493140, +3.48, +27.861,  +0.01290, +1295.000, +120.000, +384.000
1686493740, +3.48, +28.279,  +0.06553, +1214.000, +83.000, +480.000
1686494340, +3.48, +28.591,  -0.08711, +1304.000, +112.000, +369.000
1686494940, +3.48, +28.238,  +0.09975, +1239.000, +96.000, +460.000
1686495540, +3.48, +28.345,  -0.03974, +1254.000, +104.000, +448.000
1686496140, +3.48, +28.615,  -0.06343, +1164.000, +68.000, +487.000
1686496740, +3.48, +28.754,  -0.02395, +1167.000, +70.000, +488.000
1686497340, +3.48, +28.836,  +0.04185, +1148.000, +64.000, +480.000
1686497940, +3.48, +28.648,  +0.03921, +1159.000, +64.000, +484.000
1686498540, +3.48, +28.107,  +0.03132, +1167.000, +68.000, +487.000
1686499140, +3.48, +27.844,  +0.05764, +1276.000, +112.000, +412.000
1686499740, +3.48, +27.820,  -0.03448, +1271.000, +112.000, +416.000
1686500340, +3.48, +27.869,  +0.02342, +1304.000, +114.000, +368.000
1686500940, +3.48, +27.869,  -0.03711, +1304.000, +112.000, +374.000
1686501540, +3.48, +27.861,  +0.04711, +1300.000, +116.000, +374.000
1686502140, +3.48, +27.836,  +0.08922, +1310.000, +112.000, +371.000
1686502740, +3.48, +27.844,  +0.02079, +1142.000, +64.000, +470.000
1686503340, +3.48, +27.861,  +0.02606, +1299.000, +102.000, +351.000
1686503940, +3.48, +27.885,  +0.02606, +1312.000, +121.000, +368.000
1686504540, +3.48, +27.927,  +0.07343, +1308.000, +112.000, +371.000
1686505140, +3.48, +27.927,  -0.00026, +1313.000, +120.000, +364.000
1686505740, +3.48, +27.918,  +0.03921, +1313.000, +116.000, +361.000
1686506340, +3.48, +27.992,  +0.04448, +1312.000, +119.000, +366.000
1686506940, +3.48, +28.042,  +0.17607, +1308.000, +112.000, +371.000
1686507540, +3.48, +27.959,  +0.22344, +1295.000, +118.000, +376.000
1686508140, +3.48, +27.885,  +0.37872, +1314.000, +115.000, +348.000
1686508740, +3.48, +27.844,  +0.38135, +1155.000, +64.000, +486.000
1686509340, +3.48, +27.828,  +0.48136, +1327.000, +105.000, +347.000
1686509940, +3.48, +27.820,  +0.53663, +1143.000, +62.000, +480.000
1686510540, +3.48, +27.836,  +0.76033, +1145.000, +64.000, +480.000
1686511140, +3.48, +27.844,  +0.88140, +1288.000, +120.000, +388.000
1686511740, +3.48, +27.836,  +0.73665, +1155.000, +64.000, +480.000
1686512340, +3.48, +27.820,  +0.89193, +1150.000, +62.000, +483.000
1686512940, +3.48, +27.746,  +0.98404, +1161.000, +64.000, +486.000
1686513540, +3.48, +27.770,  +0.85508, +1153.000, +67.000, +481.000
1686514140, +3.48, +28.050,  +1.82622, +1304.000, +105.000, +347.000
1686514740, +3.48, +28.468,  +1.59199, +1276.000, +116.000, +408.000
1686515340, +3.48, +28.672,  +0.86561, +1260.000, +108.000, +435.000
1686515940, +3.48, +28.730,  +1.07352, +1155.000, +64.000, +484.000
1686516540, +3.48, +28.599,  +2.50787, +1148.000, +64.000, +480.000
1686517140, +3.48, +28.435,  +2.63946, +1265.000, +108.000, +423.000
1686517740, +3.48, +28.329,  +2.69209, +1299.000, +118.000, +372.000
1686518340, +3.48, +28.206,  +2.43418, +1279.000, +116.000, +400.000
1686518940, +3.48, +27.927,  +2.34996, +1315.000, +120.000, +360.000
1686519540, +3.48, +27.779,  +2.59209, +1140.000, +60.000, +473.000
1686520140, +3.48, +27.729,  +2.58682, +1164.000, +68.000, +487.000
1686520740, +3.48, +27.992,  +2.73420, +1312.000, +112.000, +360.000
1686521340, +3.48, +28.181,  +2.80000, +1144.000, +62.000, +480.000
1686521940, +3.48, +28.370,  +3.06318, +1288.000, +120.000, +388.000
1686522540, +3.48, +28.427,  +3.06581, +1294.000, +120.000, +384.000
