7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1692472740, +2.97, +28.435,  +2.19994, +1163.000, +68.000, +280.000
1692473340, +2.97, +28.460,  +2.52892, +1126.000, +56.000, +456.000
1692473940, +2.97, +28.509,  +2.85527, +1167.000, +73.000, +270.000
1692474540, +2.97, +28.533,  +3.35531, +1159.000, +73.000, +275.000
1692475140, +2.97, +28.574,  +3.71061, +1151.000, +76.000, +271.000
1692475740, +2.97, +28.591,  +4.11328, +1167.000, +70.000, +280.000
1692476340, +2.97, +28.599,  +4.57385, +1159.000, +74.000, +284.000
1692476940, +2.97, +28.615,  +5.03968, +1175.000, +84.000, +266.000
1692477540, +2.97, +28.640,  +5.34761, +1153.000, +86.000, +263.000
1692478140, +2.97, +28.640,  +5.87134, +1276.000, +162.000, +209.000
1692478740, +2.97, +28.640,  +6.40297, +1278.000, +175.000, +206.000
1692479340, +2.97, +28.640,  +7.46623, +1252.000, +136.000, +223.000
1692479940, +2.97, +28.656,  +8.35052, +1248.000, +113.000, +238.000
1692480540, +2.97, +28.656,  +8.30052, +1231.000, +120.000, +246.000
1692481140, +2.97, +28.656,  +8.54264, +1247.000, +144.000, +234.000
1692481740, +2.97, +28.632,  +9.02427, +1272.000, +152.000, +214.000
1692482340, +2.97, +28.623,  +9.95067, +1166.000, +75.000, +273.000
1692482940, +2.97, +28.623, +10.25333, +1176.000, +51.000, +264.000
1692483540, +2.97, +28.607, +10.95340, +1200.000, +102.000, +261.000
1692484140, +2.97, +28.599, +10.91392, +1190.000, +93.000, +254.000
1692484740, +2.97, +28.607, +11.23237, +1191.000, +103.000, +252.000
1692485340, +2.97, +28.607, +11.55082, +1196.000, +102.000, +271.000
1692485940, +2.97, +28.607,  +5.60816, +1209.000, +108.000, +255.000
1692486540, +2.97, +28.623, +11.81663, +1219.000, +112.000, +252.000
1692487140, +2.97, +28.632, +12.18772, +1326.000, +172.000, +251.000
1692487740, +2.97, +28.632, +11.65609, +1319.000, +159.000, +207.000
1692488340, +2.97, +28.640, +12.51144, +1156.000, +87.000, +285.000
1692488940, +2.97, +28.656, +12.70093, +1208.000, +56.000, +219.000
1692489540, +2.97, +28.648, +11.31922, +1180.000, +116.000, +254.000
1692490140, +2.97, +28.664, +11.40870, +1151.000, +76.000, +291.000
1692490740, +2.97, +28.648, +11.00603, +1176.000, +70.000, +472.000
1692491340, +2.97, +28.599, +10.26649, +1196.000, +80.000, +466.000
1692491940, +2.96, +28.427,  +9.75855, +1283.000, +112.000, +448.000
1692492540, +2.96, +28.370,  +9.11375, +1329.000, +151.000, +319.000
1692493140, +2.96, +28.402,  +8.56107, +1328.000, +159.000, +327.000
1692493740, +2.96, +28.419,  +8.18998, +1175.000, +88.000, +259.000
1692494340, +2.96, +28.452,  +7.69256, +1113.000, +51.000, +444.000
1692494940, +2.96, +28.460,  +6.90828, +1150.000, +64.000, +464.000
1692495540, +2.96, +27.910,  +5.76607, +1335.000, +152.000, +365.000
1692496140, +2.96, +27.342,  +5.52394, +1155.000, +93.000, +280.000
1692496740, +2.96, +27.227,  +5.04495, +1136.000, +64.000, +456.000
1692497340, +2.96, +27.342,  +5.11337, +1139.000, +64.000, +462.000
1692497940, +2.96, +27.672,  +4.59227, +1222.000, +93.000, +252.000
1692498540, +2.96, +27.746,  +4.15013, +1287.000, +171.000, +204.000
1692499140, +2.96, +27.762,  +3.64218, +1176.000, +89.000, +264.000
1692499740, +2.96, +27.630,  +3.28426, +1150.000, +86.000, +250.000
1692500340, +2.96, +27.540,  +2.90527, +1161.000, +72.000, +275.000
1692500940, +2.96, +27.482,  +2.51576, +1159.000, +79.000, +267.000
1692501540, +2.96, +27.556,  +2.21047, +1176.000, +85.000, +252.000
1692502140, +2.96, +27.680,  +1.90255, +1255.000, +140.000, +227.000
1692502740, +2.96, +27.713,  +1.66568, +1219.000, +112.000, +263.000
1692503340, +2.96, +27.770,  +1.38145, +1260.000, +146.000, +227.000
1692503940, +2.96, +27.828,  +1.14721, +1295.000, +174.000, +199.000
1692504540, +2.96, +27.935,  +0.95772, +1124.000, +56.000, +452.000
1692505140, +2.96, +28.000,  +0.78402, +1304.000, +113.000, +384.000
1692505740, +2.96, +28.042,  +0.63927, +1123.000, +56.000, +454.000
1692506340, +2.96, +28.066,  +0.47347, +1134.000, +56.000, +460.000
