7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1683424740, +3.49, +28.370,  +2.90001, +1236.000, +96.000, +448.000
1683425340, +3.49, +28.542,  +2.59735, +1244.000, +100.000, +435.000
1683425940, +3.49, +28.607,  +2.35259, +1136.000, +60.000, +452.000
1683426540, +3.49, +28.615,  +1.94466, +1272.000, +115.000, +398.000
1683427140, +3.49, +28.615,  +1.65779, +1288.000, +120.000, +368.000
1683427740, +3.49, +28.632,  +1.37881, +1307.000, +128.000, +340.000
1683428340, +3.49, +28.656,  +1.22090, +1315.000, +127.000, +343.000
1683428940, +3.49, +28.607,  +1.03931, +1286.000, +112.000, +305.000
1683429540, +3.49, +28.386,  +0.92614, +1319.000, +127.000, +329.000
1683430140, +3.49, +28.279,  +0.69191, +1288.000, +128.000, +368.000
1683430740, +3.49, +28.263,  +0.58137, +1281.000, +120.000, +384.000
1683431340, +3.49, +28.353,  +0.50242, +1311.000, +128.000, +339.000
1683431940, +3.49, +28.411,  +0.37872, +1240.000, +96.000, +440.000
1683432540, +3.49, +28.443,  +0.28134, +1296.000, +112.000, +276.000
1683433140, +3.49, +28.476,  +0.23134, +1310.000, +128.000, +339.000
1683433740, +3.49, +28.492,  +0.14186, +1320.000, +127.000, +327.000
1683434340, +3.49, +28.509,  +0.19449, +1299.000, +128.000, +353.000
1683434940, +3.49, +28.542,  +0.00500, +1222.000, +88.000, +456.000
1683435540, +3.49, +28.550,  +0.02606, +1171.000, +70.000, +470.000
1683436140, +3.49, +28.558,  -0.02658, +1135.000, +56.000, +456.000
1683436740, +3.49, +28.599,  -0.00290, +1246.000, +100.000, +435.000
1683437340, +3.49, +28.648,  -0.02132, +1200.000, +80.000, +464.000
1683437940, +3.49, +28.681,  -0.08185, +1235.000, +96.000, +448.000
1683438540, +3.49, +28.721,  +0.02606, +1203.000, +80.000, +467.000
1683439140, +3.49, +28.819,  +0.01290, +1200.000, +80.000, +467.000
1683439740, +3.49, +28.868,  +0.00237, +1176.000, +72.000, +470.000
1683440340, +3.49, +28.811,  +0.02079, +1287.000, +120.000, +376.000
1683440940, +3.49, +28.770,  -0.00026, +1140.000, +64.000, +462.000
1683441540, +3.49, +28.746,  -0.01605, +1145.000, +64.000, +464.000
1683442140, +3.49, +28.730,  +0.01553, +1137.000, +60.000, +459.000
1683442740, +3.49, +28.607,  +0.01816, +1193.000, +76.000, +468.000
1683443340, +3.49, +28.566,  +0.03395, +1238.000, +96.000, +444.000
1683443940, +3.49, +28.607,  +0.01290, +1176.000, +72.000, +472.000
1683444540, +3.49, +28.640,  -0.01342, +1224.000, +89.000, +454.000
1683445140, +3.49, +28.681,  +0.02869, +1300.000, +128.000, +348.000
1683445740, +3.49, +28.689,  -0.00026, +1208.000, +80.000, +463.000
1683446340, +3.49, +28.664,  -0.01079, +1308.000, +128.000, +344.000
1683446940, +3.49, +28.599,  -0.00290, +1137.000, +64.000, +462.000
1683447540, +3.49, +28.574,  +0.04974, +1195.000, +78.000, +468.000
1683448140, +3.49, +28.558,  -0.02395, +1240.000, +99.000, +438.000
1683448740, +3.49, +28.542,  -0.00816, +1222.000, +88.000, +456.000
1683449340, +3.49, +28.542,  -0.00553, +1273.000, +115.000, +396.000
1683449940, +3.49, +28.550,  -0.02132, +1272.000, +113.000, +396.000
1683450540, +3.49, +28.550,  -0.00290, +1228.000, +92.000, +454.000
1683451140, +3.49, +28.533,  +0.02869, +1310.000, +128.000, +348.000
1683451740, +3.49, +28.550,  +0.08132, +1264.000, +113.000, +408.000
1683452340, +3.49, +28.566,  +0.03921, +1135.000, +62.000, +452.000
1683452940, +3.49, +28.558,  -0.00290, +1312.000, +128.000, +348.000
1683453540, +3.49, +28.533,  +0.09975, +1279.000, +120.000, +385.000
1683454140, +3.49, +28.492,  +0.03658, +1286.000, +124.000, +376.000
1683454740, +3.49, +28.476,  +0.04448, +1235.000, +96.000, +448.000
1683455340, +3.49, +28.468,  -0.01342, +1136.000, +60.000, +456.000
1683455940, +3.49, +28.411,  +0.13133, +1279.000, +120.000, +387.000
1683456540, +3.49, +28.296,  +0.01290, +1244.000, +99.000, +440.000
1683457140, +3.49, +28.337,  -0.04237, +1136.000, +60.000, +456.000
1683457740, +3.49, +28.402,  +0.11291, +1150.000, +64.000, +467.000
1683458340, +3.49, +28.452,  +0.06027, +1299.000, +128.000, +355.000
1683458940, +3.49, +28.370,  -0.00026, +1176.000, +71.000, +472.000
1683459540, +3.49, +28.000,  +0.01553, +1214.000, +83.000, +464.000
1683460140, +3.49, +27.540,  +0.02079, +1299.000, +128.000, +356.000
1683460740, +3.49, +27.260,  -0.01079, +1294.000, +124.000, +364.000
1683461340, +3.49, +27.169,  +0.00763, +1313.000, +121.000, +326.000
1683461940, +3.49, +27.317,  +0.01553, +1264.000, +112.000, +408.000
1683462540, +3.49, +27.597,  +0.03658, +1184.000, +72.000, +472.000
1683463140, +3.49, +27.696,  +0.07343, +1216.000, +88.000, +460.000
1683463740, +3.49, +27.680,  -0.02921, +1279.000, +118.000, +388.000
1683464340, +3.49, +27.770,  +0.00500, +1224.000, +92.000, +454.000
1683464940, +3.49, +27.877,  +0.02079, +1276.000, +108.000, +311.000
1683465540, +3.49, +28.091,  +0.02606, +1136.000, +57.000, +456.000
