7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1674811740, +3.52, +28.386,  +0.02606, +1263.000, +112.000, +391.000
1674812340, +3.52, +28.370,  -0.00816, +1283.000, +120.000, +352.000
1674812940, +3.52, +28.353,  +0.01553, +1287.000, +120.000, +352.000
1674813540, +3.52, +28.304,  -0.05290, +1287.000, +120.000, +352.000
1674814140, +3.52, +28.288,  -0.02395, +1280.000, +120.000, +353.000
1674814740, +3.52, +28.271,  -0.00026, +1294.000, +116.000, +339.000
1674815340, +3.52, +28.263,  -0.00816, +1286.000, +120.000, +352.000
1674815940, +3.52, +28.238,  +0.03658, +1292.000, +120.000, +344.000
1674816540, +3.52, +28.214,  +0.04448, +1240.000, +102.000, +420.000
1674817140, +3.52, +28.206,  +0.04185, +1283.000, +120.000, +356.000
1674817740, +3.52, +28.206,  +0.03658, +1287.000, +116.000, +352.000
1674818340, +3.52, +28.189,  +0.08396, +1291.000, +120.000, +344.000
1674818940, +3.52, +28.140,  -0.05290, +1292.000, +116.000, +348.000
1674819540, +3.52, +28.124,  -0.04237, +1300.000, +108.000, +343.000
1674820140, +3.52, +28.107,  +0.01816, +1304.000, +112.000, +335.000
1674820740, +3.52, +28.099,  +0.05501, +1296.000, +112.000, +344.000
1674821340, +3.52, +28.115,  -0.00290, +1304.000, +114.000, +337.000
1674821940, +3.52, +28.247,  +0.12606, +1289.000, +120.000, +352.000
1674822540, +3.52, +28.452,  +0.09185, +1264.000, +112.000, +388.000
1674823140, +3.52, +28.517,  +0.01816, +1222.000, +89.000, +444.000
1674823740, +3.52, +28.542,  +0.04448, +1240.000, +100.000, +422.000
1674824340, +3.52, +28.574,  +0.03921, +1254.000, +108.000, +404.000
1674824940, +3.52, +28.566,  +0.03921, +1238.000, +99.000, +428.000
1674825540, +3.52, +28.599,  +0.04185, +1235.000, +100.000, +432.000
1674826140, +3.52, +28.623,  +0.04974, +1240.000, +99.000, +428.000
1674826740, +3.52, +28.648,  +0.11291, +1228.000, +96.000, +438.000
1674827340, +3.52, +28.632,  +0.03395, +1160.000, +70.000, +457.000
1674827940, +3.52, +28.550,  -0.00026, +1240.000, +102.000, +425.000
1674828540, +3.52, +28.435,  -0.00816, +1248.000, +104.000, +416.000
1674829140, +3.52, +28.370,  +0.06290, +1244.000, +102.000, +420.000
1674829740, +3.52, +28.197,  +0.05501, +1297.000, +112.000, +340.000
1674830340, +3.52, +28.107,  +0.10764, +1286.000, +120.000, +352.000
1674830940, +3.52, +28.255,  +0.03921, +1286.000, +120.000, +352.000
1674831540, +3.52, +28.435,  +0.07080, +1292.000, +118.000, +344.000
1674832140, +3.52, +28.484,  +0.07606, +1240.000, +102.000, +424.000
1674832740, +3.52, +28.517,  +0.06553, +1240.000, +100.000, +424.000
1674833340, +3.52, +28.411,  -0.03711, +1283.000, +120.000, +356.000
1674833940, +3.52, +28.427,  +0.02079, +1276.000, +118.000, +368.000
1674834540, +3.52, +28.222,  +0.09448, +1243.000, +102.000, +422.000
1674835140, +3.52, +27.606,  -0.05816, +1176.000, +73.000, +456.000
1674835740, +3.52, +27.161,  -0.01869, +1272.000, +120.000, +371.000
1674836340, +3.52, +27.004,  -0.03974, +1287.000, +120.000, +352.000
1674836940, +3.52, +26.971,  +0.02342, +1289.000, +120.000, +344.000
1674837540, +3.52, +26.971,  +0.04185, +1286.000, +120.000, +352.000
1674838140, +3.52, +26.971,  -0.01869, +1286.000, +120.000, +352.000
1674838740, +3.52, +26.979,  -0.00553, +1295.000, +116.000, +344.000
1674839340, +3.52, +27.004,  +0.16554, +1287.000, +120.000, +345.000
1674839940, +3.52, +27.218,  +0.53137, +1176.000, +76.000, +456.000
1674840540, +3.52, +27.086,  +1.03931, +1283.000, +118.000, +359.000
1674841140, +3.52, +26.946,  +1.83938, +1295.000, +112.000, +339.000
1674841740, +3.52, +26.946,  +2.52892, +1284.000, +120.000, +352.000
1674842340, +3.52, +26.995,  +4.14486, +1259.000, +112.000, +396.000
1674842940, +3.51, +27.061,  +4.75281, +1265.000, +112.000, +384.000
1674843540, +3.52, +27.119,  +4.50805, +1260.000, +112.000, +396.000
1674844140, +3.51, +27.194,  +4.12644, +1262.000, +112.000, +388.000
1674844740, +3.52, +27.317,  +5.41077, +1231.000, +96.000, +436.000
1674845340, +3.52, +27.581,  +8.33999, +1158.000, +67.000, +454.000
1674845940, +3.52, +27.688,  +5.41603, +1144.000, +64.000, +449.000
1674846540, +3.52, +27.597,  +6.44508, +1171.000, +73.000, +456.000
1674847140, +3.52, +27.606,  +8.11629, +1167.000, +72.000, +456.000
1674847740, +3.52, +27.746, +11.20079, +1304.000, +108.000, +327.000
1674848340, +3.51, +28.238, +10.91129, +1281.000, +120.000, +360.000
1674848940, +3.52, +28.476,  +8.55580, +1231.000, +96.000, +432.000
1674849540, +3.52, +28.140,  +8.17419, +1288.000, +120.000, +348.000
1674850140, +3.52, +28.017,  +6.82932, +1304.000, +116.000, +335.000
1674850740, +3.52, +28.263,  +5.33708, +1257.000, +112.000, +400.000
1674851340, +3.52, +28.460,  +8.29525, +1244.000, +104.000, +417.000
1674851940, +3.52, +28.509,  +8.57949, +1238.000, +99.000, +425.000
1674852540, +3.52, +28.525,  +8.69003, +1247.000, +104.000, +419.000
1674853140, +3.52, +28.501,  +8.42421, +1244.000, +102.000, +423.000
1674853740, +3.52, +28.468,  +7.12672, +1256.000, +112.000, +400.000
1674854340, +3.52, +28.492,  +7.46096, +1244.000, +102.000, +417.000
1674854940, +3.52, +28.394, +11.04288, +1283.000, +120.000, +358.000
1674855540, +3.52, +28.197, +23.33614, +1289.000, +116.000, +348.000
1674856140, +3.52, +28.050, +16.15388, +1239.000, +99.000, +428.000
1674856740, +3.52, +27.885, +22.06496, +1143.000, +64.000, +444.000
1674857340, +3.52, +27.927, +20.16479, +1304.000, +104.000, +348.000
1674857940, +3.52, +27.918,  +2.22100, +1304.000, +111.000, +328.000
1674858540, +3.52, +28.058,  +2.54734, +1291.000, +115.000, +344.000
1674859140, +3.52, +28.279,  +3.41848, +1273.000, +120.000, +366.000
1674859740, +3.52, +28.435,  +3.50270, +1276.000, +118.000, +364.000
1674860340, +3.52, +28.501,  +2.69209, +1248.000, +104.000, +414.000
1674860940, +3.52, +28.517,  +1.94992, +1240.000, +102.000, +422.000
1674861540, +3.52, +28.476,  +2.03414, +1238.000, +100.000, +424.000
1674862140, +3.52, +28.329,  +2.22626, +1283.000, +120.000, +355.000
1674862740, +3.52, +28.247,  +3.18425, +1289.000, +118.000, +348.000
1674863340, +3.52, +28.304,  +4.03169, +1232.000, +96.000, +434.000
1674863940, +3.52, +28.386,  +5.25812, +1244.000, +100.000, +423.000
1674864540, +3.52, +28.443,  +6.30296, +1225.000, +96.000, +440.000
