7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1690558740, +3.36, +27.457,  -0.04764, +1075.000,  +4.000, +380.000
1690559340, +3.36, +27.787,  -0.02395, +1209.000, +83.000, +488.000
1690559940, +3.36, +27.688,  -0.00290, +1116.000, +39.000, +351.000
1690560540, +3.36, +27.589,  -0.01605, +1201.000, +96.000, +420.000
1690561140, +3.36, +27.663,  -0.02658, +1156.000, +64.000, +439.000
1690561740, +3.36, +27.614,  -0.00026, +1100.000, +30.000, +318.000
1690562340, +3.36, +27.597,  -0.02395, +1136.000, +64.000, +424.000
1690562940, +3.36, +27.737,  -0.00290, +1235.000, +103.000, +401.000
1690563540, +3.36, +27.779,  -0.04237, +1207.000, +96.000, +339.000
1690564140, +3.36, +27.910,  -0.07395, +1208.000, +135.000, +320.000
1690564740, +3.36, +27.976,  +0.01290, +1193.000, +52.000, +423.000
1690565340, +3.36, +27.877,  -0.04237, +1095.000, +58.000, +369.000
1690565940, +3.36, +28.025,  -0.06080, +1219.000, +99.000, +426.000
1690566540, +3.36, +28.124,  -0.07659, +1099.000, +33.000, +333.000
1690567140, +3.36, +27.910,  +0.04185, +1222.000, +102.000, +306.000
1690567740, +3.36, +27.935,  +0.14975, +1103.000, +37.000, +274.000
1690568340, +3.36, +28.083,  +0.23134, +1087.000, +41.000, +355.000
1690568940, +3.36, +28.214,  +0.19186, +1216.000, +120.000, +428.000
1690569540, +3.36, +28.238,  +0.25502, +1136.000, +56.000, +317.000
1690570140, +3.36, +28.238,  +1.05773, +1208.000, +85.000, +446.000
1690570740, +3.36, +28.247,  +2.30785, +1068.000, +59.000, +354.000
1690571340, +3.36, +28.304,  +1.18932, +1128.000, +21.000, +354.000
1690571940, +3.36, +28.386,  +2.03677, +1062.000, +44.000, +380.000
1690572540, +3.36, +28.329,  +2.46049, +1081.000, +26.000, +354.000
1690573140, +3.36, +28.288,  +3.96590, +1087.000, +17.000, +337.000
1690573740, +3.36, +28.329,  +5.07916, +1160.000, +98.000, +269.000
1690574340, +3.36, +28.402,  +2.48155, +1085.000,  +8.000, +371.000
1690574940, +3.36, +28.427,  +3.38426, +1151.000, +96.000, +267.000
1690575540, +3.36, +28.452,  +5.00547, +1111.000,  +8.000, +302.000
1690576140, +3.36, +28.460,  +5.76080, +1175.000, +95.000, +277.000
1690576740, +3.36, +28.460,  +4.95020, +1075.000, +22.000, +364.000
1690577340, +3.36, +28.460,  +4.61596, +1174.000, +106.000, +314.000
1690577940, +3.36, +28.468,  +3.82641, +1240.000, +103.000, +382.000
1690578540, +3.36, +28.460,  +5.55026, +1140.000, +64.000, +432.000
1690579140, +3.36, +28.468,  +3.78430, +1089.000, -10.000, +361.000
1690579740, +3.36, +28.460,  +4.27909, +1075.000,  -5.000, +398.000
1690580340, +3.36, +28.042,  +6.17137, +1120.000, +52.000, +416.000
1690580940, +3.36, +27.606,  +5.80818, +1176.000, +81.000, +435.000
1690581540, +3.35, +27.844,  +5.92661, +1259.000, +105.000, +444.000
1690582140, +3.35, +28.009,  +6.13979, +1209.000, +93.000, +401.000
1690582740, +3.35, +28.083,  +2.43681, +1168.000, +81.000, +430.000
1690583340, +3.37, +27.927,  +1.42355, +1196.000, +95.000, +248.000
1690583940, +3.37, +27.565,  +1.56567, +1171.000, +68.000, +496.000
1690584540, +3.37, +27.779,  +3.01055, +1120.000, +78.000, +294.000
1690585140, +3.37, +27.959,  +2.20521, +1140.000, +71.000, +287.000
1690585740, +3.37, +28.107,  +3.08950, +1144.000, +80.000, +314.000
1690586340, +3.36, +28.173,  +3.69482, +1232.000, +96.000, +472.000
1690586940, +3.36, +28.247,  +5.10548, +1187.000, +83.000, +371.000
1690587540, +3.35, +28.247,  +4.35541, +1134.000, +66.000, +320.000
1690588140, +3.35, +28.230,  +3.85799, +1105.000, +31.000, +324.000
1690588740, +3.36, +28.247,  +2.51313, +1220.000, +84.000, +480.000
1690589340, +3.36, +28.247,  +2.19994, +1151.000, +80.000, +305.000
1690589940, +3.36, +28.263,  +3.06581, +1075.000, +33.000, +361.000
1690590540, +3.36, +28.263,  +3.90537, +1063.000, +14.000, +359.000
1690591140, +3.36, +28.263,  +3.63429, +1155.000, +78.000, +338.000
1690591740, +3.37, +28.222, +10.04542, +1264.000, +108.000, +432.000
1690592340, +3.36, +28.066,  +4.64228, +1184.000, +92.000, +416.000
1690592940, +3.36, +27.976,  +3.89221, +1144.000, +64.000, +432.000
1690593540, +3.36, +27.737,  +5.06600, +1224.000, +83.000, +382.000
1690594140, +3.36, +27.111,  +4.40804, +1196.000, +83.000, +322.000
1690594740, +3.35, +26.847,  +3.72377, +1219.000, +86.000, +483.000
1690595340, +3.35, +26.805,  +4.22119, +1100.000, +19.000, +348.000
1690595940, +3.35, +26.797,  +2.64999, +1104.000, +16.000, +335.000
1690596540, +3.35, +26.797,  +3.35531, +1084.000, +29.000, +345.000
1690597140, +3.35, +26.747,  +3.92642, +1132.000, +92.000, +323.000
1690597740, +3.35, +26.739,  +2.59998, +1203.000, +96.000, +369.000
1690598340, +3.35, +26.888,  +2.28943, +1174.000, +70.000, +492.000
1690598940, +3.35, +27.251,  +2.25258, +1200.000, +96.000, +373.000
1690599540, +3.35, +27.408,  +2.63946, +1148.000, +64.000, +440.000
1690600140, +3.35, +27.737,  +2.90527, +1095.000, +21.000, +387.000
1690600740, +3.35, +27.976,  +2.42365, +1169.000, +104.000, +275.000
1690601340, +3.36, +28.107,  +3.26057, +1142.000, +62.000, +487.000
1690601940, +3.37, +28.115,  +1.59199, +1192.000, +100.000, +308.000
1690602540, +3.36, +28.197,  +1.14458, +1299.000, +116.000, +384.000
1690603140, +3.36, +28.140,  +1.08931, +1120.000, +56.000, +416.000
1690603740, +3.36, +28.140,  +1.30512, +1319.000, +117.000, +359.000
1690604340, +3.36, +28.197,  +1.15511, +1204.000, +93.000, +414.000
1690604940, +3.36, +28.247,  +0.81560, +1088.000, -12.000, +317.000
1690605540, +3.36, +28.296,  +0.55505, +1302.000, +116.000, +384.000
1690606140, +3.36, +28.320,  +0.17870, +1064.000, +30.000, +372.000
1690606740, +3.36, +28.337,  +0.20239, +1199.000, +80.000, +492.000
1690607340, +3.36, +28.361,  +0.04185, +1190.000, +88.000, +312.000
1690607940, +3.36, +28.370,  +0.01026, +1184.000, +78.000, +362.000
1690608540, +3.35, +28.353,  +0.00237, +1303.000, +128.000, +376.000
1690609140, +3.35, +28.279,  -0.04764, +1096.000, +35.000, +355.000
1690609740, +3.35, +28.230,  -0.04237, +1063.000, -10.000, +368.000
1690610340, +3.35, +28.263,  +0.00500, +1063.000, +15.000, +352.000
1690610940, +3.35, +28.263,  -0.00553, +992.000, -11.000, +331.000
1690611540, +3.35, +28.263,  -0.06606, +1060.000, +12.000, +350.000
1690612140, +3.35, +28.189,  -0.01079, +1144.000, +64.000, +440.000
1690612740, +3.35, +28.148,  -0.03711, +1203.000, +95.000, +340.000
1690613340, +3.35, +28.156,  -0.03974, +1198.000, +90.000, +435.000
1690613940, +3.35, +28.132,  -0.03711, +1203.000, +96.000, +367.000
1690614540, +3.36, +28.165,  -0.03448, +1091.000, +45.000, +352.000
1690615140, +3.35, +28.181,  -0.09501, +1219.000, +97.000, +359.000
1690615740, +3.35, +28.115,  -0.02658, +1144.000, +64.000, +436.000
1690616340, +3.35, +27.959,  -0.02132, +1140.000, +60.000, +487.000
1690616940, +3.35, +27.943,  -0.04764, +1110.000,  +7.000, +359.000
1690617540, +3.35, +27.918,  -0.05553, +1212.000, +119.000, +283.000
1690618140, +3.36, +27.894,  -0.06606, +1174.000, +96.000, +396.000
1690618740, +3.36, +27.951,  -0.03711, +1199.000, +92.000, +415.000
1690619340, +3.36, +27.968,  -0.06343, +1240.000, +106.000, +400.000
1690619940, +3.36, +28.033,  -0.05553, +1121.000, +26.000, +331.000
1690620540, +3.35, +28.091,  -0.05553, +1136.000, +84.000, +294.000
1690621140, +3.35, +28.124,  -0.02658, +1095.000,  -8.000, +322.000
1690621740, +3.35, +28.173,  -0.04500, +1095.000, +38.000, +320.000
1690622340, +3.35, +28.017,  +0.18396, +1131.000, +14.000, +304.000
1690622940, +3.35, +27.803,  +0.00763, +1136.000, +56.000, +480.000
1690623540, +3.35, +27.408,  -0.14238, +1299.000, +120.000, +384.000
1690624140, +3.35, +27.012,  -0.03448, +1228.000, +55.000, +412.000
1690624740, +3.35, +26.913,  -0.01605, +1092.000, +19.000, +410.000
1690625340, +3.35, +26.962,  -0.20291, +1171.000, +70.000, +492.000
1690625940, +3.35, +27.020,  -0.01869, +1226.000, +95.000, +405.000
1690626540, +3.35, +27.086,  -0.07132, +1171.000, +100.000, +300.000
1690627140, +3.35, +27.169,  +0.02079, +1192.000, +115.000, +428.000
1690627740, +3.35, +27.276,  -0.02395, +1206.000, +92.000, +418.000
1690628340, +3.35, +27.359,  -0.03185, +1197.000, +106.000, +319.000
1690628940, +3.35, +27.499,  +0.01553, +1223.000, +108.000, +319.000
1690629540, +3.35, +27.499,  +0.12606, +1241.000, +99.000, +464.000
1690630140, +3.36, +27.482,  -0.01605, +1128.000, +56.000, +428.000
1690630740, +3.35, +27.466,  -0.07922, +1231.000, +97.000, +423.000
1690631340, +3.35, +27.457,  -0.05027, +1236.000, +66.000, +353.000
1690631940, +3.35, +27.424,  -0.03711, +1171.000, +101.000, +273.000
1690632540, +3.36, +27.202,  -0.11080, +1308.000, +120.000, +376.000
1690633140, +3.36, +27.284,  +0.01026, +1304.000, +120.000, +376.000
1690633740, +3.35, +27.284,  +0.03132, +1120.000, +37.000, +302.000
1690634340, +3.35, +27.457,  +0.04974, +1169.000, +71.000, +492.000
1690634940, +3.35, +27.482,  +0.01816, +1081.000,  -8.000, +388.000
1690635540, +3.35, +27.721,  -0.06606, +1159.000, +104.000, +287.000
